Time,Show,Episode,Image
12:00am,Bonanza,"",""
12:30am
1:00am,That's Incredible,"",""
1:30am,"","",""
2:00am,"","",""
2:30am,"","",""
3:00am,"","",""
3:30am,"","",""
4:00am,"","",""
4:30am,"","",""
5:00am,"","",""
5:30am,"","",""
6:00am,Trouble With Tracy,"",""
6:30am,Let Me Prove It,"",""
7:00am,Five Times Dizzy,"",""
7:30am,The Flaxton Boys,"",""
8:00am,Worzel Gummidge,"",""
8:30am,Camp Cariboo,"",""
9:00am,The Little Dragons (1981),""
9:30am
10:00am
10:30am
11:00am,Going Great,"",""
11:30am,Forest Rangers,"",""
12:00pm,Let's Go,"",""
12:30pm,You Can't Do That On Television,"",""
1:00pm,Whatever Turns You On,"",""
1:30pm,Circus,"",""
2:00pm,Daleks' Invasion Earth 2150 A.D. (1966),""
2:30pm
3:00pm
3:30pm
4:00pm,Story Theatre,"",""
4:30pm
5:00pm,YTV Hits '89,"",""
5:30pm,Tripods,"",""
6:00pm,Emu TV,"",""
6:30pm,Adventures in Rainbow Country,"",""
7:00pm,Rock Showdown '89 - Canada's National Homegrown Competition[Note 1],""
7:30pm
8:00pm
8:30pm,Wild Guess,"",""
9:00pm,You Can't Do That On Television,"",""
9:30pm,Final Score,"",""
10:00pm,Smith and Smith,"",""
10:30pm,Stars On Ice,"",""
11:00pm,Contact,"",""
11:30pm
