Time,Show,Episode,Image
12:00am,MTV's Oddities,The Head: The Head / The Date,""
12:30am,Æon Flux,Pilot,""
1:00am,The Young Ones,"",""
1:30am,Bottom,Break,""
2:00am,X-Men,"",""
2:30am,Samurai Pizza Cats,"",""
3:00am,"","",""
3:30am,"","",""
4:00am,"","",""
4:30am,"","",""
5:00am,Muppet Babies,The Great Cookie Robbery,""
5:30am,Hallo Spencer,"(""The Magic Flute"", reduced in scale)",""
6:00am,Ballooner Landing,(Homemade musical instruments; piano-playing donkeys),""
6:30am,Poetree and Friends,(Poetree's birthday party),""
7:00am,C.O.P.S.,"",""
7:30am,Happy Ness: The Secret of the Loch,"",""
8:00am,Sailor Moon,"",""
8:30am,Dragon Ball,"",""
9:00am,Spider-Man,"",""
9:30am,The Twisted Tales of Felix The Cat,"",""
10:00am,Flash Gordon,Marooned on Mongo!,""
10:30am,X-Men,"",""
11:00am,Dexter's Laboratory,"",""
11:30am,What-A-Mess,"",""
12:00pm,Sailor Moon,"",""
12:30pm,Spider-Man,"",""
1:00pm,Sweet Valley High,"",""
1:30pm,Hit List,"",""
2:00pm
2:30pm,Legend of the Hidden City,Episode 22,""
3:00pm,Night Hood,The Mystery of Captain Blade,""
3:30pm,Xtreme,"",""
4:00pm,Woody Woodpecker,"",""
4:30pm,Yogi Bear,"",""
5:00pm,Mr. Magoo,"",""
5:30pm,Spider-Man,"",""
6:00pm,Flash Gordon,Marooned on Mongo!,""
6:30pm,Rocko's Modern Life,"",""
7:00pm,"Eerie, Indiana",ForeverWare,""
7:30pm,Goosebumps,"",""
8:00pm,Welcome to Dead House,""
8:30pm,Are You Afraid of the Dark?,The Tale of the Midnight Ride,""
9:00pm,The Tale of Apartment 214,""
9:30pm,Beasties,"",""
10:00pm,Legend of the Hidden City,Episode 22,""
10:30pm,Dragon Ball,"",""
11:00pm,Sailor Moon,"",""
11:30pm,Insektors,"",""
