Time,Show,Episode
12:00am,Chef!,
12:30am,The Young Ones,
1:00am,Bottom,Gas
1:30am,"Yes, Prime Minister",A Victory for Democracy
2:00am,Max Glick,Get an Afterlife
2:30am,Flipper,Flipper and the Horse Thieves
3:00am,The Adventures of Rocky and Bullwinkle and Friends,
3:30am,Speed Racer,
4:00am,Superhuman Samurai Syber-Squad,
4:30am,The Super Mario Bros. Super Show!,
5:00am,Muppet Babies,
5:30am,Hallo Spencer,"(Spencerville's version of ""The Odyssey"")"
6:00am,Ballooner Landing,"(baby twins and their sitter, Barbara, visit)"
6:30am,Poetree and Friends,(The circus ringmaster gives Birdie a try-out)
7:00am,Keroppi and Friends,
7:30am,Dino Babies,
8:00am,Once Upon A Hamster,The Golden Flower
8:30am,The New Adventures of Madeline,
9:00am,Princess Gwenevere and the Jewel Riders,
9:30am,Casper,
10:00am,What-A-Mess,
10:30am,The Pink Panther,
11:00am,Bump In The Night,
11:30am,ReBoot,
12:00pm,YTV News,
12:30pm,The Chronicles of Narnia,The Silver Chair (4 of 6)
1:00pm,The Night of the Iguana (1964),
1:30pm,,
2:00pm,,
2:30pm,,
3:00pm,,
3:30pm,Fudge,
4:00pm,Snowy River: The McGregor Saga,Plans of Poison
4:30pm,,
5:00pm,Woody Woodpecker,
5:30pm,Garfield,
6:00pm,Once Upon A Hamster,The Golden Flower
6:30pm,Rupert,
7:00pm,Flipper,The Girl Who Came to Dinner
7:30pm,,
8:00pm,Small Talk,
8:30pm,The Anti-Gravity Room,
9:00pm,Hypernauts,
9:30pm,The Twisted Tales of Felix The Cat,
10:00pm,Rough Guide,"Balearic Islands, Spain"
10:30pm,,
11:00pm,StreetNOISE,(Chip & Pepper; Amsterdam; teenage mother; surfing in Australia)
11:30pm,Dog House,Rear Window
