Time,Show,Episode,Image
12:00am,Smallville,Hex,""
12:30am
1:00am,Zoom (2006),""
1:30am
2:00am
2:30am
3:00am,Paid Programming
3:30am
4:00am,Monster Buster Club,The Destiny Puzzle,""
4:30am,Team Galaxy,Shades Of Gray... Matter,""
5:00am,The Fairly OddParents,Chip Off the Old Chip / Snowbound,""
5:30am,SpongeBob SquarePants,Survival of the Idiots / Dumped,""
6:00am,Grossology,It's Gotta be the Shoes,""
6:30am,Rollbots,Two Left Feet,""
7:00am,The Fairly OddParents,Timmy the Barbarian / No Substitute for Crazy,""
7:30am,Mission Responsible / Hair-I-Cane,""
8:00am,Engine Blocked / Mighty Mom and Dyno Dad Meet The Crimson Chin,""
8:30am,Lights! Camera! Adam! / A Case of Diary-Uh,""
9:00am,The Big Superhero Wish,""
9:30am,Catman Meets The Crimson Chin,""
10:00am,League of Super Evil,Ice Creamed / The Split,""
10:30am,Evil Never Sleeps / Glory Hog,""
11:00am,Dial E for Evil / Voltar Squared,""
11:30am,Past Due / Degrees of Evil,""
12:00pm,Teen Titans: Trouble in Tokyo (2006),""
12:30pm
1:00pm
1:30pm
1:45pm,Spongebob Squarepants,Enemy-in-Law,""
2:00pm,Superman: Doomsday (2007),""
2:30pm
3:00pm
3:30pm
3:45pm,Spongebob Squarepants,Mermaid Man and Barnacle Boy IV,""
4:00pm,Superman/Batman: Public Enemies (2009),""
4:30pm
5:00pm
5:30pm,Spongebob Squarepants,Chocolate With Nuts / Superfriends,""
6:00pm,Superman: Brainiac Attacks (2006),""
6:30pm
7:00pm
7:30pm
7:45pm,League of Super Evil,Lightning Liz,""
8:00pm,America's Funniest Home Videos,S12E01,""
8:30pm
9:00pm,That's So Weird,Pretty as a Picture,""
9:30pm,Prank Patrol,Magic Shop,""
10:00pm,Survive This,Rock Face,""
10:30pm,Ghost Trackers,The Ghost of Castle Kilbride,""
11:00pm,The Adrenaline Project,Mush,""
11:30pm,Mystery Hunters,Mexican Mummies / Secret Animal Talk,""
