Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,It Pays To Advertise,
12:30am,Keeping Up Appearances,Episode 27,
1:00am,"Yes, Minister",Equal Opportunities,
1:30am,Rocky & Bullwinkle,Episode 57,
2:00am,Hey Arnold!,Olga Comes Home / Salley's Comet,
2:30am,Roswell Conspiracies,Queen of the Banshee (Part II),
3:00am,Walter Melon,Melon of Arabia,
3:30am,Batman,Showdown,
4:00am,Dragon Ball Z,Hunt For a Dragonball,
4:30am,Digimon,His Master's Voice,
5:00am,Pokemon,Battle of the Badge,
5:30am,Roswell Conspiracies,Queen of the Banshee (Part II),
6:00am,Dumb Bunnies,Mission Improbable,
6:22am,Lisa,The Davidsons,
6:30am,Anatole,The Village is Falling,
6:52am,Elliot Moose,Treasure Chest,
7:00am,Pippi Longstocking,Pippi Meets a Master Criminal,
7:30am,Monster Rancher,Holly's Million,
8:00am,Digimon,Family Picnic,
8:30am,Pokemon,"Hello, Pummelo",
9:00am,Action Man,Double Vision,
9:30am,Rocket Power,Rocket Girls/Father's Day Off,
10:00am,Wild Thornberry's,Thornberry Island,
10:30am,CatDog,Surfin' CatDog / Guess Who's Going to Be Dinner!,
11:00am,Angry Beavers,Nice and Lonely / Soccer? I Hardly Knew Him!,
11:30am,SpongeBob SquarePants,Hooky / Mermaid Man and Barnacle Boy II,
12:00pm,The Flintstones,The Picnic,
12:30pm,The Jetsons,Winner Takes All,
1:00pm,Video & Arcade Top 10,Episode 50,
1:30pm,YTV Hit List,Christina Aguilera Special [Note 1],
2:00pm,,,
2:30pm,,,
3:00pm,Sailor Moon,Individual Happiness,
3:30pm,Birthday Blues (Part I),,
4:00pm,The Powerpuff Girls,Fallen Arches / The Mane Event,
4:30pm,"Monkey See, Doggie Do / Mommy Fearest",,
5:00pm,Mona the Vampire,Time Shift / Time Out,
5:30pm,Freaky Stories,No Rhyme Or Reason,
6:00pm,The New Addams Family,New Neighbours Meet the Addams Family,
6:30pm,I Was A Sixth Grade Alien,Birds of Pleskit,
7:00pm,Worst Witch,The Inspector Calls,
7:30pm,Big Wolf On Campus,The Sandman Cometh,
8:00pm,Buffy the Vampire Slayer,Out Of My Mind,
8:30pm,,,
9:00pm,Live Through This,Episode 6,
9:30pm,,,
10:00pm,Goosebumps,A Night In Terror (Part 2),
10:30pm,Student Bodies,Flash,
11:00pm,System Crash,Slack-Tose Intolerant,
11:30pm,Radio Active,Death of a Salesman,
