Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Memories Are Made of This,
12:32am,Keeping Up Appearances,How to Go on Holiday Without Really Trying,
1:07am,Yes Minister,Open Government,
1:38am,"Wolves, Witches and Giants","Tall Tales of Wolves, Witches and Giants",
2:10am,Ocean Girl,Cassandra's Nightmare,
2:40am,The Anti-Gravity Room,Movies and TV,
3:09am,Rocky and Bullwinkle,Episode 136,
3:38am,Woody Woodpecker and Friends,Episode 78,
4:06am,Peter Pan & The Pirates,Tootles and the Dragon,
4:34am,Hurricanes,Double Trouble,
5:01am,Dragon Ball Z,The Eldest Namek,
5:29am,Pokémon,Pallet Party Panic,
6:00am,Dog City,The Bloodhound,
6:25am,Wildlife,Dancing / Cold Crocodile,
6:31am,Pippi Longstocking,Pippi Returns to Villa Villekulla,
6:55am,Maisy,Sheep,
7:01am,Anthony Ant,100 Easy Pieces / Raiders of the Lost World,
7:24am,Animal Stories,Tim the Dinosaur,
7:30am,Fuzzpaws,A Hairy Situation,
8:00am,Tiny Toon Adventures,The Wacko World of Sports,
8:30am,Charlie Brown,"You're Not Elected, Charlie Brown",
9:00am,The Flintstones,"The Long, Long Weekend",
9:30am,The Jetsons,The Flying Suit,
10:00am,Rocky and Bullwinkle,Episode 87,
10:29am,Snagglepuss,Royal Ruckus/Remember,
11:00am,Garfield and Friends,D.J. Jon / Cornfinger / Five Minute Warning,
11:30am,The New Woody Woodpecker Show,Ya Gonna Eat That? / Chilly & Hungry / Brother Cockroach,
12:00pm,Pippi Longstocking,Pippi Returns to Villa Villekulla,
12:30pm,CatDog,"Party Animal / Mush, Dog, Mush!",
1:00pm,Rocko's Modern Life,Mama's Boy / Feisty Ghost,
1:30pm,YAA! To the M@X,Road to the Big Leagues,
2:00pm,Stickin' Around,"What's the Flap, Jack? / Pool Party",
2:30pm,Batman Beyond,Joyride,
3:00pm,Reboot,The Edge of Beyond,
3:30pm,Weird-Oh's,Black-Eyed Babysitters / Diary of a Mad Sister,
4:00pm,Sailor Moon,An Uncharmed Life,
4:30pm,The Powerpuff Girls,"Stuck Up, Up and Away / Schoolhouse Rocked",
5:00pm,Monster by Mistake,Haunted House,
5:30pm,Watership Down,The Great Game,
6:00pm,Bach's Fight for Freedom (1995),,
6:30pm,,,
7:00pm,The Adventures of Shirley Holmes,The Case of the Perfect Boyfriend,
7:30pm,Incredible Story Studio,Doll Dilemmas,
8:00pm,Caitlin's Way,Fear and Falling in Montana,
8:30pm,Flipper,Lost and Found,
9:00pm,,,
9:30pm,My Hometown,No Place Like Home,
10:00pm,The Anti-Gravity Room,Crossovers and Alternate Realities,
10:31pm,Alpha 2 Omega,Gears and Gadgets,
11:00pm,System Crash,Cyberworld,
11:30pm,Radio Active,Logic 101,
