Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Dear Sexy Knickers,
12:30am,Keeping Up Appearances,Episode 34,
1:00am,"Yes, Minister",Party Games - Part Two,
1:30am,Rocky & Bullwinkle,Episode 31,
2:00am,Hey Arnold!,Arnold's Room / Helga vs. Big Patty,
2:30am,Oggy & The Cockroaches,Abominable / Cat / Honey Moon,
3:00am,Walter Melon,Dr. Jiggle / Palladin,
3:30am,Batman,Feat Of Clay (Part 1),
4:00am,Dragon Ball Z,The Fusion,
4:30am,Digimon,Under Pressure,
5:00am,Pokemon,Bad To The Bone,
5:30am,Oggy & The Cockroaches,Abominable / Cat / Honey Moon,
6:00am,Once Upon A Hamster,Hambug's Christmas,
6:30am,St Bear's Dolls Hospital,Major Tom,
6:44am,Beezoo's Attic,Beezoo's Birthday,
7:00am,Fuzzpaws,Wake Up Your Dream,
7:30am,Elliot Moose,Smile! / the Case of the Missing Maplebberries / Fly by Knight / the Mousetrap,
8:00am,The Jetsons,Little Man,
8:30am,Stickin Around,"Lo-o-o-ong Weekend / Goodbye, Adios, Sayonara Bradley",
9:00am,Rupert,Rupert's Undersea Adventure,
9:24am,Pablo the Little Red Fox,Moving Out,
9:30am,Bananas In Pyjamas,Episode 69,
10:00am,Country Mouse & The City Mouse Adventures,Yen For Trouble,
10:30am,St Bear's Dolls Hospital,Major Tom,
10:44am,Beezoo's Attic,Beezoo's Birthday,
11:00am,Fuzzpaws,Wake Up Your Dream,
11:30am,Elliot Moose,Smile! / the Case of the Missing Maplebberries / Fly by Knight / the Mousetrap,
12:00pm,Rugrats,Famous Babies / A Dose of Dil,
12:30pm,Uh Oh!,Episode 149,
1:00pm,Jellabies,Runaway Train,
1:05pm,Maisy,Party,
1:10pm,Wildlife,Episode 24,
1:15pm,Mopatop's Shop,No Sea,
1:24pm,Pablo the Little Red Fox,Moving Out,
1:30pm,Country Mouse & The City Mouse Adventures,Yen For Trouble,
2:00pm,Judy & David's Boom Box,Fastest Trick Or Treater,
2:05pm,Wildlife,Bump's Big Ears,
2:10pm,The Adventures of Spot,Spot Makes A Cake,
2:15pm,Toothbrush Family,Last Autumn Leaf,
2:20pm,George & Martha,Flying Donut / Martha's Cousin,
2:43pm,Enchanted Lands,Land Of Toys,
2:53pm,Elliot Moose,Mousetrap,
3:00pm,Magic School Bus,Ups and Downs,
3:30pm,Angry Beavers,Too Loose Latrine / Pack Your Dags,
4:00pm,Rugrats,Famous Babies / A Dose of Dil,
4:30pm,Hey Arnold!,Career Day / Hey Harold!,
5:00pm,Pokémon: The Johto Journeys,The Superhero Secret,
5:30pm,Digimon,If I Had a Tail Hammer,
6:00pm,Two Of A Kind,My Boyfriend's Back,
6:30pm,Yvon Of The Yukon,Valentine's Day,
7:00pm,The Vision Of Escaflowne,Lost Paradise,
7:30pm,Weird-Ohs,The Cycle of No Escape / A Tale of Two Wades,
8:00pm,Dragon Ball Z,The Monster Is Coming,
8:30pm,Mobile Suit Gundam Wing,The Treize Assassination,
9:00pm,Live Through This,Episode 13,
9:30pm,,,
10:00pm,gAmerZ,Episode 28,
10:30pm,Treasure,Treasure in Space / Links With Europe,
11:00pm,Student Bodies,Bad Girl Emily,
11:30pm,Action Man,Grey Areas,
