Time,Show,Episode,Image
12:00am,Are You Being Served?,The Night Club,""
12:35am,Keeping Up Appearences,The Art Exhibition,""
1:11am,Yes Minister,The Death List,""
1:41am,Fresh Gear,Episode 4,""
2:10am,Internet Tonight,Episode 42,""
2:39am,The Anti-Gravity Room,Episode 57,""
3:09am,Rocky and Bullwinkle,Episode 7,""
3:37am,Oggy and the Cockroaches,A Tip for the Road / The Outsider / Baby Doll,""
4:04am,Histeria!,Tribute to Tyrants,""
4:32am,Digimon,The Fate of Two Worlds,""
5:00am,Dragon Ball Z,The Last Wish,""
5:28am,Pokémon,Showdown at Dark City,""
6:00am,Kitty Cats,Ricky and the Xylophone / A Place for Everyone,""
6:25am,Plonsters,Episode 48,""
6:30am,Once Upon a Hamster,The Little Hamster That Could,""
6:54am,Maisy,Playground,""
7:00am,Fuzzpaws,Cookie Crumbles,""
7:23am,Lisa,At the Shopping Centre,""
7:30am,The Big Comfy Couch,The Big Brain Drain,""
7:55am,Plonsters,Episode 5,""
8:00am,Stickin' Around,Mouse in the Midst / Texas Chainsaw-Ectomy,""
8:30am,The Country Mouse and the City Mouse Adventures,Trinidad Mousequerade,""
8:53am,Wildlife,Episode 43,""
9:00am,Bananas in Pyjamas,Episode 45,""
9:22am,Jellabies,Disco,""
9:30am,George and Martha,The Mirror / The Special Gifts,""
9:52am,Animal Stories,Penguin,""
10:00am,Kitty Cats,Eugene's Coat / Ricky the Magician,""
10:25am,Nanalan',Snow Person,""
10:30am,Anatole,Anatole and the New Cat,""
11:00am,Fuzzpaws,Cookie Crumbles,""
11:24am,Animal Stories,Dog,""
11:30am,Rupert,Rupert and Bill in Gameland,""
11:54am,Jellabies,Echoes,""
12:00pm,Batman: The Animated Series,The Mechanic,""
12:30pm,"Pinky, Elmyra & the Brain",At the Hop / Pinky's Dream House,""
12:57pm,Nanalan',Don't Cry,""
1:01pm,The Adventures of Spot,Spot Goes to the Town,""
1:06pm,Enid Blyton's Enchanted Lands,The Land of Toys,""
1:16pm,Bump,Bump's Last Button,""
1:21pm,Toothbrush Family,Avalanche,""
1:30pm,The Country Mouse and the City Mouse Adventures,Trinidad Mousequerade,""
2:00pm,Maisy,Bat,""
2:05pm,Wildlife,Episode 44,""
2:11pm,Mopatop's Shop,Load of Old Rubbish,""
2:20pm,Jellabies,Silly Sax,""
2:25pm,Nanalan',Firefly,""
2:28pm,Judy & David's Boom Box,Silver Lining,""
2:32pm,Postman Pat,Postman Pat Takes Flight,""
2:50pm,Animal Stories,Big Bald Lion,""
2:55pm,Plonsters,Episode 49,""
3:00pm,The Magic School Bus,Gets Programmed,""
3:30pm,Uh Oh!,Episode 51,""
4:00pm,Rugrats,Journey to the Center of the Basement / A Very McNulty Birthday,""
4:30pm,Digimon,And So it Begins...,""
5:00pm,Pokémon,The March of the Exeggutor Squad,""
5:30pm,Dragon Ball Z,Duel on a Vanishing Planet,""
6:00pm,The New Addams Family,Uncle Fester's Illness,""
6:30pm,Caitlin's Way,Making Allowances,""
7:00pm,Boy Meets World,Stormy Weather,""
7:30pm,Radio Active,Payola Payback,""
8:00pm,Student Bodies,Scheming Victor,""
8:30pm,Boy Meets World,By Hook or By Crook,""
9:00pm,Student Bodies,Detention,""
9:30pm,Alpha 2 Omega,Episode 5,""
10:00pm,gAmerZ,Episode 4,""
10:30pm,Caitlin's Way,Making Allowances,""
11:00pm,The New Addams Family,Lurch's Little Helper,""
11:30pm,Beasties,"Other Voices, Part 2",""
