Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Goodbye Mrs. Slocombe,
12:30am,Keeping Up Appearances,Episode 19,
1:00am,"Yes, Minister",Right To Know,
1:30am,"Wolves, Witches and Giants",Frog Prince / Three Wishes,
2:00am,Ocean Girl,Episode 66,
2:30am,Anti-Gravity Room,Gold and Silver Age,
3:00am,Rocky & Bullwinkle,Episode 2,
3:30am,Woody Woodpecker & Friends,Episode 11,
4:00am,Histeria,Oldies But Goodies,
4:30am,Three Friends & Jerry,Country Cousin,
5:00am,Dragon Ball Z,Fighting Power: One Million??,
5:30am,Pokémon,Bound For Trouble,
6:00am,Dog City,Adventures in Puppy Sitting,
6:30am,Pippi Longstocking,Pippi is Shipwrecked,
7:00am,Anthony Ant,The Ant Who Would / Flood,
7:30am,Fuzzpaws,Nothing More Than Feelings,
8:00am,Tiny Toon Adventures,Return to Acme Acres Zone,
8:30am,George & Martha,The Dance Recital/ The Tooth,
9:00am,Rugrats,Mother's Day,
9:30am,The Jetsons,Rip-Off Rosie,
10:00am,Rocky & Bullwinkle,Episode 3,
10:30am,Huckleberry Hound,Little Red Riding Huck / The Tough Little Termite / Ten Pin Alley,
11:00am,Garfield and Friends,Count Lasagna,
11:30am,The New Woody Woodpecker Show,Baby Buzzard/Bait & Hook/Bad Weather,
12:00pm,Pippi Longstocking,Pippi is Shipwrecked,
12:30pm,CatDog,The Island / All You Need Is Lube,
1:00pm,Country Mouse & The City Mouse Adventures,Strauss Maus,
1:30pm,Yaa! To The M@x,Entrepreneurs / Inventors,
2:00pm,Stickin Around,"We're Doomed! / It's Gone Baby, Wheel Gone",
2:30pm,Batman Beyond,Dead Man's Hand,
3:00pm,Reboot,Bad Bob,
3:30pm,Weird-Oh's,The Cycle of No Escape / A Tale of Two Wades,
4:00pm,Sailor Moon,A Crystal Clear Destiny,
4:30pm,Powerpuff Girls,Best Rainy Day Adventure Ever / Just Desserts,
5:00pm,Monster By Mistake,Back In Time,
5:30pm,Watership Down,The Stand,
6:00pm,Boy Meets World,Hometown Hero,
6:30pm,Caitlin's Way,Fear & Falling In Montana,
7:00pm,Rocket Power,New Squid on the Block / Down the Drain,
7:30pm,Detention,Shareena Takes The Cake,
8:00pm,Yvon Of The Yukon,Call Of The Mild,
8:30pm,The Adventures of Mary-Kate & Ashley,The Case of the Sea World Adventure,
9:00pm,Lassie,Amazing Grace,
9:30pm,My Hometown,Running From Love,
10:00pm,Anti-Gravity Room,Potluck #4,
10:30pm,Alpha 2 Omega,Episode 4,
11:00pm,System Crash,Celebrity,
11:30pm,Radio Active,Mr. Moneybags,
