Time,Show,Episode
12:00am,Are You Being Served?,Episode 8
12:30am,Keeping Up Appearances,Angel Gabriel Blue
1:06am,Yes Minister,The Whisky Priest
1:34am,Rocky and Bullwinkle,Episode 18
2:03am,Ocean Girl,The Taking of Hostages
2:33am,The Anti-Gravity Room,Episode 63
3:03am,System Crash,Back to School
3:32am,Alpha 2 Omega,Episode 6
4:01am,gAmerZ,Episode 5
4:30am,Digimon,Enter Flamedramon
4:58am,Pokémon,The Pokémon Water War
5:26am,Monster Rancher,Tiger's Battle With Destiny
6:00am,Dumb Bunnies,Keeping Uppity
6:22am,Lisa,Lisa Goes on a Picnic
6:30am,The Adventures of Tintin,"The Crab with the Golden Claws, Part 1"
7:00am,Alvin and the Chipmunks,Dave's Getting Married
7:27am,Mamemo,All by Myself
7:30am,Tiny Toon Adventures,Her Wacky Highness
8:00am,Garfield and Friends,D.J. Jon / Cornfinger / Five Minute Warning
8:30am,Charlie Brown,Charlie Brown's All-Stars!
9:00am,The Flintstones,The Babysitters
9:30am,The Jetsons,The Flying Suit
10:00am,Rocky and Bullwinkle,Episode 19
10:30am,Snagglepuss,Remember Your Lions
10:58am,The Huckleberry Hound Show,The Unmasked Avenger / Fast Gun Huck / Hillbilly Huck
11:30am,The New Woody Woodpecker Show,Aunt Pecky / Terror Tots / Carney Con
12:00pm,The Adventures of Tintin,"The Crab with the Golden Claws, Part 1"
12:30pm,George and Martha,The Cold / The Campout
1:00pm,Pippi Longstocking,Pippi Returns to Villa Villekulla
1:30pm,Stickin' Around,Doll Day Afternoon / Send in the Clones
2:00pm,Action Man,Grey Areas
2:30pm,Batman Beyond,Eyewitness
3:00pm,Detention,Shareena Takes the Cake
3:30pm,Uh Oh!,Episode 126
4:00pm,Charlie Brown,Charlie Brown's All-Stars!
4:30pm,Little Grey Rabbit,"The Squirrel, the Hare, and the Little Grey Rabbit / How Little Grey Rabbit Got Back Her Tail"
5:00pm,Watership Down,The Orchard
5:30pm,Two of a Kind,Pilot
6:00pm,The Adventures of Shirley Holmes,The Case of the Skeleton in the Closet
6:30pm,Incredible Story Studio,Inspector Kid
7:00pm,The Zack Files,The Library of No Return
7:30pm,Caitlin's Way,Along for the Ride
8:00pm,Yvon of the Yukon,North of Nothing
8:30pm,Action Man,Grey Areas
9:00pm,The Three Friends and Jerry,Museum / Martial Arts
9:30pm,The Adventures of Shirley Holmes,The Case of the Bamboozling Blonde
10:00pm,My Hometown,Because I Do Things
10:30pm,Back to Sherwood,A Bird in Hand
11:00pm,Brats of the Lost Nebula,The Runaways
11:30pm,Shadow Raiders,Worlds Within Worlds
