Time,Show,Episode
12:00am,Are You Being Served?,New Look
12:30am,Keeping Up Appearances,Episode 16
1:00am,"Yes, Minister",Big Brother
1:30am,Rocky & Bullwinkle,Episode 45
2:00am,Hey Arnold!,Operation: Ruthless / Vacant Lot
2:30am,Roswell Conspiracies,The Roswell Incident
3:00am,Walter Melon,Maestro Melon / Jahann Melonberg
3:30am,Batman: The Animated Series,Avatar
4:00am,Dragon Ball Z,The Return of Goku
4:30am,Digimon,The Legend of the Digi-destined
5:00am,Pokemon,Ultimate Test
5:30am,Roswell Conspiracies,The Roswell Incident
6:00am,Once Upon a Hamster,King of the Riverbank
6:30am,St. Bear's Dolls Hospital,The Low Down Snake
6:44am,Beezoo's Attic,The Fairy Tale
7:00am,Fuzzpaws,Communication Commotion
7:24am,Judy & David's Boom Box,G. Wiz
7:30am,Elliot Moose,Wading / Shabu / Treasure
8:00am,The Jetsons,Family Fallout
8:30am,The Flintstones,Droop-A-Long Flintstone
9:00am,Rupert,Rupert and the Nile
9:24am,Pablo the Red Fox,Buried Treasure
9:30am,Bananas in Pyjamas,Episode 68
10:00am,The Country Mouse and the City Mouse Adventures,Arabian Tails
10:30am,St. Bear's Dolls Hospital,The Low Down Snake
11:00am,Fuzzpaws,Communication Commotion
11:30am,Elliot Moose,Pool / Gamu / Treasure / Thrill
12:00pm,Rugrats,Hiccups / Autumn Leaves
12:30pm,Tiny Toon Adventures,The Acme Acres Zone
12:58pm,Jellabies,Where's Pepper
1:03pm,Maisy,Footprints
1:13pm,Mopatop's Shop,Ice Screams!
1:22pm,Pablo the Red Fox,Buried Treasure
1:27pm,The Country Mouse and the City Mouse Adventures,Arabian Tails
2:00pm,Nanalan',Cocoon / Imitating / Lightning / Big
2:10pm,Enchanted Lands,Land of Topsy Turvy
2:20pm,Bedtime Stories,Good Night Everyone
2:30pm,Kipper,Conker Tree / Goldfish / Nigh
2:54pm,Fuzzpaws,Mirror Image
3:00pm,Magic School Bus,Getting Energized
3:30pm,Uh Oh!,Episode 107
4:00pm,Rugrats,Hiccups / Autumn Leaves
4:30pm,Hey Arnold!,The List / The Haunted Train
5:00pm,Pokemon,Breeding Center Secret
5:30pm,Digimon,Departure For a New Continent
6:00pm,Two Of A Kind,When a Man Leaves a Woman
6:30pm,Sailor Moon,Swept Off Her Feet
7:00pm,Caitlin's Way,Caitlin's Trust
7:30pm,The Adventures of Shirley Holmes,Case of the Cryptic Creature
8:00pm,Radio Active,Verse Versus Reverse
8:30pm,System Crash,Bully For You
9:00pm,Live Through This,Episode 5
9:30pm,,
10:00pm,Lucy Sullivan is Getting Married,At The Carvery
10:30pm,Student Bodies,After High School
11:00pm,Caitlin's Way,Caitlin's Trust
11:30pm,Mobile Suit Gundam Wing,Tallgeese Destroyed
