Time,Show,Episode,Image
12:00am,Are You Being Served?,A Bliss Girl,""
12:31am,Keeping Up Appearances,Stately Home,""
1:07am,Yes Minister,Party Games Part 1,""
1:35am,Gamespot Int'l,Episode 22,""
2:06am,Internet Tonight,Episode 43,""
2:34am,The Anti-Gravity Room,Episode 30 - The Fringe III,""
3:04am,Rocky and Bullwinkle,Episode 118,""
3:33am,Woody Woodpecker and Friends,Episode 58,""
4:00am,Peter Pan & the Pirates,River of the Night,""
4:29am,Digimon,Forget About It,""
4:57am,Dragon Ball Z,Captain Ginyu… The Frog,""
5:27am,Pokémon,Here Comes the Squirtle Squad,""
6:00am,Kitty Cats,Charlie's Fleas/The Cuckoo,""
6:25am,Plonsters,Episode 36,""
6:29am,Once Upon A Hamster,Golden Flower,""
6:54am,Maisy,Guitar,""
7:00am,Kleo the Misfit Unicorn,Words of Wisdom,""
7:23am,The Adventures of Spot,Spot Stays Overnight,""
7:30am,Dumb Bunnies,Stressed to Impress,""
7:56am,Nanalan',Bent Flower,""
8:00am,The Flintstones,"Wilma, the Maid",""
8:30am,The Country Mouse and the City Mouse Adventures,No Mouse is an Island,""
8:54am,Wildlife,Episode 1 - The Early/Mouse,""
9:00am,Bananas in Pyjamas,Episode 47,""
9:22am,Jellabies,Super Jelly,""
9:30am,The Big Comfy Couch,Rude-I-Culous,""
9:55am,My Special Book,Sound,""
10:00am,Kitty Cats,A Statue of Charlie/Quiet!,""
10:25am,Nanalan',Grey Day,""
10:30am,Anthony Ant,The Ant Who Would Be King/The Big Flood,""
10:56am,Judy & David's Boom Box,Gravity,""
11:00am,Kleo the Misfit Unicorn,Words of Wisdom,""
11:24am,The Adventures of Spot,Spot Goes to the Farm,""
11:30am,Rupert,Rupert and Raggety,""
11:54am,Jellabies,Drum,""
12:00pm,Batman: The Animated Series,The Forgotten,""
12:32pm,Pinky and the Brain,The Real Life,""
12:58pm,My Special Book,"Lost Words, Lost Balloon",""
1:02pm,Spider!,C-Rocker,""
1:07pm,Kipper,"Echo, Echo",""
1:16pm,The Crayon Box,Three Little Piggys,""
1:27pm,Toothbrush Family,Avalanche,""
1:32pm,The Country Mouse and the City Mouse Adventures,No Mouse is an Island,""
2:01pm,Maisy,Camping,""
2:06pm,Wildlife,Episode 1 - The Early/Mouse,""
2:12pm,Mopatop's Shop,Dancin' in the Shop,""
2:20pm,Jellabies,Super Jelly,""
2:25am,Nanalan',Grey Day,""
2:29pm,Kipper,The Fair/Tiger's Joke Box/Tiger's Rocket,""
2:53pm,Animal Stories,Lewis the Cat,""
3:00pm,The Magic School Bus,Getting Energized,""
3:30pm,Uh Oh!,Episode 91,""
4:00pm,Monster Rancher,"Don't Give Up, Ducken!",""
4:30pm,Digimon,WereGarurumon's Diner,""
5:00pm,Pokémon,Mystery at the Lighthouse,""
5:30pm,Dragon Ball Z,Password is Porunga,""
6:00pm,The New Addams Family,Lurch's Grand Romance,""
6:30pm,Weird-Oh's,The Legend of The Phantom Racer/The Blue N' Marooned,""
7:00pm,Beast Machines,A Wolf In The Fold,""
7:30pm,Shadow Raiders,Rock and Ruin,""
8:00pm,Farscape,"I, E.T.",""
8:30pm
9:01pm,gAmerZ,Episode 8,""
9:30pm,Boy Meets World,Band on the Run,""
10:00pm,Student Bodies,All Hallow's Eve,""
10:30pm,Beast Machines,A Wolf In The Fold,""
11:00pm,The New Addams Family,Morticia's Romance Part 1,""
11:30pm,Beasties,Before the Storm,""
