Time,Show,Episode,Image
12:00am,Are You Being Served?,Diamonds Are a Man's Best Friend,""
12:32am,Keeping Up Appearances,Stately Home,""
1:08am,"Yes, Prime Minister",The Bishop's Gambit,""
1:37am,Rocky and Bullwinkle,Episode 30,""
2:06am,Hey Arnold!,Phoebe's Little Problem / Grandpa's Packard,""
2:37am,Roswell Conspiracies,Confrontation,""
3:04am,Walter Melon,"Walter XIV, The Fun King / Melon on the Mountain",""
3:35am,Batman: The Animated Series,Fire From Olympus,""
4:04am,Dragon Ball Z,The End of Snake Way,""
4:32am,Digimon,Togemon in Toy Town,""
5:00am,Pokémon,The Song of Jigglypuff,""
5:30am,Roswell Conspiracies,Confrontation,""
6:00am,Once Upon a Hamster,Racing the Wind,""
6:24am,Maisy,Tummy Ache,""
6:30am,St. Bear's Dolls Hospital,Major Tom,""
6:44am,Beezoo's Attic,Travels of Philomene,""
7:00am,Kleo the Misfit Unicorn,For Whom the Bell Trolls,""
7:24am,The Adventures of Spot,Storytime With Spot,""
7:30am,George and Martha,The Badminton Tournament / The Caddy,""
8:00am,The Jetsons,Las Venus,""
8:30am,The Flintstones,The Big Bank Robbery,""
9:00am,Rupert,Rupert and the Lamp,""
9:24am,Pablo the Little Red Fox,Moving Out,""
9:30am,Bananas in Pyjamas,Episode 59,""
9:55am,Judy & David's Boom Box,Grin and Bear It,""
10:00am,The Country Mouse and the City Mouse Adventures,Yen for Trouble,""
10:23am,Wildlife,Episode 26,""
10:30am,St. Bear's Dolls Hospital,Major Tom,""
10:44am,Beezoo's Attic,Travels of Philomene,""
11:00am,Kleo the Misfit Unicorn,For Whom the Bell Trolls,""
11:24am,The Adventures of Spot,Spot's Surprise Parcel,""
11:30am,George and Martha,The Badminton Tournament / The Caddy,""
12:00pm,Rugrats,Incredible Shrinking Babies / Miss Manners,""
12:28pm,Tiny Toon Adventures,Hare Raising Night,""
1:00pm,Jellabies,Caves,""
1:05pm,Maisy,Feather,""
1:10pm,Wildlife,Episode 27,""
1:16pm,Mopatop's Shop,Bruno Butter Fingers,""
1:24pm,Pablo the Little Red Fox,Moving Out,""
1:30pm,The Country Mouse and the City Mouse Adventures,Yen for Trouble,""
1:55pm,Plonsters,Episode 26,""
2:00pm,Spider!,Little Miss M,""
2:05pm,Kipper,Pirates,""
2:13pm,The Crayon Box,Eye on the Prize,""
2:25pm,Toothbrush Family,Treasure Hunt,""
2:30pm,The Twins,Twinderella / Good Health,""
2:58pm,The Magic School Bus,Blows Its Top,""
3:30pm,Uh Oh!,Episode 98,""
4:00pm,Rugrats,Incredible Shrinking Babies / Miss Manners,""
4:30pm,Hey Arnold!,A Day in the Life of a Classroom / Big Bob's Crisis,""
5:00pm,Pokémon,Attack of the Prehistoric Pokémon,""
5:30pm,Digimon,Ikkakumon's Harpoon Torpedo,""
6:00pm,Two of a Kind,Split Decision,""
6:30pm,Monster by Mistake,Billy Caves In,""
7:00pm,Mona the Vampire,The Fortune Cookie / Pixies,""
7:30pm,I Was a Sixth Grade Alien,Hevi Hevi Beat Crazy!,""
8:00pm,The Worst Witch,Fair is Foul & Fouls Are Fair,""
8:30pm,Freaky Stories,A Word From Our Sponsor,""
9:00pm,Treasure,A Feminine Mystique / Treasure's Party,""
9:30pm,Crush,Andy / Maureen,""
10:00pm,Downtown,Hot Spot,""
10:30pm,Student Bodies,Goodbye Grace,""
11:00pm,Freaky Stories,A Word From Our Sponsor,""
11:30pm,Mobile Suit Gundam Wing,The Whereabouts of Happiness,""
