Time,Show,Episode,Image
12:00am,Are You Being Served?,The Old Order Changes,""
12:30am,Keeping Up Appearances,Episode 27,""
1:00am,"Yes, Minister",Greasy Pole,""
1:30am,Daria,Speedtrapped,""
2:00am,Ocean Girl,Before the Countdown,""
2:30am,Anti-Gravity Room,Potluck #4,""
3:00am,Rocky & Bullwinkle,Episode 140,""
3:30am,Woody Woodpecker & Friends,Episode 93,""
4:00am,Peter Pan,Tootles and the Dragon,""
4:30am,Hurricanes,Tide of Terror,""
5:00am,Dr. Xargle,Earththinggummies,""
5:30am,Fennec,Leo Biscotto & Mina,""
6:00am,Kitty Cats,Flap's Trip South / Charlie Move,""
6:30am,Once Upon a Hamster,Soap Box Derby,""
6:54am,Maisy,Rabbit,""
7:00am,Panda Bear Daycare,Imagination,""
7:15am,Ruffus the Dog,King Midas,""
7:30am,Big Comfy Couch,Make It Snappy,""
8:00am,Kitty Cats,The Butterfly / Flap's Balloon,""
8:30am,Country Mouse & The City Mouse Adventures,Arabian Tails,""
8:55am,Wildlife,Episode 30,""
9:00am,Bananas in Pyjamas,"Mirror, Mirror",""
9:23am,Jellabies,Episode 49,""
9:30am,Anatole,Night Of Lights,""
10:00am,Stickin' Around,This is a Hiccup / Disciplinary Action,""
10:30am,Adventures of Dudley the Dragon,Junior Robin's Big Day,""
11:00am,Panda Bear Daycare,Imagination,""
11:15am,Ruffus the Dog,King Midas,""
11:30am,Rupert,Rupert and the Mystery Isle,""
12:00pm,Batman,Fear of Victory,""
12:25pm,Freaky Stories,Stolen Lunch Box,""
12:30pm,Pinky and the Brain,Mr. Doctor / That's Edutainment,""
12:56pm,My Special Book,Counting Rhymes,""
1:04pm,Crayon Box,The Golden Rule,""
1:17pm,Dawdle the Donkey,Dawdle and the Eagle,""
1:27pm,Toothbrush Family,Missing Shadow,""
1:30pm,Country Mouse & The City Mouse Adventures,Arabian Tails,""
1:55pm,Fuzzpaws,Fuzzpaw Who Cried Wolf,""
2:00pm,Maisy,Boat,""
2:05pm,Wildlife,Episode 31,""
2:10pm,Mopatop's Shop,One Of Those Days,""
2:20pm,Jellabies,Obstacles,""
2:25pm,Nanalan',Secret,""
2:30pm,Forgotten Toys,Toys / Trouble In Store,""
2:52pm,Toothbrush Family,Bubble Trouble,""
3:00pm,Magic School Bus,Getting Energized,""
3:30pm,Uh Oh!,Episode 63,""
4:00pm,Rugrats,New Kid in Town / Pickles vs. Pickles,""
4:30pm,Digimon,Gateway To Home,""
5:00pm,Pokemon,Here Comes the Squirtle Squad,""
5:30pm,Dragon Ball Z,Gohan Defeat Your Dad!!,""
6:00pm,The New Addams Family,Death Visits The Addams Family,""
6:30pm,Mona the Vampire,The Miserable Phantom Dog / Jurassic Parking Lot,""
7:00pm,Freaky Stories,Pirates / Choc-Roaches,""
7:30pm,Roswell Conspiracies,The Conduit (Part II),""
8:00pm,Student Bodies,Mags Rags,""
8:30pm,Boy Meets World,Class Pre-Union,""
9:00pm,Opposite Sex,The Drug Episode,""
9:30pm,""
10:00pm,Lassie,The Boy Who Cried Wolf,""
10:30pm,Freaky Stories,Pirates / Choc-Roaches,""
11:00pm,The New Addams Family,Wednesday's Crush,""
11:30pm,Beasties,Feral Scream (Part 1),""
