Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Oh What a Tangled Web,
12:32am,Keeping Up Appearances,Let There Be Light,
1:07am,Yes Minister,Doing the Honours,
1:36am,Gamespot Int'l,Episode 14,
2:05am,Internet Tonight,Episode 35,
2:34am,The Anti-Gravity Room,Episode 56,
3:04am,Rocky and Bullwinkle,Episode 106,
3:33am,Woody Woodpecker and Friends,Episode 45,
4:00am,Peter Pan & The Pirates,The Letter,
4:30am,Digimon,Departure For a New Continent,
5:00am,Dragon Ball Z,The Battle Ends,
5:30am,Pokémon,Challenge of the Samurai,
6:00am,Kitty Cats,Charlie's Idol / Flowers For My Teacher,
6:25am,Plonsters,Episode 23,
6:29am,Once Upon A Hamster,Boothouse,
6:54am,Maisy,Fair,
7:00am,Panda Bear Daycare,Go Fish,
7:14am,Ruffus The Dog,Troll Under the Bridge,
7:30am,Kleo the Misfit Unicorn,Perfect to a Fault,
7:54am,Toothbrush Family,The Bee,
8:00am,The Flintstones,Baby Barney,
8:29am,The Country Mouse and the City Mouse Adventures,Imperial Mice of China,
8:53am,Wildlife,Episode 41,
9:00am,Bananas in Pyjamas,Episode 39,
9:22am,Jellabies,Balloon,
9:30am,The Big Comfy Couch,Scrub a Dub,
9:55am,My Special Book,Fix It Day,
10:00am,Kitty Cats,Gone Camping / Charlie's Garden,
10:25am,Nanalan',Mona Lisa,
10:29am,Pumper Pups,Nuts / Corner / Ice,
10:55am,The Adventures of Spot,Spot's Birthday Party,
11:00am,Panda Bear Daycare,Go Fish,
11:14am,Ruffus The Dog,Troll Under the Bridge,
11:30am,Rupert,Rupert and the Jolly Roger,
11:54am,Jellabies,Super Jelly,
12:00pm,Batman: The Animated Series,The Last Laugh,
12:32pm,Pinky and the Brain,Brain Noir,
12:57pm,My Special Book,Down by the Bay,
1:01pm,Percy the Park Keeper,The Owl's Lesson / Badger's Bath / Owl Takes Charge,
1:25pm,Animal Stories,Oliver the Owl,
1:30pm,The Country Mouse and the City Mouse Adventures,Imperial Mice of China,
2:00pm,Maisy,Bedtime,
2:05pm,Wildlife,Episode 41,
2:11pm,Mopatop's Shop,Go Slow,
2:20pm,Jellabies,Balloon,
2:25pm,Nanalan',Mona Lisa,
2:30pm,Judy & David's Boom Box,Gotta Get a Goody,
2:34pm,Nanalan',Worm,
2:37pm,The Adventures of Spot,Where's Spot?,
2:41pm,Kipper,The Mouse,
2:50pm,Spider!,Hamster Chase,
3:00pm,The Magic School Bus,Flexes It's Muscles,
3:30pm,Uh Oh!,Episode 106,
4:00pm,Monster Rancher,A New Departure,
4:30pm,Digimon,The Dark Network of Etemon,
5:00pm,Pokémon,Showdown in Pewter City,
5:30pm,Dragon Ball Z,A New Goal... Namek,
6:00pm,Uh Oh!,Episode 106,
6:30pm,Sailor Moon,Slim City,
7:00pm,Powerpuff Girls,Buttercrush / Fuzzy Logic,
7:30pm,Daria,Lane Miserables,
8:00pm,YTV's Hit List,Episode 9-23 [Note 1],
8:30pm,,,
9:00pm,,,
9:30pm,gAmerZ,Episode 6,
10:00pm,System Crash,Popularity,
10:30pm,Student Bodies,The Reunion,
11:00pm,Radio Active,The CD Case,
11:30pm,Beasties,Double Dinobot,
