Time,Show,Episode
12:00am,Are You Being Served?,Gambling Fever
12:30am,Keeping Up Appearances,A Job for Richard
1:00am,Yes Minister,Jobs for the Boys
1:30am,"Wolves, Witches and Giants",Frog Prince / Three Wishes
2:00am,Ocean Girl,The Hunt for the Golden Ankh
2:30am,The Anti-Gravity Room,Fantasy
3:00am,Rocky & Bullwinkle,Episode 96
3:30am,Woody Woodpecker & Friends,Episode 46
4:00am,Peter Pan,Hook's Mother's Picture
4:30am,Hurricanes,Team Spirit
5:00am,Dragon Ball Z,Goku...Super Saiyan?
5:30am,Pokémon,Navel Maneuvers
6:00am,Dog City,Out of the Mouths Of Pups
6:30am,Pippi Longstocking,Pippi Goes to the Fair
6:55am,Maisy,Guitar
7:00am,Anthony Ant,The Picnic / Race Against
7:24am,Animal Stories,Brain the Leopard
7:30am,Fuzzpaws,Lost and Found
8:00am,Tiny Toon Adventures,The Looney Beginning
8:30am,Peanuts,Someday You'll Find Her. Charlie Brown
9:00am,Rugrats,Chuckie's Duckling / A Dog's Life
9:30am,The Jetsons,Far Out Father
10:00am,Rocky & Bullwinkle,Episode 99
10:30am,Snooper & Blabber,Fee / Disappearing / Desperate Diamond Dimwits
11:00am,Garfield and Friends,Epsiode 39
11:30am,The New Woody Woodpecker Show,Spy-Guy / Ye Olde Knothead and Splinter / Life in the Pass Lane
12:00pm,Pippi Longstocking,Pippi Goes to the Fair
12:30pm,Catdog,Diamond Fever / The Pet
1:00pm,Rocko's Modern Life,Who's For Dinner / Love Spanked
1:30pm,Yaa! To The M@x,Hidden Talent
2:00pm,Stickin' Around,Bad News / The Great Race
2:30pm,Batman Beyond,A Touch of Curare
3:00pm,ReBoot,In the Belly of the Beast
3:30pm,Weird-Oh's,Head Gasket / Traffic Jam
4:00pm,Sailor Moon,Molly's Folly
4:30pm,Powerpuff Girls,Speed Demon / Mojo Jonesin
5:00pm,Monster By Mistake,Fossel Remains
5:30pm,Watership Down,Challenge to Efrafa
6:00pm,My Diary,Journey to the New World
6:30pm,Boy Meets World,Wrong Side of the Tracks
7:00pm,Caitlin's Way,Solar Mates
7:30pm,Incredible Story Studio,Star Struck
8:00pm,The Adventures of Shirley Holmes,Case of The Skeleton in the Closet
8:30pm,"Wolves, Witches and Giants","The Kingdom of Wolves, Witches and Giants"
9:00pm,Lassie,Dad's Watch
9:30pm,My Hometown,Pilot
10:00pm,The Anti-Gravity Room,Merchandising & Collecting (III)
10:30pm,Alpha 2 Omega,Brain
11:00pm,System Crash,"Love, Exciting & New"
11:30pm,Radio Active,Disc-Junkey
