Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Dear Sexy Knickers...,
12:33am,Keeping Up Appearances,Daisy's Toyboy,
1:08am,"Yes, Prime Minister",The Ministerial Broadcast,
1:37am,Fresh Gear,Episode 22,
2:07am,Internet Tonight,Episode 29,
2:36am,The Anti-Gravity Room,Gold and Silver Age,
3:05am,Rocky and Bullwinkle,Episode 160,
3:35am,Woody Woodpecker and Friends,Episode 103,
4:02am,Peter Pan & the Pirates,The Ruby,
4:31am,Digimon,Evil Shows His Face,
4:58am,Dragon Ball Z,Mighty Blast of Rage,
5:28am,Pokémon,The Song of Jigglypuff,
6:00am,Kitty Cats,Tango's Daisy / Tango Loses Her Voice,
6:25am,Plonsters,Episode 32,
6:29am,Once Upon A Hamster,Soap Box Derby,
6:54am,Maisy,Hide & Seek,
6:59am,Kleo the Misfit Unicorn,Amazingly Frank,
7:23am,The Adventures of Spot,Spot's First Picnic,
7:29am,Dumb Bunnies,Run Away Home,
7:56am,Nanalan',Dance,
7:59am,The Flintstones,Flintstone and the Lion,
8:30am,The Country Mouse and the City Mouse Adventures,Mouse-tache Marauder,
8:54am,Wildlife,Episode 43,
9:00am,Bananas in Pyjamas,Episode 77,
9:24am,Jellabies,Parrot,
9:30am,The Big Comfy Couch,Earth to Loonette,
9:55am,My Special Book,Dancing Snowflakes,
10:00am,Kitty Cats,Eugene's Frog / Treasure Hunt,
10:25am,Nanalan',Snowball,
10:30am,Anthony Ant,Air Ant / Antastic Voyage,
10:56am,Judy & David's Boom Box,La Bouche,
11:00am,Kleo the Misfit Unicorn,Amazingly Frank,
11:24am,The Adventures of Spot,Spot at the Playground,
11:29am,Rupert,Rupert and the Sea Serpent,
11:54am,Jellabies,Baa,
11:59am,Batman: The Animated Series,Blind as a Bat,
12:31pm,"Pinky, Elmyra and the Brain",The Girl with Nothing Extra / Narfily Ever After,
12:56pm,My Special Book,Jumble Cat,
1:00pm,Spider!,Panda Comes to Stay,
1:05pm,Kipper,Hedgehog Watch,
1:14pm,The Crayon Box,The Queen's New Clothes,
1:27pm,Toothbrush Family,The Laundry Room,
1:32pm,The Country Mouse and the City Mouse Adventures,Mouse-tache Marauder,
2:01pm,Maisy,Spots,
2:07pm,Wildlife,Episode 43,
2:12pm,Mopatop's Shop,I Want to Be a Unicorn,
2:21pm,Jellabies,Episode 49,
2:26am,Nanalan',Garden Gnome,
2:30pm,Kipper,Buried Treasure / Clay Time / The Purple Park Monster,
2:54pm,Animal Stories,Susie the Kangaroo,
2:59pm,The Magic School Bus,Gets Eaten,
3:30pm,Uh Oh!,Episode 116,
4:00pm,Monster Rancher,Guardian of the Disks,
4:30pm,Digimon,Subzero Ice Punch!,
5:00pm,Pokémon,Attack of the Prehistoric Pokémon,
5:30pm,Dragon Ball Z,Namek's Explosion... Goku's End?,
6:00pm,Rugrats,Passover,
6:30pm,Weird-Oh's,Getting Over Davey / Grand Theft Weird-Oh,
7:00pm,Beast Machines,Endgame Part 1: The Downward Spiral,
7:30pm,Shadow Raiders,This is the Way the World Ends...,
8:00pm,Farscape,That Old Black Magic,
8:30pm,,,
9:01pm,System Crash,Popularity,
9:30pm,Boy Meets World,The Pink Flamingo Kid,
10:00pm,Student Bodies,Babe Magnet,
10:30pm,Beast Machines,Endgame Part 1: The Downward Spiral,
11:00pm,The New Addams Family,New Neighbors Meet the Addams Family,
11:30pm,Beasties,Double Jeopardy,
