Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Up Captain Peacock,
12:32am,Keeping Up Appearances,The Father Christmas Suit,
1:07am,"Yes, Prime Minister",The Patron of the Arts,
1:37am,Rex the Runt,"The Adventures on the Telly, Part II / The Adventures on the Telly, Part III",
2:03am,Ocean Girl,The Safe Deposit Key,
2:33am,The Anti-Gravity Room,San Diego Comic Convention,
3:02am,Rocky and Bullwinkle,Episode 128,
3:31am,Woody Woodpecker and Friends,Episode 116,
4:00am,Peter Pan & the Pirates,Invisible Tootles,
4:29am,Hurricanes,It's a Jungle Out There,
4:59am,Dr. Xargle,Earth Thingummies,
5:27am,Fennec,Lola Lisa / Counterfeiters,
6:00am,Incredible Story Studio,Mission Impossible,
6:33am,YAA! To the M@X,Music Biz,
7:00am,Panda Bear Daycare,Imagination,
7:14am,Ruffus the Dog,King Midas,
7:30am,Anatole,The Night of Lights,
7:56am,Nanalan',Caterpiller,
8:00am,The Flintstones,Monster Fred,
8:30am,The Country Mouse and City Mouse Adventures,Adventure on the Orient Express,
8:53am,Wildlife,Cliff / Leopard,
9:00am,Bananas in Pyjamas,Episode 5,
9:22am,Jellabies,Baa,
9:30am,The Big Comfy Couch,Funny Faces,
9:55am,My Special Book,Cars,
10:00am,Kitty Cats,Charlie's Teddy-Bone / An Apple Tale,
10:25am,Nanalan',Feed the Squirrel,
10:28am,The Adventures of Dudley the Dragon,The Great Dragonberry War,
10:56am,Judy & David's Boom Box,Hate to Clean,
11:00am,Panda Bear Daycare,Imagination,
11:15am,Ruffus the Dog,King Midas,
11:30am,Rupert,Rupert and the Mystery Isle,
11:54am,Jellabies,Rubbish,
11:59am,Batman: The Animated Series,Shadow of the Bat Part 2,
12:31pm,"Pinky, Elmyra and the Brain",Party Night / The Mask of Braino,
12:56pm,Nanalan',Impossible St.,
1:00pm,Plonsters,Episode 45,
1:03pm,The Crayon Box,The Golden Rule,
1:16pm,The Adventures of Dawdle the Donkey,Dawdle the Rainbow Donkey,
1:27pm,Toothbrush Family,Lost & Found,
1:32pm,The Country Mouse and City Mouse Adventures,Adventure on the Orient Express,
2:01pm,Maisy,Parade,
2:06pm,Wildlife,Cliff / Leopard,
2:12pm,Mopatop's Shop,Robbers,
2:20pm,Jellabies,Magic,
2:25pm,Nanalan',Lollipop,
2:29pm,The Forgotten Toys,Forgotten Again / Toys That Go Bump in the Night,
2:51pm,Toothbrush Family,Fire Brigade,
2:59pm,The Magic School Bus,For Lunch,
3:30pm,Uh Oh!,Episode 123,
4:00pm,Monster Rancher,The Ruins' Secret,
4:30pm,Digimon,The Arrival of SkullGreymon,
5:00pm,Pokémon,The Ultimate Test,
5:30pm,Dragon Ball Z,Call for Restoration,
6:00pm,The New Addams Family,Cousin Itt Visits the Addams Family,
6:30pm,Mona the Vampire,The Dreaded Human Spider / The Living Mannequin,
7:00pm,Freaky Stories,Pirates / Choc-Roaches / Femme Fatale / Dear Mother and Father,
7:30pm,Incredible Story Studio,Family Foibles,
8:00pm,The Adventures of Shirley Holmes,The Case of the Dragon's Breath,
8:30pm,Boy Meets World,Life Lessons,
9:00pm,Student Bodies,The T-Shirt,
9:30pm,Roswell Conspiracies,The Bait Part 1,
10:00pm,Lassie,Chain Letter,
10:30pm,Freaky Stories,Pirates / Choc-Roaches / Femme Fatale / Dear Mother and Father,
11:00pm,The New Addams Family,Horseplay,
11:30pm,Beasties,Spider's Game,
