Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Episode 8,
12:31am,Keeping Up Appearances,Country Estate Sale,
1:06am,Yes Minister,The Bed of Nails,
1:36am,Fresh Gear,Episode 18,
2:06am,Internet Tonight,Episode 25,
2:35am,The Anti-Gravity Room,Humour,
3:04am,Rocky and Bullwinkle,Episode 154,
3:33am,Woody Woodpecker and Friends,Episode 97,
4:03am,Peter Pan & The Pirates,Nibs and the Mermaids,
4:31am,Digimon,Biyomon Gets Firepower,
4:58am,Dragon Ball Z,The Last Wish,
5:28am,Pokémon,"Wake Up, Snorlax!",
6:00am,Kitty Cats,The Band / Ricky's Mouse,
6:25am,Plonsters,Episode 25,
6:29am,Once Upon a Hamster,The Bat Story,
6:54am,Maisy,Picnic,
7:00am,Fuzzpaws,"Planes, Trains and Fuzzpawmobiles",
7:24am,Lisa,The Davidsons,
7:30am,George and Martha,Baby Doll / The Acting Class,
7:53am,Animal Stories,Crab,
8:00am,The Flintstones,Once Upon a Crowd,
8:30am,The Country Mouse and the City Mouse Adventures,Teddy Bear Mice,
8:54am,Wildlife,Episode 37,
9:00am,Bananas in Pyjamas,Episode 73,
9:22am,Jellabies,Night,
9:30am,The Big Comfy Couch,Clownvitations!,
9:56am,My Special Book,Mystery Word,
10:00am,Kitty Cats,Charlie's Nightmare / Tango's Imaginary Friend,
10:25am,Nanalan',Worm,
10:30am,Anatole,Artful Dodger,
11:00am,Fuzzpaws,"Planes, Trains and Fuzzpawmobiles",
11:25am,Animal Stories,Crocodile,
11:30am,Rupert,Rupert and the Cloud Pirates,
11:54am,Jellabies,Spring,
11:59am,Batman: The Animated Series,Zatanna,
12:31pm,Pinky and the Brain,Star Warners,
12:57pm,My Special Book,Ten Little Birdies,
1:01pm,The Adventures of Spot,Spot Goes to a Party,
1:06pm,Enid Blyton's Enchanted Lands,The Rocking Land,
1:17pm,Bump,Bump Wants to Help,
1:22pm,Toothbrush Family,Traveller's Tales,
1:30pm,The Country Mouse and the City Mouse Adventures,Teddy Bear Mice,
2:00pm,Maisy,Pool,
2:05pm,Wildlife,Episode 37,
2:11pm,Mopatop's Shop,Feathers,
2:19pm,Jellabies,Football,
2:25pm,Nanalan',Stretching,
2:29pm,Judy & David's Boom Box,Froggie,
2:33pm,Postman Pat,Postman Pat's Birthday,
2:48pm,"Big Sister, Little Brother",The Dog,
2:51pm,Animal Stories,Bobby the Ape,
2:56pm,Plonsters,Episode 26,
2:59pm,The Magic School Bus,Takes a Dive,
3:30pm,Uh Oh!,Episode 112,
4:00pm,Monster Rancher,Warriors of the Ruins,
4:30pm,Digimon,Kabuterimon's Electro Shocker,
5:00pm,Pokémon,Showdown at Dark City,
5:30pm,Dragon Ball Z,Duel on a Vanishing Planet,
6:00pm,The New Addams Family,Morticia and the Psychiatrist,
6:30pm,Caitlin's Way,Bear With Me,
7:00pm,Boy Meets World,On the Air,
7:30pm,Radio Active,Marathon Broadcast,
8:00pm,Student Bodies,The Reunion,
8:30pm,Boy Meets World,This Little Piggy,
9:00pm,Student Bodies,Permission,
9:30pm,Alpha 2 Omega,Darwin's Undies,
10:00pm,gAmerZ,Episode 13,
10:30pm,Caitlin's Way,Bear With Me,
11:00pm,The New Addams Family,"Gomez, the People's Choice",
11:30pm,Beasties,The Web,
