Time,Show,Episode
12:00am,Are You Being Served?,German Week
12:32am,Keeping Up Appearances,Violet's Country Cottage
1:07am,Yes Minister,Open Government
1:38am,Gamespot Int'l,Episode 3
2:08am,Internet Tonight,Episode 40
2:38am,The Anti-Gravity Room,The Fringe III
3:07am,Rocky and Bullwinkle,Episode 131
3:36am,Woody Woodpecker and Friends,Episode 119
4:05am,Peter Pan & The Pirates,First Encounter
4:33am,Digimon,The Piximon Cometh
5:01am,Dragon Ball Z,Extreme Measures
5:30am,Pokémon,Princess vs. Princess
6:00am,Kitty Cats,Queen Tango / A Curious Sickness
6:25am,Plonsters,Episode 49
6:29am,Once Upon a Hamster,A Trip to the Stars
6:54am,Maisy,Swing
6:59am,Fuzzpaws,Knot Again
7:24am,Lisa,At the Dentist
7:30am,George and Martha,The Hypnotist / The Sweet Tooth
7:53am,Animal Stories,Jimmy the Mouse
8:00am,The Flintstones,Bedrock Rodeo Round-Up
8:30am,The Country Mouse and the City Mouse Adventures,A Mouse-vellous Treasure Hunt
8:54am,Wildlife,The Cactus & Scorpion
9:00am,Bananas in Pyjamas,Episode 8
9:21am,Jellabies,Wheels
9:30am,The Big Comfy Couch,Knit One Twirl Too / When It's Winter
9:55am,My Special Book,The Polka Dot Elephant
10:00am,Kitty Cats,Scared of the Dark / Ricky Doesn't Want to Grow Up
10:25am,Nanalan',Bee
10:30am,Anatole,Wild Life
11:00am,Fuzzpaws,Knot Again
11:24am,Animal Stories,Bob the Bee
11:30am,Rupert,Rupert and the Crystal Kingdom
11:54am,Jellabies,High
11:59am,Batman: The Animated Series,Paging the Crime Doctor
12:31pm,Pinky and the Brain,Tokyo Grows / That Smarts / Brainstem
12:57pm,My Special Book,"Lost Words, Lost Balloon"
1:01pm,The Adventures of Spot,Spot Goes Splash!
1:06pm,Enid Blyton's Enchanted Lands,The Land of Dreams
1:17pm,Bump,Bump's Upside Down Friend
1:22pm,Toothbrush Family,The Last Drop
1:30pm,The Country Mouse and the City Mouse Adventures,A Mouse-vellous Treasure Hunt
1:59pm,Maisy,Bus
2:05pm,Wildlife,The Cactus & Scorpion
2:10pm,Mopatop's Shop,Oh Raymond
2:19pm,Jellabies,Chums
2:24pm,Nanalan',Tube
2:29pm,Judy & David's Boom Box,Silver Lining
2:33pm,Postman Pat,Pat's Tractor Express
2:48pm,"Big Sister, Little Brother",The Postcard
2:50pm,Animal Stories,Keith the Caterpiller
2:55pm,Plonsters,Episode 50
2:59pm,The Magic School Bus,All Dried Up
3:30pm,Uh Oh!,Episode 86
4:00pm,Monster Rancher,Moo Revealed
4:30pm,Digimon,The Prisoner of the Pyramid
5:00pm,Pokémon,The Purr-fect Hero
5:30pm,Dragon Ball Z,The World Awakens
6:00pm,The New Addams Family,Morticia's Romance: Part 1
6:30pm,Caitlin's Way,Caitlin's First Dance
7:00pm,Boy Meets World,Career Day
7:30pm,Radio Active,Morgan Unplugged
8:00pm,Student Bodies,Double Date
8:30pm,Boy Meets World,The Happiest Show on Earth
9:00pm,Student Bodies,Dead Men Don't Wear Plaid
9:30pm,Alpha 2 Omega,Yin & Yang
10:00pm,gAmerZ,Episode 1
10:30pm,Caitlin's Way,Caitlin's First Dance
11:00pm,The New Addams Family,Cousin Itt's Problem
11:30pm,Beasties,Possession
