Time,Show,Episode
12:00am,Are You Being Served?,Night Club
12:30am,Keeping Up Appearances,A Celebrity for the Barbecue
1:00am,Yes Minister,Doing the Honours
1:30am,Fresh Gear,Episode 6
2:00am,Internet Tonight,Episode 29
2:30am,The Anti-Gravity Room,Humour
3:00am,Rocky & Bullwinkle,Episode 98
3:30am,Woody Woodpecker & Friends,Romp in the Swamp
4:00am,Peter Pan,Jules Verne Night
4:30am,Digimon,Crest of Friendship
5:00am,Dragon Ball Z,Friends or Foes
5:30am,Pokémon,Crystal Onix
6:00am,Kitty Cats,Charlie's Hiccups / The Little
6:30am,Once Upon a Hamster,Kite
7:00am,Fuzzpaws,My Favourite Things
7:24am,Lisa,At the Dentist
7:30am,Pumper Pups,Better Than / Alone / Dilly
8:00am,Stickin' Around,Return Your Seats / Yams Away
8:30am,Country Mouse and The City Mouse Adventures,Siamese Mice
9:00am,Bananas in Pyjamas,Wibbly Wobbly
9:23am,Jellabies,Invisible
9:30am,The Big Comfy Couch,There's Nothing To Do!
9:55am,My Special Book,Down By the Bay
10:00am,Kitty Cats,Charlie's Fine Character / It's
10:30am,Groundling Marsh,The Best Present of All
10:54am,The Adventures of Spot,Spot's First Picnic
11:00am,Fuzzpaws,My Favourite Things
11:24am,Animal Stories,Pointy the Hedgehog
11:30am,Rupert,Rupert and the Tiger's Eye
12:00pm,Batman,Critters
12:30pm,"Pinky, Elmyra and the Brain",Party Nite / The Mask of Braino
12:55pm,My Special Book,A Good Day for Bread
1:00pm,Bedtime Stories,Good Night Everyone
1:06pm,Enchanted Lands,Land of Take What You Want
1:17pm,Happy Birthday,Episode 3
1:23pm,Toothbrush Family,The New Car
1:30pm,Country Mouse and The City Mouse Adventures,Siamese Mice
1:54pm,Fuzzpaws,Eat Your Spinach
2:00pm,Maisy,Stick
2:05pm,Wildlife,Flytrap Flowers / Lightbugs
2:10pm,Mopatop's Shop,Fishing
2:20pm,Jellabies,Train Troubles
2:30pm,Brambly Hedge,Episode 7 - Sea Story
3:00pm,The Magic School Bus,Sees Stars
3:30pm,Uh Oh!,Episode 119
4:00pm,Rugrats,Down the Drain / Let Them Eat Cake
4:30pm,Digimon,Piedmon's Last Jest
5:00pm,Pokémon,In the Pink
5:30pm,Dragon Ball Z,Hunt for a DragonBall
6:00pm,The New Addams Family,Addams Family in Court
6:30pm,I Was A Sixth Grade Alien,School Dance Gone Wrong!
7:00pm,Mona the Vampire,X-change Student / Red Moon
7:30pm,Worst Witch,Sorcery and Chips
8:00pm,Big Wolf On Campus,Big Bad Wolf
8:30pm,Boy Meets World,"No Guts, No Cory"
9:00pm,Student Bodies,After High School
9:30pm,Back To Sherwood,Into the Woods
10:00pm,The Adventures of Shirley Holmes,Code of Silence
10:30pm,Big Wolf On Campus,Big Bad Wolf
11:00pm,The New Addams Family,Lurch Learns to Dance
11:30pm,Beasties,The Probe
