Time,Show,Episode
12:00am,Are You Being Served?,Our Figures Are Slipping
12:30am,Keeping Up Appearances,Episode 35
1:00am,"Yes, Minister",Grand Design
1:30am,Rocky & Bullwinkle,Episode 32
2:00am,Hey Arnold!,Career Day / Hey Harold
2:30am,Oggy & The Cockroaches,Loony Balloons
3:00am,Walter Melon,"Walter XIV, the Fun King / Melon on the Mountain"
3:30am,Batman,Feat of Clay (Part 2)
4:00am,Dragon Ball Z,Fighting Power: One Million??
4:30am,Digimon,If I Had a Tail Hammer
5:00am,Pokemon: The Johto Journeys,The Superhero Secret
5:30am,Oggy & The Cockroaches,Loony Balloons
6:00am,Once Upon A Hamster,Boros
6:30am,St. Bear's Dolls Hospital,A New Look For Dolly
6:44am,Beezoo's Attic,The Haunted Armoire
7:00am,Panda Bear Daycare,Change Of Heart
7:14am,Ruffus The Dog,Gulliver's Travels
7:30am,Anthony Ant,The Treasure / Quest
8:00am,The Jetsons,Las Venus
8:30am,Stickin' Around,Jumbo Frank / Owed to a Tree
9:00am,Rupert,Rupert and The Twilight
9:24am,Pablo The Little Red Fox,A New Home For Helena
9:30am,Bananas In Pyjamas,Episode 70
10:00am,Country Mouse and the City Mouse Adventures,Mousecovites!
10:30am,St. Bear's Dolls Hospital,A New Look For Dolly
10:44am,Beezoo's Attic,The Haunted Armoire
11:00am,Panda Bear Daycare,Change Of Heart
11:14am,Ruffus The Dog,Gulliver's Travels
11:30am,Anthony Ant,The Treasure / Quest
11:53am,Spider,C-Rocker
12:00pm,Rugrats,No Place Like Home
12:30pm,Uh Oh!,Episode 150
1:00pm,Jellabies,Rescue
1:05pm,Maisy,Train
1:10pm,Wildlife,Episode 26
1:15pm,Mopatop's Shop,Horns
1:24pm,Pablo The Little Red Fox,A New Home For Helena
1:30pm,Country Mouse and the City Mouse Adventures,Mousecovites!
2:00pm,Archibald the Koala,Rescuer / Messenger
2:24pm,Jellabies,Echoes
2:30pm,Sheeep,Snow Business
2:40pm,The Adventures of Spot,Spot Goes To The Park
2:45pm,Sheeep,Hubert Goes Green
2:54pm,Spider,True Friend
3:00pm,Magic School Bus,In The Arctic
3:30pm,Angry Beavers,Daggy Dearest / Dag's List
4:00pm,Rugrats,No Place Like Home
4:30pm,Hey Arnold!,Casa Paradiso / Gerald's Tonsils
5:00pm,Pokémon: The Johto Journeys,Mild 'n Wooly
5:30pm,Digimon,Spirit Needle
6:00pm,Dragon Ball Z,Secret Of Dr. Gero
6:30pm,Uh Oh!,Episode 131
7:00pm,System Crash,Season's Greed-Ings
7:30pm,YTV's Hit List,Episode 10-13 [Note 1]
8:00pm,,
8:30pm,,
9:00pm,Making The Band,The Joint Venture
9:30pm,Chart Attack,Episode 1-11  [Note 2]
10:00pm,,
10:30pm,Gamerz,Episode 28
11:00pm,Beast Machines,The Key
11:30pm,Shadow Raiders,Embers Of The Past
