Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,The Club,
12:30am,Keeping Up Appearances,The Mayor's Fancy Dress Ball,
1:00am,"Yes, Minister",The Challenge,
1:30am,Gamespot Int'l,Episode 14,
2:00am,Internet Tonight,Episode 7,
2:30am,Anti-Gravity Room,Crime,
3:00am,Rocky & Bullwinkle,Episode 146,
3:30am,Woody Woodpecker & Friends,Killer / Fish / Sheriff,
4:00am,Peter Pan,Wendy and the Croc,
4:30am,Digimon,Return to Highton,
5:00am,Dragon Ball Z,Home of the Infinite Loser,
5:30am,Pokemon,Showdown at Poke Corral,
6:00am,Kitty Cats,How To Paint Flowers / The Sombr,
6:25am,Plonsters,Episode 15,
6:30am,Once Upon a Hamser,The Shell Game,
6:54am,Maisy,Farm,
7:00am,Panda Bear Daycare,Hip Hip Hooray,
7:14am,Ruffus the Dog,Ruffus & Snyde,
7:30am,Kleo the Misfit Unicorn,Perfect to a Fault,
7:53am,Toothbrush Family,The Laundry Room,
8:00am,The Flintstones,Sheriff for a Day,
8:30am,Country Mouse & The City Mouse Adventures,Arabian Tails,
8:54am,Wildlife,Episode 21,
9:00am,Bananas in Pyjamas,It's Raining,
9:22am,Jellabies,Yuk!,
9:30am,Big Comfy Couch,Make it Snappy,
9:55am,My Special Book,Wish to Be a Fish,
10:00am,Kitty Cats,Willie's Treasures / The Giant,
10:25am,Nanalan',First Snow,
10:30am,Pumper Pups,"Blocks, Pull, Hot Tea",
10:54am,The Adventures of Spot,Spot's First Picnic,
11:00am,Panda Bear Daycare,Hip Hip Hooray,
11:15am,Ruffus the Dog,Ruffus & Snyde,
11:30am,Rupert,Rupert & The Deep Freeze,
11:54am,Jellabies,Seeds,
12:00pm,Batman,Baby-Doll,
12:25pm,Freaky Stories,Front Row Seats,
12:30pm,Pinky and the Brain,Collect 'Em All/Pinkasso,
12:56pm,My Special Book,Miguel in Space,
1:00pm,Percy's Park,Hedgehogs Balloon,
1:25pm,Animal Stories,Carla the Koala,
1:33pm,Country Mouse & The City Mouse Adventures,Arabian Tails,
1:53pm,Fuzzpaws,Teamwork,
2:00pm,Maisy,Picnic,
2:05pm,Wildlife,Episode 21,
2:11pm,Mopatop's Shop,Animal Choir,
2:20pm,Jellabies,Silly Sax,
2:25pm,Nanalan',Stick,
2:30pm,Judy & David's Boom Box,Big Old Car,
2:34pm,Nanalan',Puppet,
2:36pm,The Adventures of Spot,Spot at the Playground,
2:42pm,Kipper,Arnold on Wheels,
2:50pm,Spider,Hedgehog Hunt,
2:55pm,Painting Pictures,H.M.S Warspite,
3:00pm,Magic School Bus,Out of This World,
3:30pm,Uh Oh!,Episode 97,
4:00pm,Monster Rancher,Undine's Lake,
4:30pm,Digimon,Almost Home Free,
5:00pm,Pokemon,The Evolution Solution,
5:30pm,Dragon Ball Z,Princess Snake's Hospitality,
6:00pm,Uh Oh!,Episode 118,
6:30pm,Sailor Moon,Dangerous Dollies,
7:00pm,Powerpuff Girls,Best Rainy Day Adventure Ever / Just Desserts,
7:30pm,Daria,Malled,
8:00pm,YTV's Hit List,Season 9 Episode 34 [Note 1],
8:30pm,,,
9:00pm,,,
9:30pm,Gamerz,Episode 3,
10:00pm,System Crash,Jobs & Responsibilities,
10:30pm,Student Bodies,The Bully,
11:00pm,Radio Active,The Ticket,
11:30pm,Beasties,Bad Spark,
