Time,Show,Episode,Image
12:00am,Are You Being Served?,Episode 6,""
12:30am,Keeping Up Appearances,Episode 35,""
1:00am,Yes Minister,Skeleton in the Cupboard,""
1:30am,Fresh Gear,Episode 12,""
2:00am,Internet Tonight,Episode 35,""
2:30am,The Anti-Gravity Room,Legends,""
3:00am,Rocky & Bullwinkle,Episode 107,""
3:30am,Woody Woodpecker & Friends,Episode 57,""
4:00am,Peter Pan,Immortal Pan,""
4:30am,Digimon,Kabuterimon's Electro Shocker,""
5:00am,Dragon Ball Z,The Nameks Versus Frieza,""
5:30am,Pokémon,Navel Maneuvers,""
6:00am,Kitty Cats,Flap the Homing Pigeon / Charlie,""
6:25am,Plonsters,Episode 9,""
6:30am,Once Upon a Hamser,Diving,""
6:54am,Maisy,Bike,""
7:00am,Kleo the Misfit Unicorn,Maggie Magpie,""
7:24am,The Adventures of Spot,Spot's Birthday Party,""
7:30am,Big Comfy Couch,"One Potato, Two Potato",""
8:00am,Kitty Cats,Ricky the Sleepwalker / Ricky's,""
8:30am,Country Mouse & The City Mouse Adventures,Trinidad Mousequerade,""
8:54am,Wildlife,Episode 26,""
9:00am,Bananas in Pyjamas,Magic Carpet,""
9:23am,Jellabies,Race,""
9:30am,Dumb Bunnies,Get Along Little Bunnies,""
10:00am,Stickin' Around,"Buttnocchio / Dill, Man of...",""
10:30am,Anthony Ant,100 Easy Pieces / Raiders,""
10:55am,Judy & David's Boom Box,Rock & Roll Matzah Ball,""
11:00am,Kleo the Misfit Unicorn,Maggie Magpie,""
11:24am,The Adventures of Spot,Where's Spot,""
11:30am,Rupert,Rupert and the Lamp,""
11:54am,Jellabies,Jelly Lake,""
12:00pm,Batman,Girl's Night Out,""
12:25pm,Freaky Stories,Did You Have Fun At the Party,""
12:30pm,Pinky and the Brain,Meticulous Analysis of History,""
12:56pm,My Special Book,Matilda,""
1:00pm,Spider,In My Tent,""
1:05pm,Kipper,The Surprise Party,""
1:14pm,Crayon Box,Unsportsmanship,""
1:25pm,Toothbrush Family,Silver Music Box,""
1:30pm,Country Mouse & The City Mouse Adventures,Trinidad Mousequerade,""
1:55pm,Fuzzpaws,Anything Goes,""
2:00pm,Maisy,Rabbit,""
2:05pm,Wildlife,Episode 27,""
2:10pm,Mopatop's Shop,Whatever Next,""
2:20pm,Jellabies,Runaway Trin,""
2:25pm,Nanalan',Imitate Bugs,""
2:30pm,Kipper,Hedgehog / Skates / Cousins,""
2:55pm,Animal Stories,Maurice the Magpie,""
3:00pm,The Magic School Bus,Gets Programmed,""
3:30pm,Uh Oh!,Episode 125,""
4:00pm,Rugrats,Driving Miss Angelica / Susie vs Angelica,""
4:30pm,Digimon,Togemon in Toy Town,""
5:00pm,Pokémon,Snack Attack,""
5:30pm,Dragon Ball Z,Escape from Dodoria,""
6:00pm,The New Addams Family,Lurch Grand Romance,""
6:30pm,Weird-Oh's,Daddy Dismissed / Rebel,""
7:00pm,Beast Machines,Fall Out,""
7:30pm,Shadow Raiders,Death of a King,""
8:00pm,Farscape,Through the Looking Glass,""
8:30pm,""
9:00pm,System Crash,Love & Romance,""
9:30pm,Boy Meets World,Raging Cory,""
10:00pm,Student Bodies,The Triangle,""
10:30pm,Beast Machines,Fall Out,""
11:00pm,The New Addams Family,Morticia's Romance (Part 2),""
11:30pm,Beasties,The Trigger (Part 1),""
