Time,Show,Episode
12:00am,Are You Being Served?,The Hold Up
12:36am,Keeping Up Appearances,A Celebrity for the Barbecue
1:12am,Yes Minister,Jobs for the Boys
1:40am,Fresh Gear,Episode 10
2:10am,Internet Tonight,Episode 17
2:39am,The Anti-Gravity Room,Episode 31 - Fun and Games
3:09am,Rocky and Bullwinkle,Episode 142
3:38am,Woody Woodpecker and Friends,Episode 85
4:06am,Peter Pan & The Pirates,Dr. Livingstone and Captain Hook
4:34am,Digimon,Enter the Dark Masters
5:02am,Dragon Ball Z,Keep the Chance Alive!!
5:29am,Pokémon,Dig Those Digglett!
6:00am,Surf's Up! Let's Cook,Episode 3
6:30am,Surf Shack,Adventures in Plantsitting
6:55am,Nanalan',Russell's Dinner
7:00am,Secret Files of the Spy Dogs,Virgil/Bunny
7:21am,Wildlife,Episode 25
7:30am,Monster Rancher,Tiger of the Wind
8:00am,Dragon Ball Z,Get Vegeta
8:30am,Pokémon,A Scare in the Air
9:00am,Digimon,Gatomon Comes Calling
9:30am,SpongeBob SquarePants,Hall Monitor/Jellyfish Jam
10:00am,CatDog,Diamond Fever/The Pet
10:30am,Rugrats,Planting Dil/Joke's on You
11:00am,The Wild Thornberrys,Matadi or Bust
11:29am,The Flintstones,Two Men on a Dinosaur
12:00pm,The Jetsons,Rosey's Boyfriend
12:30pm,Video & Arcade Top 10,"Season ?, Episode 21"
1:00pm,YTV's Hit List,"Season ?, Episode 28"
1:30pm,,
2:00pm,,
2:30pm,Batman Beyond,Earth Mover
3:00pm,Uh Oh!,Episode 111
3:30pm,George & Martha,The Picnic/The Trickster
4:00pm,Dexter's Laboratory,Labels/Game Show/Fantastic Boyage
4:30pm,The Powerpuff Girls,Birthday Bash/Too Pooped to Puff
5:00pm,Mona The Vampire,The Man with Nine Lives/Yak of the Yammering Yam
5:30pm,The Worst Witch,Up in the Air
6:00pm,The New Addams Family,Morticia's Dilemma
6:30pm,Big Wolf On Campus,Flugelhoff!
7:00pm,Buffy the Vampire Slayer,Pangs
7:30pm,,
8:00pm,Freaky Stories,Last Cab Fare/Nude in the RV/Alligator in the Sewer/Do Unto Others
8:30pm,Goosebumps,"Haunted Mask II, Part 2"
9:00pm,The Worst Witch,Old Hats and New Brooms
9:30pm,Monster By Mistake,Haunted House
10:00pm,I Was a Sixth Grade Alien,Attack of the 1000 Foot Veeblax!
10:30pm,The New Addams Family,Cousin Itt's Problem
11:00pm,Goosebumps,The House of No Return
11:30pm,Beasties,Feral Scream Part 2
