Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Forward Mr Grainger,
12:32am,Keeping Up Appearances,What to Wear When Yachting,
1:07am,Yes Minister,The Writing on the Wall,
1:37am,Rex the Runt,Stinky's Search for a Star / Under the Duvet,
2:01am,Ocean Girl,The Stone Fish,
2:31am,The Anti-Gravity Room,Manga & Anime,
3:00am,Rocky and Bullwinkle,Episode 135,
3:30am,Woody Woodpecker and Friends,Episode 3,
4:01am,Peter Pan & the Pirates,Coldest Cut of All,
4:30am,Hurricanes,The Bull and the Wolf,
4:59am,Dr. Xargle,Earth Snacky,
5:28am,Fennec,Super Jacky / Atchoo!,
6:00am,Incredible Story Studio,Historical Hijinks,
6:34am,YAA! To the M@X,Sticking With It,
7:00am,Panda Bear Daycare,Don't Forget to Remember,
7:14am,Ruffus the Dog,Jack and the Beanstalk,
7:30am,Anatole,Feline Follies,
7:57am,Nanalan',"Hula, Hula",
8:00am,The Flintstones,The Most Beautiful Baby in Bedrock,
8:30am,The Country Mouse and City Mouse Adventures,Yen for Trouble,
8:54am,Wildlife,Snailhouse / Pigs,
9:00am,Bananas in Pyjamas,Episode 10,
9:22am,Jellabies,Small,
9:30am,The Big Comfy Couch,Scrub-a-Dub / Squeaky Clean,
9:55am,My Special Book,Mivo Hugs the World,
10:00am,Kitty Cats,The Surprise Bag / The Hammock,
10:25am,Nanalan',Spider,
10:28am,The Adventures of Dudley the Dragon,The Boy Who Cried Witch Part 1,
10:56am,Judy & David's Boom Box,You Can't Beat the Drum,
11:00am,Panda Bear Daycare,Don't Forget to Remember,
11:15am,Ruffus the Dog,Jack and the Beanstalk,
11:30am,Rupert,Rupert's Christmas Adventure,
11:54am,Jellabies,Footprints,
12:00pm,Batman: The Animated Series,A Bullet for Bullock,
12:30pm,Pinky and the Brain,Brainania,
12:56pm,Nanalan',Cheese Sandwiches,
1:00pm,Plonsters,Episode 1,
1:03pm,The Crayon Box,Holmes Alone,
1:15pm,The Adventures of Dawdle the Donkey,Dawdle & Elephant,
1:25pm,Toothbrush Family,Noise,
1:30pm,The Country Mouse and City Mouse Adventures,Yen for Trouble,
2:00pm,Maisy,Bath,
2:05pm,Wildlife,Snailhouse / Pigs,
2:11pm,Mopatop's Shop,Keys,
2:19pm,Jellabies,BAA,
2:24pm,Nanalan',Butterfly Tag,
2:29pm,The Forgotten Toys,Not Fair! / New Zoo,
2:51pm,Toothbrush Family,Max Can Talk,
2:59pm,The Magic School Bus,Flexes It's Muscles,
3:30pm,Uh Oh!,Episode 88,
4:00pm,Monster Rancher,A New Departure,
4:30pm,Digimon,Home Away from Home,
5:00pm,Pokémon,Volcanic Panic,
5:30pm,Dragon Ball Z,Krillin's Proposal,
6:00pm,The New Addams Family,Morticia's Romance: Part 2,
6:30pm,Mona the Vampire,The X-Change Student / Red Moon Monsters,
7:00pm,Freaky Stories,"Dog From Mexico / The Mortician's Daughter / Pigeon Dave / Hair Today, Gone...",
7:30pm,Incredible Story Studio,Mission Impossible,
8:00pm,The Adventures of Shirley Holmes,The Case of King Arthur's Alibi,
8:30pm,Boy Meets World,Brother Brother,
9:00pm,Student Bodies,The Blow-Up,
9:30pm,Roswell Conspiracies,The Bait Part 2,
10:00pm,Lassie,Monkeyin' Around,
10:30pm,Freaky Stories,"Dog From Mexico / The Mortician's Daughter / Pigeon Dave / Hair Today, Gone...",
11:00pm,The New Addams Family,"Lurch, Man of Leisure",
11:30pm,Beasties,Before the Storm,
