Time,Show,Episode
12:00am,Are You Being Served?,Grounds for Divorce
12:36am,Keeping Up Appearances,Country Retreat
1:11am,Yes Minister,The Right to Know
1:40am,Fresh Gear,Episode 9
2:10am,Internet Tonight,Episode 16
2:39am,The Anti-Gravity Room,Episode 30 - The Fringe III
3:09am,Rocky and Bullwinkle,Episode 141
3:38am,Woody Woodpecker and Friends,Episode 84
4:05am,Peter Pan & The Pirates,Now Day Party
4:34am,Digimon,The Battle for Earth
5:01am,Dragon Ball Z,Trump Card
5:30am,Pokémon,Sparks Fly for Magnemite
6:00am,Kitty Cats,How to Paint Flowers/The Sombrero Race
6:25am,Plonsters,Episode 11
6:29am,Once Upon A Hamster,Fore!
6:54am,Maisy,Clouds
7:00am,Panda Bear Daycare,It's a Secret
7:14am,Ruffus The Dog,Goldilocks and the Three Bears
7:30am,Kleo the Misfit Unicorn,Maggie Magpie
7:54am,Toothbrush Family,Fire Brigade
8:00am,The Flintstones,The Flintstone Canaries
8:30am,The Country Mouse and the City Mouse Adventures,Wild West Mice
8:54am,Wildlife,Episode 24
9:00am,Bananas in Pyjamas,Episode 64
9:24am,Jellabies,Toboggan
9:30am,The Big Comfy Couch,Forty Winks/Naptime For Molly
9:55am,My Special Book,Sheep & Lambs
10:00am,Kitty Cats,Willie's Treasures/The Giant Pumpkin
10:25am,Nanalan',Bee
10:29am,Pumper Pups,Sand/Muscles/Tall
10:55am,The Adventures of Spot,Spot Goes to the Circus
11:00am,Panda Bear Daycare,It's a Secret
11:14am,Ruffus The Dog,Goldilocks and the Three Bears
11:30am,Rupert,Rupert and the April Fool
11:54am,Jellabies,Episode 49
12:00pm,Batman: The Animated Series,"If You're So Smart, Why Aren't You Rich?"
12:31pm,Pinky and the Brain,The Pinky P.O.V./The Really Great Dictator/Brain Food
12:56pm,My Special Book,Millie & Her Tower
1:01pm,The Wind in the Willows,The Great Steamer
1:26pm,Animal Stories,Pig
1:31pm,The Country Mouse and the City Mouse Adventures,Wild West Mice
2:00pm,Maisy,Bath
2:05pm,Wildlife,Episode 24
2:11pm,Mopatop's Shop,The Neenoo
2:20pm,Jellabies,Birthday
2:25am,Nanalan',Tube
2:30pm,Judy & David's Boom Box,One Big Banana
2:34pm,Nanalan',Russell's Itch
2:37pm,The Adventures of Spot,Spot Follows His Nose
2:42pm,Kipper,Jumble Sale
2:50pm,Spider!,Hedgehog Hunt
2:59pm,The Magic School Bus,Goes to Mussel Beach
3:30pm,Uh Oh!,Episode 103
4:00pm,Monster Rancher,Great Battle at Sea
4:30pm,Digimon,Enter the Dark Masters
5:00pm,Pokémon,Dig Those Digglett!
5:30pm,Dragon Ball Z,Keep the Chance Alive!!
6:00pm,Uh Oh!,Episode 111
6:29pm,Sailor Moon,Nightmare in Dreamland
7:00pm,The Powerpuff Girls,Collect Her/Supper Villain
7:30pm,Daria,The Lawndale File
8:00pm,Hit List,"Season ?, Episode 28 [Note 1]"
8:30pm,,
9:00pm,,
9:30pm,gAmerZ,Episode 11
10:00pm,System Crash,Back to School
10:30pm,Student Bodies,Cody Moves In
11:00pm,Radio Active,Boxing Tanya
11:30pm,Beasties,Feral Scream Part 1
