Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,"Mrs. Slocombe, Senior Person",
12:32am,Keeping Up Appearances,Driving Mrs. Fortescue,
1:08am,"Yes, Prime Minister",The Key,
1:39am,Rex the Runt,Stinky's Search for a Star / Under the Duvet,
2:04am,Ocean Girl,Extraterrestrial Abilities,
2:33am,The Anti-Gravity Room,Women in Comics II,
3:02am,Rocky and Bullwinkle,Episode 123,
3:32am,Woody Woodpecker and Friends,Episode 63,
4:00am,Peter Pan & the Pirates,Peter on Trial,
4:30am,Hurricanes,Lord Napper of Stepney,
4:59am,Dr. Xargle,Earth Jobbery,
5:27am,Fennec,Good Luck / Amazing Contest,
6:00am,Incredible Story Studio,Inspector Kid,
6:35am,YAA! to the M@X,Bending the Rules,
6:59am,Panda Bear Daycare,Cuties Get the Cooties,
7:14am,Ruffus the Dog,Hansel & Gretel,
7:30am,Anatole,The Mystery of the Dancing Ghost,
7:57am,Nanalan',Nana's Fish,
8:00am,The Flintstones,Mother-in-Law's Visit,
8:30am,The Country Mouse and City Mouse Adventures,Klondike Mice,
8:54am,Wildlife,The Cactus & the Scorpion,
9:00am,Bananas in Pyjamas,Episode 50,
9:22am,Jellabies,Captain Jelly Beard,
9:30am,The Big Comfy Couch,This Little Piggy / Let's Try Sharing,
9:55am,My Special Book,Penguin,
10:00am,Kitty Cats,Charlie's Teddy-Bone / An Apple Tale,
10:25am,Nanalan',Dance,
10:29am,The Adventures of Dudley the Dragon,Dudley and the Cowardly Ghost,
10:56am,Judy & David's Boom Box,At the Beach,
11:00am,Panda Bear Daycare,Cuties Get the Cooties,
11:15am,Ruffus the Dog,Hansel & Gretel,
11:30am,Rupert,Rupert and the Twilight Fan,
11:54am,Jellabies,Jelly Phone,
12:00pm,Batman: The Animated Series,Perchance to Dream,
12:31pm,Pinky and the Brain,Brain's Way,
12:57pm,My Special Book,Gilbert & the Rainy Day,
1:01pm,Plonsters,Episode 41,
1:04pm,The Crayon Box,"Oink, Oink and Away",
1:16pm,The Adventures of Dawdle the Donkey,Looking for a Home,
1:26pm,Toothbrush Family,The Hairy Caterpillar,
1:31pm,The Country Mouse and City Mouse Adventures,Klondike Mice,
2:00pm,Balto (1995),,
2:30pm,,,
3:00pm,,,
3:31pm,Batman Beyond,Ascension,
4:00pm,Monster Rancher,Melcarbra,
4:30pm,Digimon,Sora's Crest of Love,
5:00pm,Pokémon,Pokémon Shipwreck,
5:30pm,Dragon Ball Z,Fighting Power: One Million?,
6:00pm,The New Addams Family,Cousin Itt's Problem,
6:30pm,Mona the Vampire,Miss Gotto's Haunted House / Cry of the Swamp Thing,
7:00pm,Freaky Stories,Last Call / Identical Twins / Bat Girl / The Nosy Maid,
7:30pm,Incredible Story Studio,Head Games,
8:00pm,The Adventures of Shirley Holmes,The Case of the Virtual Zeus,
8:30pm,Roswell Conspiracies,Flying Saucer Down,
9:00pm,Lassie,Dog Gone It,
9:31pm,Boy Meets World,Sister Theresa,
10:00pm,Student Bodies,Tutor's Pet,
10:30pm,Freaky Stories,Last Call / Identical Twins / Bat Girl / The Nosy Maid,
11:00pm,The New Addams Family,Uncle Fester's Toupee,
11:30pm,Beasties,"Coming of the Fuzors, Part 1",
