Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Cold Comfort,
12:32am,Keeping Up Appearances,Problems with Relatives,
1:08am,"Yes, Prime Minister",One of Us,
1:37am,Fresh Gear,Episode 26,
2:07am,Internet Tonight,Episode 33,
2:36am,The Anti-Gravity Room,Episode 59,
3:06am,Rocky and Bullwinkle,Episode 122,
3:35am,Woody Woodpecker and Friends,Episode 109,
4:03am,Peter Pan & the Pirates,Mardi Gras,
4:31am,Digimon,The Dancing Digimon,
4:58am,Dragon Ball Z,Friends or Foes?,
5:28am,Pokémon,"So Near, Yet So Farfetch'd",
6:00am,Kitty Cats,Ricky's Good Luck Charm / Mr. Balloonman,
6:25am,Plonsters,Episode 38,
6:29am,Once Upon a Hamster,The General Store,
6:53am,Maisy,Ball,
6:59am,Fuzzpaws,Colour Me Fuzzy,
7:23am,Lisa,At the Shopping Centre,
7:30am,Pumper Pups,Black / My Way / Goof,
7:57am,My Special Book,A Good Day for Bread,
8:01am,The Flintstones,Reel Trouble,
8:30am,The Country Mouse and the City Mouse Adventures,Those Amazing Mice in Their Flying Machines,
8:54am,Wildlife,Episode 49,
9:00am,Bananas in Pyjamas,Episode 1,
9:22am,Jellabies,Spring,
9:30am,The Big Comfy Couch,See Ya in My Dreams,
9:55am,My Special Book,Hot and Cole Treasure,
10:00am,Kitty Cats,School Crazy / Tango the Clown,
10:25am,Nanalan',Snow Person,
10:29am,Groundling Marsh,A Little Bird Told Me,
10:54am,The Adventures of Spot,Spot's Lost Bone,
11:00am,Fuzzpaws,Colour Me Fuzzy,
11:24am,Animal Stories,Bruce the Goose,
11:30am,Rupert,Rupert and A.R.C.H.I.E.,
11:54am,Jellabies,Big,
12:00pm,Batman: The Animated Series,The Demon's Quest Part 2,
12:31pm,"Pinky, Elmyra and the Brain",The Ravin! / Squeeze Play,
12:57pm,My Special Book,Max & the Magic Troll,
1:01pm,Bedtime Stories,Good Night Everyone,
1:08pm,Enid Blyton's Enchanted Lands,The Grabbit Gnomes,
1:18pm,Happy Birthday,Episode 2,
1:24pm,Toothbrush Family,Swapping Jobs,
1:30pm,The Country Mouse and the City Mouse Adventures,Those Amazing Mice in Their Flying Machines,
2:00pm,Maisy,Bird,
2:05pm,Wildlife,Episode 49,
2:11pm,Mopatop's Shop,One of Those Days,
2:20pm,Jellabies,Butterfly,
2:25pm,Nanalan',Firefly,
2:30pm,Archibald the Koala,Archduke's Statue / The Missing Boat,
2:55pm,Judy & David's Boom Box,All Together Now,
2:59pm,The Magic School Bus,Goes to Seed,
3:30pm,Uh Oh!,Episode 119,
4:00pm,Monster Rancher,Hare's Trick,
4:30pm,Digimon,DigiBaby Boom,
5:00pm,Pokémon,Who Gets to Keep Togepi?,
5:30pm,Dragon Ball Z,The Heavens Tremble,
6:00pm,The New Addams Family,Wednesday Leaves Home,
6:30pm,I Was a Sixth Grade Alien,Alien Time Warp Madness!,
7:00pm,Mona the Vampire,Miss Gotto's Haunted House / Cry of the Swamp Thing,
7:30pm,The Worst Witch,The Battle of the Broomsticks,
8:00pm,Big Wolf on Campus,Stage Fright,
8:29pm,Boy Meets World,A Kiss is More Than a Kiss,
9:00pm,Student Bodies,Victor Moves In,
9:30pm,Back to Sherwood,Ancestors,
9:59pm,The Adventures of Shirley Holmes,The Case of the Broken Oath,
10:30pm,Big Wolf on Campus,Stage Fright,
11:00pm,The New Addams Family,"My Son, the Chimp",
11:30pm,Beasties,Dark Designs,
