Time,Show,Episode,Image
12:00am,Are You Being Served?,The Club,""
12:32am,Keeping Up Appearances,The Boy Friend,""
1:07am,Yes Minister,The Bed of Nails,""
1:37am,"Wolves, Witches and Giants","Magic Tales of Wolves, Witches and Giants",""
2:09am,Ocean Girl,Diving Around Obstacles,""
2:39am,The Anti-Gravity Room,Episode 65,""
3:09am,Rocky and Bullwinkle,Episode 115,""
3:38am,Woody Woodpecker and Friends,Episode 54,""
4:05am,Peter Pan & The Pirates,The Never Ark,""
4:33am,Hurricanes,The Flying Eye,""
5:01am,Dragon Ball Z,A Collision Course,""
5:30am,Pokémon,A Friend in Deed,""
6:00am,Dog City,Disobedience School,""
6:25am,Wildlife,Episode 50,""
6:31am,Pippi Longstocking,Pippi is Shipwrecked,""
6:55am,Maisy,Harvest,""
7:01am,Anthony Ant,The Ant Who Would Be King/The Big Flood,""
7:24am,Animal Stories,Pointy the Hedgehog,""
7:30am,Fuzzpaws,Responsibility,""
8:00am,Tiny Toon Adevntures,It's Buster Bunny Time,""
8:30am,Charlie Brown,"He's Your Dog, Charlie Brown",""
9:00am,The Flintstones,Masquerade Party,""
9:30am,The Jetsons,Rosie the Robot,""
10:00am,Rocky and Bullwinkle,Episode 84,""
10:30am,Snagglepuss,One Two Many/The Roaring Lion/Be My Ghost,""
11:00am,Garfield and Friends,Odielocks and the Three Cats/Quack to the Future/Beddy Buy,""
11:30am,The New Woody Woodpecker Show,Fake Vacation/Medical Winnie Pig/Cable Ace,""
12:00pm,Pippi Longstocking,Pippi is Shipwrecked,""
12:30pm,CatDog,Fred the Flying Fish/CatDog Divided,""
1:00pm,Rocko's Modern Life,Turkey Time/Floundering Fathers,""
1:30pm,YAA! To the M@X,Illusion Masters,""
2:00pm,Stickin' Around,Gross Anatomy/Stacy and Bradley Sitting in a Tree,""
2:30pm,Batman Beyond,Dead Man's Hand,""
3:00pm,ReBoot,Number 7,""
3:30pm,Weird-Oh's,The Cycle of No Escape/Head Gasket of the Class,""
4:00pm,Sailor Moon,So You Want to Be a Superstar,""
4:30pm,The Powerpuff Girls,Insect Inside/Powerpuff Bluff,""
5:00pm,Monster by Mistake,Monster A-Go-Go,""
5:30pm,Watership Down,The Great Water,""
6:00pm,My Diary,Winter of Red Snow,""
6:30pm,Boy Meets World,Father Knows Less,""
7:00pm,The Adventures of Shirley Holmes,The Case of the Virtual Zeus,""
7:30pm,Incredible Story Studio,Head Games,""
8:00pm,Lassie,Tale of the Noisy Ghost,""
8:30pm,Flipper,"Big Fish, Little Fish",""
9:00pm
9:30pm,My Hometown,Politics & Promises,""
10:00pm,The Anti-Gravity Room,Episode 27 - San Diego Comic Convention,""
10:30pm,Alpha 2 Omega,Hoarding,""
11:00pm,System Crash,Back to School,""
11:30pm,Radio Active,The Interception,""
