Time,Show,Episode,Image
12:00am,Are You Being Served?,The Hand of Fate,""
12:32am,Keeping Up Appearances,Violet's Country Cottage,""
1:08am,"Yes, Prime Minister",The Patron of the Arts,""
1:38am,Rex the Runt,"Holiday in Vince / The Adventures on the Telly, Part I",""
2:04am,Ocean Girl,Return,""
2:33am,The Anti-Gravity Room,Humour,""
3:03am,Paid Programming: Rocker Abs,""
3:31am,Woody Woodpecker and Friends,Episode 36,""
4:00am,Peter Pan & the Pirates,Jules Verne Night,""
4:30am,Hurricanes,"Water, Water Everywhere",""
5:00am,Dr. Xargle,Earth Nicety,""
5:28am,Fennec,Leo Biscotto/Nina,""
6:00am,Incredible Story Studio,Sweet Revenge,""
6:34am,YAA! to the M@X,Breaking into the World of Fashion,""
7:00am,Panda Bear Daycare,It's a Secret,""
7:15am,Ruffus the Dog,Goldilocks & the Three Bears,""
7:30am,Anatole,Anatole and the String of Pearls,""
7:56am,Nanalan',Apple,""
8:00am,The Flintstones,Take Me Out to the Ball Game,""
8:30am,The Country Mouse and City Mouse Adventures,Those Amazing Mice in Their Flying Machines,""
8:53am,Wildlife,Episode 30,""
9:00am,Bananas in Pyjamas,Episode 30,""
9:22am,Jellabies,Echoes,""
9:30am,The Big Comfy Couch,See Ya in My Dreams,""
9:55am,My Special Book,A Royal Kind of Day,""
10:01am,Kitty Cats,Charlie's Spaghetti / Where's Charlie's Ball,""
10:24am,Nanalan',Hot Day,""
10:29am,The Adventures of Dudley the Dragon,Mr. Crabby Tree Falls in Love,""
10:53am,"Big Sister, Little Brother",The Hole,""
10:56am,Judy & David's Boom Box,Jet Airplane,""
11:00am,Panda Bear Daycare,It's a Secret,""
11:15am,Ruffus the Dog,Goldilocks & the Three Bears,""
11:30am,Rupert,Rupert and the Crystal Ball,""
11:54am,Jellabies,Train Troubles,""
12:00pm,Batman: The Animated Series,Joker's Favor,""
12:31pm,Pinky and the Brain,A Little Off the Top / Megalomaniacs Anonymous,""
12:57am,My Special Book,Paint a Story,""
1:01pm,Plonsters,Episode 9,""
1:04pm,The Crayon Box,Me and My Shadow,""
1:15pm,The Adventures of Dawdle the Donkey,Dawdle Goes Camping,""
1:25pm,Toothbrush Family,Toothfairy Land,""
1:32pm,The Country Mouse and City Mouse Adventures,Those Amazing Mice in Their Flying Machines,""
2:00pm,Maisy,Circus,""
2:05pm,Wildlife,Episode 30,""
2:10pm,Mopatop's Shop,Flea Power,""
2:19pm,Jellabies,Echoes,""
2:24pm,Nanalan',Hot Day,""
2:29pm,The Forgotten Toys,Teddy in Love / Castaway Toys,""
2:51pm,Toothbrush Family,Raining Dinosaurs,""
2:56pm,"Big Sister, Little Brother",The Nursery School,""
3:00pm,The Magic School Bus,Goes to Seed,""
3:30pm,Uh Oh!,Episode 115,""
4:00pm,Monster Rancher,Hare's Trick,""
4:30pm,Digimon,Togemon in Toy Town,""
5:00pm,Pokémon,The Mystery Menace,""
5:30pm,Dragon Ball Z,Nappa... The Invincible?,""
6:00pm,The New Addams Family,Morticia the Decorator,""
6:30pm,Mona the Vampire,Cupid's Mark / The Lost Pirates,""
7:00pm,Freaky Stories,Murray and the Rats / Safe at Home / The Gift / Maple Syrup,""
7:30pm,Incredible Story Studio,Revenge of the Geeks,""
8:00pm,The Adventures of Shirley Holmes,The Case of the Galloping Ghost,""
8:30pm,Roswell Conspiracies,"The Conduit, Part 2",""
9:00pm,Lassie,Friends of Mr. Cairo,""
9:30pm,Boy Meets World,"She Loves Me, She Loves Me Not",""
10:00pm,Student Bodies,Valentine's Day,""
10:30pm,Freaky Stories,Murray and the Rats / Safe at Home / The Gift / Maple Syrup,""
11:00pm,The New Addams Family,Deadbeat Relatives,""
11:30pm,Beasties,Equal Measures,""
