Time,Show,Episode
12:00am,Are You Being Served?,Episode 10
12:36am,Keeping Up Appearances,The Mayor's Fancy Dress Ball
1:11am,Yes Minister,"Party Games, Part 1"
1:40am,Rocky and Bullwinkle,Episode 21
2:09am,Hey Arnold!,Helga's Locket / Sid and Germs
2:39am,Roswell Conspiracies,Vodun Among Us
3:06am,Walter Melon,T.E.T. The Temporary Extraterrestrial / Arachnoman
3:36am,Batman: The Animated Series,Blind as a Bat
4:05am,Dragon Ball Z,Gohan Makes a Friend
4:34am,Digimon,Family Picnic
5:02am,Pokémon,Hello Pummelo
5:30am,Roswell Conspiracies,Vodun Among Us
6:00am,Once Upon a Hamster,Birdwatching
6:24am,Maisy,Bus
6:30am,St. Bear's Dolls Hospital,Crocodile Tears
6:44am,Beezoo's Attic,Laz the Lively Lizard
7:00am,Fuzzpaws,My Favourite Things
7:24am,Judy & David's Boom Box,The Forest
7:30am,Elliot Moose,Lionel and the Roaring Hiccups / Sockserella / Crazy Mixed-Up Lion / The Cap Club
8:00am,The Jetsons,Elroy's TV Show
8:30am,The Flintstones,The Engagement Ring
9:00am,Rupert,Rupert and the Tiger's Eye
9:24am,Pablo the Little Red Fox,The Lost Bear
9:30am,Bananas in Pyjamas,Episode 53
9:55am,Judy & David's Boom Box,G. Wiz
10:00am,The Country Mouse and the City Mouse Adventures,Adventure on the Orient Express
10:24am,Wildlife,Cliff / Leopard
10:30am,St. Bear's Dolls Hospital,Crocodile Tears
10:44am,Beezoo's Attic,Laz the Lively Lizard
11:00am,Fuzzpaws,My Favourite Things
11:24am,Judy & David's Boom Box,Ducks in Trucks
11:30am,Elliot Moose,Lionel and the Roaring Hiccups / Sockserella / Crazy Mixed-Up Lion / The Cap Club
11:52am,Lisa,Paint the Bathroom
12:00pm,Rugrats,Brothers Are Monsters / Cooking with Susie
12:30pm,Tiny Toon Adventures,Looniversity Daze
1:00pm,Jellabies,Toboggan
1:05pm,Maisy,Beach
1:10pm,Wildlife,Episode 15
1:15pm,Mopatop's Shop,Rumble Rumble
1:24pm,Pablo the Little Red Fox,The Lost Bear
1:30pm,The Country Mouse and the City Mouse Adventures,Adventure on the Orient Express
1:55pm,Plonsters,Episode 14
2:00pm,Nanalan',Whirlpool / Peapod / New / Firefly
2:11pm,Enid Blyton's Enchanted Lands,The Land of Take What You Want
2:21pm,Bedtime Stories,Little Princess' Bedtime
2:26pm,Mamemo,Bad Language
2:30pm,Kipper,Nothing Ever Happens / Pig's Present / The Rainbow Puddle
3:00pm,The Magic School Bus,Hops Home
3:30pm,Uh Oh!,Episode 92
4:00pm,Rugrats,Brothers Are Monsters / Cooking with Susie
4:30pm,Hey Arnold!,Beaned / Old Iron Man
5:00pm,Pokémon,Enter the Dragonite
5:30pm,Digimon,Guardian Angel
6:00pm,Two of a Kind,The Heartbreak Kid
6:30pm,Sailor Moon,Crystal Clear Again
7:00pm,Caitlin's Way,Puppy Love
7:30pm,The Adventures of Shirley Holmes,The Case of the Bouncing Baby
8:00pm,Radio Active,"It's a Mad, Mad, Mad Station"
8:30pm,System Crash,Chromosome Wars
9:00pm,Live Through This,Episode 2
9:30pm,,
10:00pm,Lucy Sullivan is Getting Married,On the Embankment
10:30pm,Student Bodies,Kiss and Tell
11:00pm,Caitlin's Way,Puppy Love
11:30pm,Mobile Suit Gundam Wing,Party Night
