Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Sit Out,
12:30am,Keeping Up Appearances,Golfing with the Major,
1:00am,"Yes, Minister",One Of Us?,
1:30am,Gamespot Int'l,Episode 25,
2:00am,Internet Tonight,Episode 18,
2:30am,The Anti-Gravity Room,Episode 64,
3:00am,Rocky & Bullwinkle,Episode 81,
3:30am,Woody Woodpecker & Friends,Episode 31,
4:00am,Peter Pan,Dr. Livingstone and Captain Ho,
4:30am,Digimon,Enter The Dark Masters,
5:00am,Dragon Ball Z,Tien Goes All Out,
5:30am,Pokémon,Fire & Ice,
6:00am,Surf's Up! Let's Cook!,Episode 12,
6:25am,Fuzzpaws,The Ouch Factor,
6:30am,Surf Shack,Skippers Voyage,
6:55am,Nanalan',Lollipop,
7:00am,Secret Files of the Spy Dogs,Small / Water,
7:21am,Wildlife,Episode 36,
7:30am,Monster Rancher,Holly's Rescue,
8:00am,Dragon Ball Z,Relentless Recoome,
8:30am,Pokémon,Bye Bye Psyduck,
9:00am,Digimon,Sea-Sick and Tired,
9:30am,SpongeBob SquarePants,Jelly Fishing / Plankton,
10:00am,Catdog,New Neighbors / Dead Weight,
10:30am,Rugrats,Las Vegas Vacation Special,
11:00am,Wild Thornberry's,Matadi Or Bust,
11:30am,The Flintstones,The Stonefinger Caper,
12:00pm,The Jetsons,Elroy Meets Orbitty,
12:30pm,Video & Arcade Top 10,Episode 30,
1:00pm,YTV's Hit List,Season 9 Episode 36[Note 1],
1:30pm,,,
2:00pm,,,
2:30pm,Batman Beyond,Shriek,
3:00pm,Uh Oh!,Episode 120,
3:30pm,George & Martha,The Trip / Experiment,
4:00pm,Dexter's Laboratory,Techno Turtle / Surprise! / Got Your Goat,
4:30pm,Powerpuff Girls,Rowdy Ruff Boys,
5:00pm,Mona the Vampire,Book of Slimy / Sam & Ella,
5:30pm,Worst Witch,Miss Cackle's Birthday,
6:00pm,The New Addams Family,Morticia the Decorator,
6:30pm,Big Wolf on Campus,Muffy the Werewolf Slayer,
7:00pm,Buffy the Vampire Slayer,The I In Team,
7:30pm,,,
8:00pm,Freaky Stories,The Man / The Big / Smelly,
8:30pm,Goosebumps,Welcome to Camp Nightmare (Part 1),
9:00pm,Worst Witch,Up In the Air,
9:30pm,Monster by Mistake,Monster A Go Go,
10:00pm,I Was a Sixth Grade Alien,Floormat From the Putrid,
10:30pm,The New Addams Family,Feud in the Addams Family,
11:00pm,Goosebumps,The Ghost (Part 2),
11:30pm,Beasties,Go With The Flow,
