Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Lost and Found,
12:30am,Keeping Up Appearances,Episode 13,
1:00am,"Yes, Minister",Official Visit,
1:30am,Rocky & Bullwinkle,Episode 7,
2:00am,Hey Arnold,Mud Bowl / Gerald Moves Out,
2:30am,Oggy & The Cockroaches,So Lonely / Roaches / Babies,
3:00am,Walter Melon,Melon Impossible / Robomelon,
3:30am,Batman,Over the Edge,
4:00am,Dragon Ball Z,Arrival of the Ginyu Force,
4:30am,Digimon,Gatomon Comes Calling,
5:00am,Pokémon: The Johto Journeys,For Crying Out Loud,
5:30am,Oggy & The Cockroaches,So Lonely / Roaches / Babies,
6:00am,Once Upon a Hamster,The General Store,
6:30am,St. Bear's Dolls Hospital,Unscary Scarecrow,
6:44am,Beezoo's Attic,To Each Her Own Treasure,
7:00am,Fuzzpaws,"One Potato, Two Potato",
7:30am,Elliot Moose,It's Only Me/Red Riding Socks/Socks and Shoes/The Workout,
8:00am,The Jetsons,Father/Daughter Dance,
8:30am,Stickin' Around,Doll Day Afternoon / Send in the Clones,
9:00am,Rupert,Rupert & The Water Works,
9:24am,Pablo The Little Red Fox,The Kite,
9:30am,Bananas in Pyjamas,Episode 54,
10:00am,Country Mouse & The City Mouse Adventures,North Pole Mice,
10:30am,St. Bear's Dolls Hospital,Unscary Scarecrow,
10:44am,Beezoo's Attic,To Each Her Own Treasure,
11:00am,Fuzzpaws,"One Potato, Two Potato",
11:30am,Elliot Moose,It's Only Me/Red Riding Socks/Socks and Shoes/The Workout,
12:00pm,Rugrats,Las Vegas Vacation Special,
12:30pm,Uh Oh,Episode 134,
1:00pm,Jellabies,Seeds,
1:05pm,Maisy,Torch,
1:10pm,Wildlife,Episode 47,
1:15pm,Mopatop's Shop,Easy Peasy,
1:24pm,Pablo The Little Red Fox,The Kite,
1:30pm,Country Mouse & The City Mouse Adventures,North Pole Mice,
2:00pm,Judy & David's Boom Box,Fastest Trick or Treater,
2:05pm,Bump,Bump and the Talking Tree,
2:10pm,Adventures of Spot,Spot in the Woods,
2:15pm,Toothbrush Family,Tracks,
2:20pm,Enchanted Lands,The Invisible Chair,
2:30pm,George & Martha,The Badminton Tournament / The Caddy,
2:54pm,Elliot Moose,A Tail of Two,
3:00pm,Rugrats,Diaper Change,
3:30pm,Fall Stinks,,
4:00pm,Don't Poop on My Parade,,
4:30pm,Hey Arnold!,Married,
5:00pm,Pokémon: The Johto Journeys,Tanks a Lot!,
5:30pm,Digimon,An Old Enemy Returns,
6:00pm,Olsen Twin Special,Our Music Video (Part 2),
6:30pm,Yvon of the Yukon,Million Dollar Moron,
7:00pm,The Vision of Escaflowne,The Secret Door,
7:30pm,Weird-Oh's,Family Fuel / Y2K Kaos,
8:00pm,Dragon Ball Z,Last Ditch Effort,
8:30pm,Boy Meets World,Father Knows Less,
9:00pm,Live Through This,Episode 10,
9:30pm,,,
10:00pm,gAmerZ,Episode 25,
10:30pm,Treasure,Goldfish Murder / The Big Sleep Over,
11:00pm,Student Bodies,Monsieur Cody,
11:30pm,Action Man,Swarm: Part 1,
