Time,Show,Episode
12:00am,Are You Being Served?,A Change is as Good as a Rest
12:32am,Keeping Up Appearances,Angel Gabriel Blue
1:08am,Yes Minister,The Devil You Know
1:38am,"Wolves, Witches and Giants",Pinocchio / Babes in the Wood / Snow White and Rose Red
2:10am,Ocean Girl,Draining the Spaceship
2:40am,The Anti-Gravity Room,Episode 58
3:10am,Rocky and Bullwinkle,Episode 108
3:39am,Woody Woodpecker and Friends,His Better Elf
4:06am,Peter Pan & The Pirates,Invisible Tootles
4:34am,Hurricanes,Ecosphere of Death
5:02am,Dragon Ball Z,Secrets Revealed
5:30am,Pokémon,The Fourth Round Rumble
6:00am,Dog City,Meat the Butcher
6:25am,Wildlife,Episode 43
6:31am,Pippi Longstocking,Pippi Meets a Master Criminal
6:56am,Maisy,Balloons
7:01am,Anthony Ant,It's My Party / The Circus
7:24am,Animal Stories,Dinky the Dolphin
7:30am,Fuzzpaws,Creepy Crawlies
8:00am,Tiny Toons Adventures,Wake Up Call of the Wild
8:30am,Charlie Brown,"You're in Love, Charlie Brown"
9:00am,The Flintstones,The Gravelberry Pie King
9:30am,The Jetsons,Two Many Georges
10:00am,Rocky and Bullwinkle,Episode 83
10:30am,Snagglepuss,Fight Fright / Royal Ruckus / Rent and Rave
11:00am,Garfield and Friends,Hound of the Arbuckles / Read Alert / Urban Arbuckle
11:30am,The New Woody Woodpecker Show,Weiner Wars / Electric Chilly / Woody and the Termite
12:00pm,Pippi Longstocking,Pippi Meets a Master Criminal
12:30pm,CatDog,Adventures in Greaser Sitting / The Cat Club / Cat Diggety Dog
1:00pm,Rocko's Modern Life,Pranksters / From Here to Maternity
1:30pm,YAA! To the M@X,X-Treme Risk
2:00pm,Stickin' Around,Hold It / Journey to the Center of Stacy's Closet
2:30pm,Batman Beyond,Heroes
3:00pm,Reboot,Where No Sprite Has Gone Before
3:30pm,Weird-Oh's,The Ever-Spending Story / I Do?
4:00pm,Sailor Moon,Slim CIty
4:30pm,The Powerpuff Girls,Telephonies / Tough Love
5:00pm,Monster by Mistake,Entertaining Orville
5:30pm,Watership Down,The Market
6:00pm,My Diary,So Far from Home
6:31pm,Boy Meets World,On the Fence
7:00pm,The Adventures of Shirley Holmes,The Case Of the Vanishing Virus
7:30pm,Incredible Story Studio,Porcelain Problems
8:00pm,Lassie,Wild Goose Chase
8:30pm,Flipper,Splashdown
9:00pm,,
9:30pm,My Hometown,Simon's Lottery
10:00pm,The Anti-Gravity Room,Old Stories New Twists
10:30pm,Alpha 2 Omega,Cribs
11:00pm,System Crash,Parents
11:30pm,Radio Active,The Leader
