Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Founder's Day,
12:32am,Keeping Up Appearances,The Senior Citizens' Outing,
1:06am,Yes Minister,The Quality of Life,
1:36am,Rex the Runt,Bob's International Hiccup Centre / Easter Island,
2:01am,Ocean Girl,Kal Who Knows No Fear,
2:31am,The Anti-Gravity Room,Episode 59,
3:00am,Rocky and Bullwinkle,Episode 109,
3:30am,Woody Woodpecker and Friends,Romp in a Swamp,
4:00am,Peter Pan & the Pirates,Vanity Thy Name is Mermaid,
4:30am,Hurricanes,The Serpents of the Nile,
5:00am,Dr. Xargle,Earth Trendy,
5:28am,Fennec,Four Arm Surveys / In the Name of the Law,
6:00am,Incredible Story Studio,Head Games,
6:33am,YAA! To the M@X,X-treme Risk,
7:00am,Panda Bear Daycare,Pony Tales,
7:14am,Ruffus the Dog,Pied Piper of Hamlin,
7:30am,Anatole,"The Long, Long Night",
7:56am,Nanalan',Potato Bug,
8:00am,The Flintstones,Hawaiian Escapade,
8:29am,The Country Mouse and City Mouse Adventures,Yen for Trouble,
8:53am,Wildlife,Episode 44,
8:59am,Bananas in Pyjamas,Episode 40,
9:21am,Jellabies,Jack in the Box,
9:29am,The Big Comfy Couch,Red Light Green Light,
9:55am,My Special Book,A Good Day for Bread,
10:00am,Kitty Cats,Flap's Postcards / Tango's Blocks,
10:25am,Nanalan',Save the Fish,
10:29am,The Adventures of Dudley the Dragon,The Prince's New Clothes,
10:56am,Judy & David's Boom Box,Be a Snake,
11:01am,Panda Bear Daycare,Pony Tales,
11:15am,Ruffus the Dog,Pied Piper of Hamlin,
11:30am,Rupert,Rupert and Pong Ping,
11:54am,Jellabies,Bridge,
11:59am,Batman: The Animated Series,Eternal Youth,
12:31pm,Pinky and the Brain,"A Meticulous Analysis of History / Funny, You Don't Look Rhennish",
12:56pm,My Special Book,Hot and Cold Treasure,
1:00pm,Plonsters,Episode 25,
1:04pm,The Crayon Box,Mind Games,
1:17pm,The Adventures of Dawdle the Donkey,Dawdle & the Balloon,
1:27pm,Toothbrush Family,Hanging Basket,
1:32pm,The Country Mouse and City Mouse Adventures,Yen for Trouble,
2:01pm,Maisy,Party,
2:06pm,Wildlife,Episode 44,
2:12pm,Mopatop's Shop,Cold Feet,
2:21pm,Jellabies,Jack in the Box,
2:26pm,Nanalan',Save the Fish,
2:29pm,The Forgotten Toys,Bath Toys / Dog Day,
2:51pm,Toothbrush Family,The Travelling Toothbrush,
2:59pm,The Magic School Bus,Butterfly and the Bog Beast,
3:30pm,Uh Oh!,Episode 124,
4:00pm,Monster Rancher,Great Battle at Sea,
4:30pm,Digimon,The Arrival of Skullgreymon,
5:00pm,Pokémon,Clefairy and the Moon Stone,
5:30pm,Dragon Ball Z,Ginyu Assault[Note 1],
6:00pm,The New Addams Family,Fester Joins the Global Mercenaries,
6:30pm,Mona the Vampire,The Book of the Slimy / The Sam'n Ella Infiltration,
7:00pm,Freaky Stories,Stolen Lunchbox / Front Row Seats / The Vanishing / Dead Man Walking,
7:30pm,Incredible Story Studio,Sweet Revenge,
8:00pm,The Adventures of Shirley Holmes,The Case Of the Dead Debutante,
8:30pm,Roswell Conspiracies,"Queen of the Banshees, Part 2",
9:00pm,Lassie,The Great Emu Hunt,
9:30pm,Boy Meets World,The Uninvited,
10:00pm,Student Bodies,The Reunion,
10:30pm,Freaky Stories,Stolen Lunchbox / Front Row Seats / The Vanishing / Dead Man Walking,
11:00pm,The New Addams Family,Wednesday Leaves Home,
11:30pm,Beasties,"The Trigger, Part 1",
