Time,Show,Episode,Image
12:00am,Are You Being Served?,Episode 12,""
12:36am,Keeping Up Appearances,Stately Home,""
1:12am,Yes Minister,Party Games Part 2,""
1:40am,Rex the Runt,Bob's International Hiccup Centre / Easter Island,""
2:06am,Ocean Girl,The Love Letter,""
2:36am,The Anti-Gravity Room,Movies and TV,""
3:05am,Off Air,""
3:30am
4:00am
4:30am
5:00am
5:30am
6:00am
6:35am,YAA! To the M@X,Hidden Talent,""
7:00am,Panda Bear Daycare,Stranger in Daycare,""
7:15am,Ruffus the Dog,Second Voyage of Sinbad,""
7:30am,Anatole,The Village is Falling,""
7:56am,Nanalan',Puppet,""
8:00am,The Flintstones,Fred El Terrifico,""
8:30am,The Country Mouse and City Mouse Adventures,North Pole Mice,""
8:54am,Wildlife,Episode 41,""
9:00am,Bananas in Pyjamas,Episode 75,""
9:22am,Jellabies,Episode 52,""
9:29am,The Big Comfy Couch,The Big Brain Drain,""
9:55am,My Special Book,The Way We Do Our Chores,""
10:00am,Kitty Cats,Flap's Postcards / Tango's Blocks,""
10:24am,Nanalan',Bent Flower,""
10:29am,The Adventures of Dudley the Dragon,Cinderella Ha-Ha,""
10:56am,Judy & David's Boom Box,Standing Up,""
11:00am,Panda Bear Daycare,Stranger in Daycare,""
11:15am,Ruffus the Dog,Second Voyage of Sinbad,""
11:30am,Rupert,Rupert and the Carousel,""
11:54am,Jellabies,Chums,""
11:59am,Batman: The Animated Series,Robin's Reckoning Part 2,""
12:31pm,"Pinky, Elmyra and the Brain",Cute Little Alienhead / Better Living... Through Cheese,""
12:56pm,My Special Book,Birthday for Story Stuff,""
1:01pm,Plonsters,Episode 29,""
1:04pm,The Crayon Box,The Sheriff Without a Horse,""
1:17pm,The Adventures of Dawdle the Donkey,Dawdle & the Grizzly Bear,""
1:27pm,Toothbrush Family,Bubble Trouble,""
1:32pm,The Country Mouse and City Mouse Adventures,North Pole Mice,""
2:01pm,Maisy,Bike,""
2:07pm,Wildlife,Episode 41,""
2:12pm,Mopatop's Shop,Rude Dude,""
2:21pm,Jellabies,Caves,""
2:26pm,Nanalan',Carrot,""
2:29pm,The Forgotten Toys,Bath Toys / Dog Day,""
2:51pm,Toothbrush Family,Mess is Best,""
2:59pm,The Magic School Bus,Gets Programmed,""
3:30pm,Uh Oh!,Episode 114,""
4:00pm,Monster Rancher,In the Beginning,""
4:30pm,Digimon,Ikkakumon's Harpoon Torpedo,""
5:00pm,Pokémon,The Problem with Paras,""
5:30pm,Dragon Ball Z,Frieza Defeated!,""
6:00pm,The New Addams Family,Morticia Joins the Ladies League,""
6:30pm,Bugs Bunny's Easter Special (1977),""
7:00pm
7:30pm,Incredible Story Studio,Invasion of the Parent Trappers,""
8:00pm,The Adventures of Shirley Holmes,The Case of the Puzzle from the Past,""
8:30pm,Boy Meets World,City Slackers,""
9:00pm,Student Bodies,The Hold-Up,""
9:30pm,Roswell Conspiracies,Showdown Part 1,""
10:00pm,Lassie,Wild Goose Chase,""
10:30pm,Freaky Stories,The Boy Who Cried Alien / Did You Have Fun At The Party? / The Rich Fart / Sewer Swimming Hole,""
11:00pm,The New Addams Family,Close Encounters of the Addams Kind,""
11:30pm,Beasties,Power Surge,""
