Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Calling All Customers,
12:30am,Keeping Up Appearances,Episode 12,
1:00am,"Yes, Minister",National Education Service,
1:30am,"Wolves, Witches and Giants","Tall Tales of Wolves, Witches and Giants",
2:00am,Ocean Girl,Episode 64,
2:30am,Anti-Gravity Room,Pot Luck (Part 1),
3:00am,Rocky & Bullwinkle,Episode 87,
3:30am,Woody Woodpecker & Friends,Episode 22,
4:00am,Histeria,U.S Civil War (Part 1),
4:30am,Three Friends & Jerry,Frightening Fifth Form / Catch the Girl,
5:00am,Dragon Ball Z,The Fusion,
5:30am,Pokémon,Misty Meets Her Match,
6:00am,Dog City,The Bloodhound,
6:30am,Pippi Longstocking,Pippi Meets a Master Criminal,
6:55am,Maisy,Cards,
7:00am,Anthony Ant,It's My Party / The Circus,
7:25am,Animal Stories,Clara the Cow,
7:30am,Fuzzpaws,If The Shoe Fits,
8:00am,Tiny Toon Adventures,Egged / Lunch / Raven,
8:30am,George & Martha,The Hypnotist/ The Tooth,
9:00am,Rugrats,Pedal Pusher / Music,
9:30am,The Jetsons,Elroy in Wonderland,
10:00am,Rocky & Bullwinkle,Episode 110,
10:30am,Huckleberry Hound,Postman Panic / Ski Champ Chump / Lion Tamer Huck,
11:00am,Garfield and Friends,Odielocks and the Three Cats / Quack to the Future / Beddy Buy,
11:30am,The New Woody Woodpecker Show,Woody's New Roomate/Winnie's New Car/Whistle Stop Woody,
12:00pm,Pippi Longstocking,Pippi Meets a Master Criminal,
12:30pm,CatDog,Full Moon / War of Catdog,
1:00pm,Country Mouse & The City Mouse Adventures,The Case of the Disappearing Diamond,
1:30pm,Yaa! To The M@x,Show Biz,
2:00pm,Stickin Around,Report / Ring,
2:30pm,Batman Beyond,Heroes,
3:00pm,Reboot,When Games Collide,
3:30pm,Weird-Oh's,The Ever-Spending Story  /I Do?,
4:00pm,Sailor Moon,Sailor V Makes the Scene,
4:30pm,Powerpuff Girls,Uh Oh... Dynamo,
5:00pm,Monster By Mistake,Monster A Go Go,
5:30pm,Watership Down,The Great Water,
6:00pm,Boy Meets World,Truth Meets Consequences,
6:30pm,Caitlin's Way,Bondaries,
7:00pm,Incredible Story Studio,Porcelain Problems,
7:30pm,Adventures of Shirley Holmes,Case of the Vanishing Virus,
8:00pm,Suzuki's Nature Quest,Something To Sneeze At,
8:30pm,Action Man,The Call To Action,
9:00pm,,,
9:30pm,My Hometown,Secrets of the Heart,
10:00pm,Anti-Gravity Room,Humour,
10:30pm,Alpha 2 Omega,Episode 3,
11:00pm,System Crash,Jobs & Responsibilities,
11:30pm,Radio Active,The Ticket,
