Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Is It Catching?,Q4Qx6PUkyPw
12:30am,Keeping Up Appearances,The Three Piece Suite,s-0dpuBYGi4
1:00am,"Yes, Prime Minister",Man Overboard,NL-5WXwreCI
1:30am,Fresh Gear,,p1HFnb5242Q
2:00am,Ocean Girl,,FzSQHy4qU5U
2:30am,The Anti-Gravity Room,,EQFjcqkUVYI
3:00am,Rocky & Bullwinkle,,LYNVCm48w6g
3:30am,Woody Woodpecker,,ghkANoGbm4Q
4:00am,Peter Pan,,-ev4Nqk8-4Q
4:30am,Hey Arnold!,,eJPftmkDYAc
5:00am,Dragon Ball Z,,CKL9Z6pril8
5:30am,Digimon: Digital Monsters,,VNikMi0b24M
6:00am,Surf's Up! Let's Cook!,,D9NcdsKv3Nk
6:30am,Surf Shack,,n7FdNeOipWw
7:00am,The Secret Files of the SpyDogs,,ese6kaB4pdI
7:30am,Monster Rancher,,sUYmA_SVKHw
8:00am,Dragon Ball Z,,MctRLbrAJsg
8:30am,Pokémon,,MCUpiiz_HWY
9:00am,Digimon: Digital Monsters,,yYQR9WkyMHI
9:30am,SpongeBob SquarePants,,xRfwXBitjc8
10:00am,CatDog,,OurjKUlVvnY
10:30am,The Angry Beavers,Beach Beavers A-Go-Go / Deranged Ranger,oFAWougSp_s
11:00am,The Wild Thornberrys,Matadi or Bust,qNdILh355gU
11:30am,The Flintstones,Moonlight and Maintenance,wdY1bPy0dIQ
12:00pm,The Jetsons,,csScvgq4X4U
12:30pm,Video & Arcade Top 10,,wDoLFeXW4WU
1:00pm,YTV's Hit List,"1999 Top 20 Countdown, Part 1",ZDpCS0LWDp8
1:30pm,,,FE1prb6snI4
2:00pm,,,FE1prb6snI4
2:30pm,Batman Beyond,,3T5YHKbPi9w
3:00pm,Brats of the Lost Nebula,,KQILy2Vdgac
3:30pm,ReBoot,,inKdUICLmXY
4:00pm,Dexter's Laboratory,,3bLNQgRn-Wg
4:30pm,The Powerpuff Girls,,O9Nw51J1r8E
5:00pm,Mona the Vampire,Attack of the Living Scarecrow / The Robot Babysitter,iV6iiTT6gmY
5:30pm,The Worst Witch,,hUkVcd7SbTw
6:00pm,The New Addams Family,New Neighbors Meet the Addams Family,NCeu5Wy-oVI
6:30pm,Big Wolf On Campus,Invisible Merton,vDXSNreiyJ0
7:00pm,Buffy the Vampire Slayer,,azyCpk6Knf8
7:30pm,,,FE1prb6snI4
8:00pm,Freaky Stories,Last Cab Fare / Nude In The RV / Alligator In The Sewer / Do Unto Others,RLznf-1ArkM
8:30pm,Goosebumps,"Welcome to Camp Nightmare, Part 1",JRp90Zvxb4I
9:00pm,The Worst Witch,The Battle of the Broomsticks,8G148PqrxJY
9:30pm,Monster by Mistake!,Just Desserts,91IGF4sYRLw
10:00pm,I Was a Sixth Grade Alien!,Invasion of the Substitute Teacher,Wbj4VE1xCeg
10:30pm,The New Addams Family,The Addams Family Goes to School,HQlB4jSy-3Q
11:00pm,Brats of the Lost Nebula,Mutant Freak,ZMACIKKAEJQ
11:30pm,Beasties,,lnI-HknqaYI
