Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Episode 12,
12:30am,Keeping Up Appearances,Episode 44,
1:00am,"Yes, Minister",Party Games - Part Two,
1:30am,Fresh Gear,Episode 16,
2:00am,Internet Tonight,Episode 39,
2:30am,Anti-Gravity Room,Episode 61,
3:00am,Rocky & Bullwinkle,Episode 113,
3:30am,Woody Woodpecker & Friends,Episode 63,
4:00am,Peter Pan,Vanity Thy Name is Mermaid,
4:30am,Digimon,Subzero Ice Punch,
5:00am,Dragon Ball Z,Stay Away From Frieza,
5:30am,Pokemon,Tracey Gets Bugged,
6:00am,Kitty Cats,Willie Makes Bubbles / Slither,
6:25am,Plonsters,Episode 16,
6:30am,Once Upon a Hamser,King of the Riverbank,
6:54am,Maisy,Bird,
7:00am,Fuzzpaws,Time Will Tell,
7:25am,Lisa,Holger With the Big Ears,
7:30am,Big Comfy Couch,Clothes Make the Clown,
8:00am,Kitty Cats,A Different Tango / Willie's Gui,
8:30am,Country Mouse & The City Mouse Adventures,Those Amazing Mice In Their Flying Machines,
9:00am,Bananas in Pyjamas,Monster Bananas,
9:20am,Jellabies,Jelly Day,
9:30am,Pumper Pups,"Blocks, Pull, Hot Tea",
9:55am,My Special Book,Cheese Sandwiches,
10:00am,Stickin' Around,Lights Out / Do the Russell,
10:30am,Groundling Marsh,Mighty Maggie,
10:54am,The Adventures of Spot,Spot Follows his Nose,
11:00am,Fuzzpaws,Time Will Tell,
11:24am,Animal Stories,Phillip the Fry,
11:30am,Rupert,Rupert and Growler,
11:54am,Jellabies,Cave In,
12:00pm,Batman,Judgment Day,
12:25pm,Freaky Stories,Big Question,
12:30pm,Pinky and the Brain,Brain Acres,
12:55pm,My Special Book,Penguin,
1:00pm,Bedtime Stories,Bedtime Story,
1:07pm,Enchanted Lands,Land of Marvels,
1:17pm,Happy Birthday,Episode 5,
1:23pm,Toothbrush Family,Fireworks,
1:30pm,Country Mouse & The City Mouse Adventures,Those Amazing Mice In Their Flying Machines,
1:55pm,Fuzzpaws,Musical Garbage,
2:00pm,Maisy,Snow,
2:05pm,Wildlife,Episode 37,
2:10pm,Mopatop's Shop,Wizard's Wand,
2:20pm,Jellabies,Bridge,
2:25pm,Nanalan',Dragonfly,
2:30pm,Archibald The Koala,Musical Extra. / Waxwork,
2:55pm,Judy & David's Boom Box,Gotta Getta Goody,
3:00pm,Magic School Bus,"Gets Ready Set, Dough",
3:30pm,Uh Oh!,Episode 89,
4:00pm,Rugrats,Tricycle Thief / Rhinoceritis!,
4:30pm,Digimon,A Clue From the Digi-Past,
5:00pm,Pokemon,A Way Off Day Off,
5:30pm,Dragon Ball Z,Zarbon Transformed,
6:00pm,The New Addams Family,"Lurch, Man of Leisure",
6:30pm,I was a Sixth Grade Alien,Alien Appliance Outbreak!,
7:00pm,Mona the Vampire,Vampire Hunter / Sounds of Sirens,
7:30pm,Worst Witch,Sweet Talking Guys,
8:00pm,Big Wolf on Campus,Don't Fear the Reaper,
8:30pm,Boy Meets World,First Girlfriends Part 2,
9:00pm,Student Bodies,The Bully,
9:30pm,Back to Sherwood,The King's Gift,
10:00pm,The Adventures of Shirley Holmes,Real Fake,
10:30pm,Big Wolf on Campus,Don't Fear the Reaper,
11:00pm,The New Addams Family,The Winning of Morticia,
11:30pm,Beasties,Possession,
