Time,Show,Episode
12:00am,Are You Being Served?,Cold Comfort
12:32am,Keeping Up Appearances,A Picnic for Daddy
1:08am,"Yes, Prime Minister",Official Secrets
1:38am,Gamespot Int'l,Episode 3
2:09am,Internet Tonight,Episode 24
2:38am,Paid Programming: Saver Food,
3:06am,Rocky & Bullwinkle,Episode 89
3:30am,Woody Woodpecker and Friends,Episode 29
4:03am,Peter Pan & The Pirates,Slightly Duped
4:32am,Digimon,Garurumon
5:00am,Dragon Ball Z,Black Day For Planet Earth
5:28am,Pokémon,"Wherefore Art Thou, Pokémon?"
6:00am,Kitty Cats,Charlie's Knitting / It Takes Two to Tango
6:25am,Plonsters,Episode 5
6:30am,Once Upon a Hamster,Houseboat
6:54am,Maisy,Parade
7:00am,Fuzzpaws,Too Much of a Good Thing
7:24am,Lisa,Paint the Bathroom
7:30am,George and Martha,The Dance Recital/The Tooth
7:53am,Animal Stories,Penguin
8:00am,The Flintstones,Kleptomaniac Caper
8:30am,The Country Mouse and the City Mouse Adventures,The Case of the Disappearing Diamond
8:54am,Wildlife,Episode 26
9:00am,Bananas in Pyjamas,Episode 28
9:22am,Jellabies,Apple
9:30am,The Big Comfy Couch,Don't Tell
9:55am,My Special Book,The Frog Prince
10:00am,Kitty Cats,The Chocolate Bunny/The Pretty(?)
10:24am,Nanalan',Bent Flower
10:30am,Anatole,Anatole and the Hunchbat of Notre Dame
11:00am,Fuzzpaws,Too Much of a Good Thing
11:25am,Animal Stories,Dog
11:30am,Rupert,Rupert and the Little Bear
11:54pm,Jellabies,Waiting
12:00pm,Batman: The Animated Series,"Feat of Clay, Part 2"
12:32pm,Pinky and the Brain,Brain's Song
12:57pm,My Special Book,Cynthia and the Mirror
1:00pm,The Adventures of Spot,Spot Finds a Key
1:05pm,Enid Blyton's Enchanted Lands,The Magician's Party
1:16pm,Bump,Bump Goes Away
1:21pm,Toothbrush Family,The Runaway Bulldozer
1:30pm,The Country Mouse and the City Mouse Adventures,The Case of the Disappearing Diamond
2:00pm,Maisy,Ouch
2:05pm,Wildlife,Episode 26
2:11pm,Mopatop's Shop,Happy Flapper
2:20pm,Jellabies,Apple
2:25pm,Nanalan',Bent Flower
2:28pm,Judy & David's Boom Box,You Can't Beat Drum
2:32pm,Postman Pat,Postman Pat and the Suit of Armour
2:47pm,"Big Sister, Little Brother",The Raspberries
2:50pm,Animal Stories,Big Bald Lion
2:55pm,Plonsters,Episode 6
3:00pm,The Magic School Bus,"Gets Ready, Set, Dough"
3:30pm,Uh Oh!,Episode 113
4:00pm,Monster Rancher,Eternal Worm
4:30pm,Digimon,Fireman's Ball
5:00pm,Pokémon,"Get Along, Little Pokémon"
5:30pm,Dragon Ball Z,The Battle Begins... Goku Where Are You?
6:00pm,The New Addams Family,Uncle Fester's Illness
6:30pm,Watership Down,Prisoner of Efrafa
7:00pm,Boy Meets World,The Beard
7:30pm,Radio Active,Dr. Tanya
8:00pm,Student Bodies,Dead Men Don't Wear Plaid
8:30pm,System Crash,Crime & Punishment
9:00pm,Alpha 2 Omega,Go!
9:30pm,Boy Meets World,Once in Love With Amy
10:00pm,Student Bodies,The Junior Prom
10:30pm,Watership Down,Prisoner of Efrafa
11:00pm,The New Addams Family,Death Visits the Addams Family
11:30pm,Beasties,"Beast Wars, Part 1"
