Time,Show,Episode,Image
12:00am,Are You Being Served?,Hoorah For The Holidays,""
12:32am,Keeping Up Appearances,Episode 8,""
1:07am,"Yes, Minister",Conflict of Interest,""
1:35am,Rocky & Bullwinkle,Episode 26,""
2:04am,Ocean Girl,Episode 77,""
2:34am,Anti-Gravity Room,Rock & Roll II,""
3:02am,System Crash,Love & Romance,""
3:32am,Alpha 2 Omega,Episode 12,""
4:00am,gAmerZ,Episode 10,""
4:30am,Garfield and Friends,Binky Goes Bad! / Barn of Fear / Mini Mall Matters,""
5:00am,Stickin Around,Lights Out / Do The Rusell,""
5:30am,"Yes, Minister",Conflict of Interest,""
6:00am,Rainmakers,Zimbabwe,""
6:25am,UNICEF: Rights Of The Child,Knowledge & Culture,""
6:35am,Yaa! To The M@x!,Girl Power,""
7:00am,Panda Bear Daycare,Hip Hip Hooray,""
7:14am,Ruffus the Dog,Ruffus & Snyde,""
7:30am,The Twins,Snaily? / Birds,""
8:00am,The Jetsons,Private Property,""
8:30am,The Flintstones,The Tycoon,""
9:00am,Rupert,Rupert and Ginger,""
9:24am,Pablo The Little Red Fox,The Football Match,""
9:30am,Bananas in Pyjamas,Episode 62,""
10:00am,The Country Mouse and the City Mouse Adventures,Outback Down Under,""
10:24am,Wildlife,Episode 32,""
10:30am,St. Bear's Dolls Hospital,Professor Teddy's Magic Show,""
10:44am,Beezoo's Attic,Melody Under the Sun,""
11:00am,Panda Bear Dyacare,Hip Hip Hooray,""
11:14am,Ruffus the Dog,Ruffus & Snyde,""
11:30am,The Twins,Snaily? / Birds,""
11:54am,The Fuzzpaws,Magic Hair Soup,""
12:00pm,Rugrats,Faire Play / The Smell of Success,""
12:30pm,Tiny Toon Adventures,Citizen Max,""
12:55pm,Stickin' Around,Disciplinary Action,""
1:00pm,Jellabies,Night,""
1:05pm,Maisy,Library,""
1:10pm,Wildlife,Episode 33,""
1:15pm,Mopatop's Shop,Little Miss Kissy Kiss,""
1:24pm,Pablo The Little Red Fox,The Football Match,""
1:30pm,The Country Mouse and the City Mouse Adventures,Outback Down Under,""
2:00pm,Happy Birthday,Episode 4,""
2:07pm,The Crayon Box,Laugh It Or Lump It,""
2:17pm,The Adventures of Dawdle The Donkey,Dawdle & Snake,""
2:30pm,Forgotten Toys,Magic Teddy / Toy Swap,""
2:52pm,Elliot Moose,A Space Oddity,""
3:00pm,The Magic School Bus,The Busasaurus,""
3:30pm,Uh Oh!,Episode 101,""
4:00pm,Rugrats,Faire Play / The Smell of Success,""
4:30pm,Hey Arnold,The Little Pink Book / Field Trip,""
5:00pm,Pokémon,"So Near, Yet So Farfetch'd",""
5:30pm,Digimon,Subzero Ice Punch,""
6:00pm,Two Of A Kind,No Man's Land,""
6:30pm,The Zack Files,"Quiet Please, I'm Reading",""
7:00pm,Grizzly Tales for Gruesome Kids,The Princess's Clothes / Burgerskip,""
7:30pm,The Vision of Escaflowne,Seal of the Brothers,""
8:00pm,Dragon Ball Z,Goku's Special Technique,""
8:30pm,Z Warriors Prepare,""
9:00pm,Home Movies,Brendon Gets Rabies,""
9:30pm,Daria,"Murder, She Snored",""
10:00pm,Stressed Eric,Crush,""
10:30pm,Student Bodies,The Jr. Prom,""
11:00pm,The Zack Files,"Quiet Please, I'm Reading",""
11:30pm,Mobile Suit Gundam Wing,Catherine's Tears,""
