Time,Show,Episode
12:00am,Are You Being Served?,The Junior
12:30am,Keeping Up Appearances,Episode 34
1:00am,Yes Minister,Party Games - Part One
1:30am,Rocky & Bullwinkle,Episode 65
2:00am,Hey Arnold!,Arnold's Halloween
2:30am,Roswell Conspiracies,Crackerjack
3:00am,Walter Melon,Pasteurized Melon / Walter Vidocq
3:30am,The Adventures of Batman and Robin,Make 'em Laugh
4:00am,Dragon Ball Z,The Nameks Versus Frieza
4:30am,Digimon,Samurai of Sincerity
5:00am,Pokemon: The Johto Journeys,A Sappy Ending
5:30am,Roswell Conspiracies,Crackerjack
6:00am,Dumb Bunnies,A Ghost of a Chance
6:23am,Lisa,Space Adventure
6:30am,Anatole,High Fliers
6:53am,Elliot Moose,Case Of The Missing Mapleberries
7:00am,Pippi Longstocking,Pippi Saves the Old Folks Home
7:30am,Monster Rancher,Battle In The Meadow
8:00am,Digimon,Guardian Angel
8:30am,Pokemon,Enter the Dragonite
9:00am,Action Man,Into The Abyss
9:30am,Rocket Power,Powergirl Surfers / Twisted Cinema
10:00am,The Wild Thornberry's,Two's Company
10:30am,CatDog,Nightmare / CatDogPig
11:00am,Angry Beavers,Slap Happy / Home Loners
11:30am,Spongebob Squarepants,SB-129 / Karate Choppers
12:00pm,The Flintstones,Feudin' and Fussin'
12:30pm,The Jetsons,Little Bundle
1:00pm,Video & Arcade Top 10,Episode 51
1:30pm,YTV's Hit List,Episode 10-7 [Note 1]
2:00pm,,
2:30pm,,
3:00pm,Sailor Moon,Birthday Blues (Part II)
3:30pm,Hello Scout Minimoon,
4:00pm,Mona the Vampire,Creature from the Depths
4:30pm,Worst Witch,Secret Society
5:00pm,Radio Active,The Blair Resnickie Project
5:30pm,Boy Meets World,The Witches of Pennbrook
6:00pm,New Addams Family,Halloween with the Addams Family
6:30pm,Big Wolf on Campus,Blame It On Haim
7:00pm,Buffy the Vampire Slayer,No Place Like Home
7:30pm,,
8:00pm,Beetlejuice (1988),
8:30pm,,
9:00pm,,
9:30pm,,
10:00pm,Goosebumps,Attack of the Jack-O-Lanterns
10:30pm,Night of the Living Dummy II,
11:00pm,Farscape,Through the Looking Glass
11:30pm,,
