Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,New Look,
12:32am,Keeping Up Appearances,A Celebrity for the Barbecue,
1:08am,Yes Minister,The Writing on the Wall,
1:37am,Rex the Runt,"The Adventures on the Telly, Part II / The Adventures on the Telly, Part III",
2:02am,Ocean Girl,Amnesia,
2:32am,The Anti-Gravity Room,Gold and Silver Age,
3:01am,Rocky and Bullwinkle,Episode 100,
3:31am,Paid Programming: Saver Foods,,
4:00am,Peter Pan & the Pirates,Mardi Gras,
4:30am,Hurricanes,Balancing Act,
5:00am,Dr. Xargle,Earth Sport,
5:28am,Fennec,Aunt Ratussa / Armstrong Case,
6:00am,Incredible Story Studio,Porcelain Problems,
6:35am,YAA! to the M@X,Extreme Champs,
7:00am,Panda Bear Daycare,A-Scared,
7:14am,Ruffus the Dog,The Three Musketeers,
7:30am,Anatole,Tricky You,
7:56am,Nanalan',New Friend,
8:00am,The Flintstones,The Twitch,
8:30am,The Country Mouse and City Mouse Adventures,Swiss Chocolate Mouse,
8:54am,Wildlife,Episode 37,
9:00am,Bananas in Pyjamas,Episode 35,
9:22am,Jellabies,Burst Balloon,
9:30am,The Big Comfy Couch,Pinch to Grow an Inch,
9:56am,My Special Book,Pop Goes the Weasel,
10:00am,Kitty Cats,The Sand Box / Chameleons,
10:25am,Nanalan',Secret,
10:29am,The Adventures of Dudley the Dragon,Showbiz Dragon,
10:54am,"Big Sister, Little Brother",The Fart,
10:56am,Judy & David's Boom Box,Rock & Roll Matzah Ball,
11:00am,Panda Bear Daycare,A-Scared,
11:15am,Ruffus the Dog,The Three Musketeers,
11:30am,Rupert,Rupert and the Deep Freeze,
11:54am,Jellabies,Invisible,
12:00pm,Batman: The Animated Series,Be a Clown,
12:31pm,Pinky and the Brain,Hoop Schemes,
12:56am,My Special Book,Sharing Colours,
1:00pm,Plonsters,Episode 17,
1:04pm,The Crayon Box,Dottie's Big Problem,
1:16pm,The Adventures of Dawdle the Donkey,Dawdle and Kittens,
1:25pm,Toothbrush Family,The Toothbrush House,
1:32pm,The Country Mouse and City Mouse Adventures,Swiss Chocolate Mouse,
2:00pm,Maisy,Cards,
2:06pm,Wildlife,Episode 37,
2:11pm,Mopatop's Shop,The Fly,
2:20pm,Jellabies,Burst Balloon,
2:25pm,Nanalan',Secret,
2:29pm,The Forgotten Toys,Circus Toys / Baby,
2:51pm,Toothbrush Family,Arrival Day,
2:56pm,"Big Sister, Little Brother",The Vacuum Cleaner,
3:00pm,The Magic School Bus,Meets the Rot Squad,
3:30pm,Uh Oh!,Episode 120,
4:00pm,Monster Rancher,Pixie's Defeat,
4:30pm,Digimon,The Dancing Digimon,
5:00pm,Pokémon,"Pokémon, I Choose You!",
5:30pm,Dragon Ball Z,Goku vs. Vegeta... A Saiyan Duel!,
6:00pm,The New Addams Family,"Gomez, the People's Choice",
6:30pm,Mona the Vampire,The Vampire Hunter / The Sounds of Sirens,
7:00pm,Freaky Stories,Last Cab Fare / Nude in the RV / Alligator in the Sewer / Do Unto Others,
7:30pm,Incredible Story Studio,He Came With Couch,
8:00pm,The Adventures of Shirley Holmes,The Case of the Calculated Crime,
8:30pm,Roswell Conspiracies,"Queen of the Banshees, Part 1",
9:00pm,Lassie,Bone of Contention,
9:30pm,Boy Meets World,Kid Gloves,
10:00pm,Student Bodies,Romeo's Old Friend,
10:30pm,Freaky Stories,Last Cab Fare / Nude in the RV / Alligator in the Sewer / Do Unto Others,
11:00pm,The New Addams Family,Fester's Punctured Romance,
11:30pm,Beasties,Gorilla Warfare,
