Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Episode 1,
12:31am,Keeping Up Appearances,Sea Fever,
1:06am,Yes Minister,The Devil You Know,
1:36am,Fresh Gear,Episode 13,
2:06am,Internet Tonight,Episode 20,
2:36am,The Anti-Gravity Room,Episode 37 - Pot Luck II,
3:05am,Rocky and Bullwinkle,Episode 147,
3:34am,Woody Woodpecker and Friends,Episode 90,
4:02am,Peter Pan & The Pirates,Ages of Pan Part 2,
4:30am,Digimon,Playing Games,
4:58am,Dragon Ball Z,Explosion of Anger,
5:28am,Pokémon,The Kangaskhan Kid,
6:00am,Kitty Cats,The Big Hairy Monster/Scarecrow,
6:25am,Plonsters,Episode 17,
6:29am,Once Upon a Hamster,Little Red Hammy Hoops,
6:54am,Maisy,Harvest,
7:00am,Fuzzpaws,It's All In Your Imagination,
7:24am,Lisa,The Dinner Party,
7:31am,George and Martha,The Garden/Split Pea Soup,
7:54am,Animal Stories,Big Bald Lion,
8:00am,The Flintstones,"Sleep On, Sweet Fred",
8:30am,The Country Mouse and the City Mouse Adventures,World's Fair Mice,
8:54am,Wildlife,Episode 30,
9:00am,Bananas in Pyjamas,Episode 68,
9:23am,Jellabies,Football,
9:30am,The Big Comfy Couch,Stuck in the Muck/Rhyme Time,
9:56am,My Special Book,The Bird With Wines,
10:00am,Kitty Cats,Sort of Sick / A Little Circus for Charlie,
10:25am,Nanalan',Feeding the Birds,
10:29am,Anatole,The Mouse Who Cried Wolf,
11:00am,Fuzzpaws,It's All In Your Imagination,
11:25am,Animal Stories,Worm,
11:30am,Rupert,Rupert and the Dragon Race,
11:54am,Jellabies,Butterfly,
12:00pm,Batman: The Animated Series,What is Reality?,
12:32pm,Pinky and the Brain,Whatever Happened to Baby Brain/Just Say Narf,
12:57pm,My Special Book,Counting Rhymes,
1:01pm,The Adventures of Spot,Spot Stays Overnight,
1:06pm,Enid Blyton's Enchanted Lands,The Land of Secrets,
1:16pm,Bump,Bump and the Monster,
1:21pm,Toothbrush Family,Noise,
1:30pm,The Country Mouse and the City Mouse Adventures,World's Fair Mice,
1:59pm,Maisy,Ouch,
2:04pm,Wildlife,Episode 30,
2:10pm,Mopatop's Shop,Rosy Nosey,
2:19pm,Jellabies,Camping,
2:24pm,Nanalan',Frog,
2:28pm,Judy & David's Boom Box,David Tabernacle Choir,
2:32pm,Postman Pat,Postman Pat and the Magpie Hen,
2:47pm,"Big Sister, Little Brother",Drawing,
2:50pm,Animal Stories,Aardvark,
2:55pm,Plonsters,Episode 18,
2:58pm,The Magic School Bus,Meets Molly Cule,
3:30pm,Uh Oh!,Episode 107,
4:00pm,Monster Rancher,My Name is Pixie,
4:30pm,Digimon,Trash Day,
5:00pm,Pokémon,The Bridge Bike Gang,
5:30pm,Dragon Ball Z,Namek's Destruction?,
6:00pm,The New Addams Family,Keeping Up With the Joneses,
6:30pm,Caitlin's Way,Solar Mates,
7:00pm,Boy Meets World,By Hook or By Crook,
7:30pm,Radio Active,The Truth and Nothing But the Truth,
8:00pm,Student Bodies,Victor Gets Drunk,
8:30pm,Boy Meets World,"He Said, She Said",
9:00pm,Student Bodies,Romeo's Old Friend,
9:30pm,Alpha 2 Omega,Pus N' Stuff,
10:00pm,gAmerZ,Episode 12,
10:30pm,Caitlin's Way,Solar Mates,
11:00pm,The New Addams Family,Morticia the Decorator,
11:30pm,Beasties,Master Blaster,
