Time,Show,Episode,Image
12:00am,Are You Being Served?,The Sweet Smell of Success,""
12:30am,Keeping Up Appearances,The Toy Store,""
1:00am,"Yes, Minister",Conflict of Interest,""
1:30am,Gamespot Int'l,Episode 27,""
2:00am,Internet Tonight,Episode 20,""
2:30am,The Anti-Gravity Room,The Fringe III,""
3:00am,Rocky & Bullwinkle,Episode 85,""
3:30am,Woody Woodpecker & Friends,Episode 35,""
4:00am,Peter Pan,The Ages of Pan (Part 1),""
4:30am,Digimon,Under Pressure,""
5:00am,Dragon Ball Z,The Return of Goku,""
5:30am,Pokémon,A Friend In Deed,""
6:00am,Kitty Cats,Tango's Daisy / Tango Loses Her,""
6:30am,Once Upon a Hamster,Boros Returns,""
6:55am,Maisy,Playhouse,""
7:00am,Kleo the Misfit Unicorn,The Emperor of Surtan,""
7:25am,The Adventures of Spot,Spot Goes on Holiday,""
7:30am,Dumb Bunnies,Mission Improbable,""
8:00am,The Flintstones,Seeing Doubles,""
8:30am,Country Mouse & The City Mouse Adventures,Panama Mouse,""
9:00am,Bananas in Pyjamas,Take One,""
9:30am,Big Comfy Couch,Hit Parade,""
10:00am,Kitty Cats,Eugene's Frog / Treasure Hunt,""
10:30am,Anthony Ant,The Ant Who Would / Flood,""
11:00am,Kleo the Misfit Unicorn,The Emperor of Surtan,""
11:30am,Rupert,Rupert and Bill In Gameland,""
12:00pm,Batman,You Scratch My Back,""
12:30pm,"Pinky, Elmyra and the Brain",My Fair Brainy / The Cat that Cried Wolf,""
12:56pm,My Special Book,Mouney's Last Laugh,""
1:00pm,Spider,Panda Comes to Stay,""
1:05pm,Kipper,The River Trip,""
1:14pm,Crayon Box,Three Little Piggys,""
1:25pm,Toothbrush Family,Arrival Day,""
1:30pm,Country Mouse & The City Mouse Adventures,Panama Mouse,""
2:00pm,Maisy,Dog,""
2:05pm,Wildlife,Episode 43,""
2:10pm,Mopatop's Shop,Bigulator,""
2:20pm,Jellabies,Seeds,""
2:30pm,Kipper,Fair / Joke Box / Rocket,""
3:00pm,The Magic School Bus,Gets Planted,""
3:30pm,Uh Oh!,Episode 110,""
4:00pm,Rugrats,No Bones About It / Beach Blank Babies,""
4:30pm,Digimon,Playing Games,""
5:00pm,Pokémon,Friend and Foe Alike,""
5:30pm,Dragon Ball Z,Goku Strikes Back,""
6:00pm,The New Addams Family,"Morticia, The Sculptress",""
6:30pm,Weird-Oh's,Legend of The Phantom Racer / The Blue N'marooned,""
7:00pm,Beast Machines,The Key,""
7:30pm,Shadow Raiders,Divided We Stand,""
8:00pm,Farscape,Durka Returns,""
8:30pm,""
9:00pm,System Crash,Sports,""
9:30pm,Boy Meets World,Cult Fiction,""
10:00pm,Student Bodies,Victor Moves In,""
10:30pm,Beast Machines,The Key,""
11:00pm,The New Addams Family,Morticia & the Psychiatrist,""
11:30pm,Beasties,Other Victories,""
