Time,Show,Episode
12:00am,Are You Being Served?,Heir Apparent
12:32am,Keeping Up Appearances,A Picnic for Daddy
1:08am,"Yes, Prime Minister",A Conflict of Interest
1:35am,Fresh Gear,Episode 1
2:05am,Internet Tonight,Episode 8
2:34am,The Anti-Gravity Room,Humour
3:03am,Rocky and Bullwinkle,Episode 131
3:32am,Woody Woodpecker and Friends,Monster of Ceremonies / A Gooney is Born / Cool It Charlie
4:00am,Peter Pan & the Pirates,A Day at the Fair
4:28am,Digimon,The Eighth Digivice
5:00am,Dragon Ball Z,Dende's Demise
5:28am,Pokémon,"Abra and the Psychic Showdown, Part 1"
6:00am,Kitty Cats,Shooting Stars/Hello Rosie!
6:25am,Plonsters,Episode 50
6:30am,Once Upon a Hamster,King of the Riverbank
6:54am,Maisy,Snow
7:00am,Fuzzpaws,My Favourite Things
7:24am,Lisa,At the Dentist
7:30am,Pumper Pups,Better Than/Alone/Dilly
7:57am,My Special Book,Three Little Pigs
8:01am,The Flintstones,The Big Move
8:31am,The Country Mouse and the City Mouse Adventures,Jungle Mice
8:55am,Wildlife,Episode 14
9:00am,Bananas in Pyjamas,Episode 56
9:23am,Jellabies,Animals
9:29am,The Big Comfy Couch,Boomerang/Tricks Can Be Tricky
9:55am,My Special Book,Sally's Wish
10:00am,Kitty Cats,The Rainbow/The Walking Cactus
10:25am,Nanalan',Lightning
10:30am,Groundling Marsh,The Hegdish Who Came to Dinner
10:54am,The Adventures of Spot,Spot at the Playground
11:00am,Fuzzpaws,My Favourite Things
11:24am,Animal Stories,Austin the Oyster
11:30am,Rupert,Rupert and the Tiger's Eye
11:54am,Jellabies,Toboggan
12:00pm,Batman: The Animated Series,Beware the Gray Ghost
12:31pm,Pinky and the Brain,Operation: Sea Lion/You Said a Mouseful
12:57pm,My Special Book,The Windy Day
1:01pm,Bedtime Stories,Get Into Bed
1:07pm,Enid Blyton's Enchanted Lands,The Land of Take What You Want
1:18pm,Happy Birthday,Episode 4
1:24pm,Toothbrush Family,Lost City
1:31pm,The Country Mouse and the City Mouse Adventures,Jungle Mice
2:00pm,Maisy,Playground
2:06pm,Wildlife,Episode 14
2:11pm,Mopatop's Shop,Messy Mouse
2:20pm,Jellabies,Shadows
2:25pm,Nanalan',Patio
2:30pm,Archibald the Koala,The Umbrellas of Rastepappe/The Fake Necklace
2:54pm,Judy & David's Boom Box,Rockin' on the Ocean
3:00pm,The Magic School Bus,Shows and Tells
3:30pm,Uh Oh!,Episode 95
4:00pm,Monster Rancher,After the Rain
4:30pm,Digimon,Gatomon Comes Calling
5:00pm,Pokémon,The Tower of Terror Part 2
5:30pm,Dragon Ball Z,The Renewed Goku
6:00pm,The International Stop Racism Concert and Awards Shows (2000)  [Note 1],
6:30pm,,
7:00pm,,
7:30pm,,
8:00pm,Big Wolf on Campus,The Bookmobile
8:30pm,Back to Sherwood,Into the Woods
9:00pm,The Adventures of Shirley Holmes,The Case of the Bouncing Baby
9:31pm,Boy Meets World,By Hook or By Crook
10:00pm,Student Bodies,Cody Presley
10:30pm,Big Wolf on Campus,The Bookmobile
11:00pm,The New Addams Family,Lurch and His Piano
11:30pm,Beasties,Code of Hero
