Time,Show,Episode
12:00am,Are You Being Served?,Sit Out
12:32am,Keeping Up Appearances,The Three-Piece Suite
1:08am,"Yes, Prime Minister",A Diplomatic Incident
1:37am,Rex the Runt,Johnny Saveloy's Undoing/The City Shrinkers
2:03am,Ocean Girl,Benny in Trouble
2:33am,The Anti-Gravity Room,Episode 44 - Pot Luck I
3:02am,Rocky and Bullwinkle,Episode 130
3:31am,Woody Woodpecker and Friends,Episode 72
4:00am,Peter Pan & the Pirates,Pirate Shadows
4:30am,Hurricanes,New Strikers of the Purple Sage
4:59am,Dr. Xargle,Earthlets
5:27am,Fennec,The Great Basilouni/Lola-Lola
6:00am,Incredible Story Studio,Doll Dilemmas
6:33am,YAA! To the M@X,Speak Out
6:59am,Panda Bear Daycare,Hurry Up
7:14am,Ruffus the Dog,Cinderella
7:30am,Anatole,Bully for Anatole
7:56am,Nanalan',Imitate Bugs
8:00am,The Flintstones,Ventriloquist Barney
8:30am,The Country Mouse and City Mouse Adventures,Meatball Mice
8:54am,Wildlife,Episode 13 - Flytrap Flowers/Lightbugs
9:00am,Bananas in Pyjamas,Episode 55
9:23am,Jellabies,Drum
9:30am,The Big Comfy Couch,Hoopla
9:55am,My Special Book,Princess & the Pea
10:00am,Kitty Cats,The Surprise Bag/The Hammock
10:25am,Nanalan',Mona Lisa
10:30am,The Adventures of Dudley the Dragon,Dudley's Big Decision
10:54am,Judy & David's Boom Box,Hate to Clean
11:00am,Panda Bear Daycare,Hurry Up
11:14am,Ruffus the Dog,Cinderella
11:29am,Rupert,Rupert in Timeland
11:53am,Jellabies,Camping
12:00pm,Batman: The Animated Series,Dreams in Darkness
12:31pm,Pinky and the Brain,"The Tailor and the Mice/Bah, Wilderness"
12:57pm,My Special Book,The Mouse & The Lion
1:01pm,Plonsters,Episode 49
1:04pm,The Crayon Box,Grin and Bear It
1:16pm,The Adventures of Dawdle the Donkey,Dawdle & the Snowbear
1:26pm,Toothbrush Family,Dancing Shoes
1:31pm,The Country Mouse and City Mouse Adventures,Meatball Mice
2:00pm,Maisy,Bird
2:05pm,Wildlife,Episode 13 - Flytrap Flowers/Lightbugs
2:11pm,Mopatop's Shop,Light Up My Life
2:20pm,Jellabies,Captain Jelly Beard
2:25pm,Nanalan',Save the Fish
2:29pm,The Forgotten Toys,A Fridge Too Far/Close Encounters of the Toy Kind
2:51pm,Toothbrush Family,Fireworks
2:59pm,The Magic School Bus,Gets a Bright Idea
3:30pm,Uh Oh!,Episode 94
4:00pm,Monster Rancher,The Courageous Seven
4:30pm,Digimon,The Eighth Digivice
5:00pm,Pokémon,Abra and the Psychic Showdown Part 1
5:30pm,Dragon Ball Z,Dende's Demise
6:00pm,The New Addams Family,Fester the Marriage Counselor
6:30pm,Mona the Vampire,Spirit of the Woods/The Bogeyman Cometh
7:00pm,Freaky Stories,Traders/Court in the Act/Furd and the Veep/Mooching Roommate
7:30pm,Incredible Story Studio,Historical Hijinks
8:00pm,The Adventures of Shirley Holmes,The Basket Case
8:30pm,Roswell Conspiracies,The Last Sasquatch
9:00pm,Lassie,Collie Confusion
9:30pm,Boy Meets World,Danger Boy
10:00pm,Student Bodies,Secret Admirer
10:30pm,Freaky Stories,Traders/Court in the Act/Furd and the Veep/Mooching Roommate
11:00pm,The New Addams Family,Grandpapa Addams
11:30pm,Beasties,Bad Spark
