Time,Show,Episode,Image
12:00am,Pick a Puppy,Four Boys and a Puppy,""
12:30am,Sisterly Love,""
1:00am,Grossology,New Recruits,""
1:30am,Mermicorno: Starfall,A Sea of Stars: Part 1,""
2:00am,"Scooby-Doo! and Krypto, Too! (2023)",""
2:30am
3:00am
3:30am
3:45am,Best & Bester,Get the Hump,""
4:00am,The Big Game / Get Your Skate On,""
4:30am,Hotel Transylvania: The Series,Cries and Dolls; Hypnosferatu,""
5:00am,Grossology,Sloppy Joe to Go,""
5:30am,Mermicorno: Starfall,"Dance, Magic, Dance!",""
6:00am,Ollie's Pack,Back to the Pack: Part One / Back to the Pack: Part Two,""
6:23am,Hotel Transylvania: The Series,Best Friends Furever / Fantasy Vamp,""
6:45am,Hotel Transylvania (2012),""
7:00am
7:30am
8:00am
8:20am,Hotel Transylvania 2 (2015),""
8:30am
9:00am
9:30am
10:00am,Hotel Transylvania 3: Summer Vacation (2018),""
10:30am
11:00am
11:30am
11:40am,Hotel Transylvania (2012),""
12:00pm
12:30pm
1:00pm
1:20pm,Hotel Transylvania 2 (2015),""
1:30pm
2:00pm
2:30pm
3:00pm,Hotel Transylvania (2012),""
3:30pm
4:00pm
4:30pm
5:00pm,Hotel Transylvania 2 (2015),""
5:30pm
6:00pm
6:30pm
7:00pm,Hotel Transylvania 3: Summer Vacation (2018),""
7:30pm
8:00pm
8:30pm
9:00pm,Mr. D,Wrestling for Love,""
9:30pm,Gerry Runs a Sweat Shop,""
10:00pm,Mafia Dad,""
10:30pm,Staff Hangover,""
11:00pm,Re-Tired of Marking,""
11:30pm,Duncan vs. Bailey,""
