Time,Show,Episode
12:00am,"Be Cool, Scooby-Doo!",Saga of the Swamp Beast
12:30am,Some Fred Time,
1:00am,Looney Tunes Cartoons,Boarding Games / Put the Cat Out: Paintings / Winter Hungerland
1:15am,Tweet Suite / Daffy Magician: Cut in Half / Desert Menu,
1:30am,Funny Book Bunny / Balloon Salesman: All the Balloons / Kitty Krashers,
1:45am,Birthday Grifts / Daffy Magician: Vintage Porkys / Tub-o-War,
2:00am,Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse (2022),
2:30am,,
3:00am,,
3:30am,,
3:45am,Best & Bester,Best Buddies
4:00am,Teen Titans Go!,Brain Food
4:15am,In and Out,
4:30am,Little Buddies,
4:45am,Turn Up the Volume,Clumsy Love
5:23am,Weather with You,
6:00am,Ollie's Pack,The Chosen One... Stinks / Not Another Superhero Movie
6:23am,Hotel Transylvania: The Series,Frankenstunt / What About Blob?
6:45am,Best & Bester,Stage Struck / Ball Count
7:07am,The Amazing World of Gumball,The Nobody
7:18am,The Downer,
7:30am,The Egg,
7:42am,The Triangle,
7:55am,Teen Titans Go!,Uncle Jokes
8:07am,Mas Y Menos,
8:20am,Dreams,
8:32am,Grandma Voice,
8:45am,Ollie's Pack,The Chosen One... Stinks / Not Another Superhero Movie
9:10am,Best & Bester,Stage Struck / Ball Count
9:35am,Zokie of Planet Ruby,Toxic Positivity / Lima Bean Farmulator
10:00am,Mermicorno: Starfall,Two Player Game
10:25am,Special Delivery,
10:50am,Ollie's Pack,The Chosen One... Stinks / Not Another Superhero Movie
11:15am,Hotel Transylvania: The Series,Frankenstunt / What About Blob?
11:40am,Best & Bester,Stage Struck / Ball Count
12:05pm,Zokie of Planet Ruby,Toxic Positivity / Lima Bean Farmulator
12:30pm,Mermicorno: Starfall,Two Player Game
12:55pm,Special Delivery,
1:20pm,Best & Bester,Bucket Pants / A Best Too Far
1:45pm,Hotel Transylvania: The Series,Frankenstunt / What About Blob?
2:10pm,Mermicorno: Starfall,Two Player Game
2:35pm,Special Delivery,
3:00pm,Scooby-Doo and Guess Who?,The Last Inmate!
3:30pm,Lost Soles Of Jungle River!,
4:00pm,"Be Cool, Scooby-Doo!",Mystery 101
4:30pm,"If You Can't Scooby-Doo the Time, Don't Scooby-Doo the Crime",
5:00pm,The Amazing World of Gumball,The Nobody
5:15pm,The Downer,
5:30pm,Scooby-Doo and Guess Who?,The Last Inmate!
6:00pm,Regular Show: The Lost Tapes,Nap Spot
6:15pm,Teen Titans Go!,Uncle Jokes
6:30pm,Scooby-Doo and Guess Who?,Lost Soles Of Jungle River!
7:00pm,"Be Cool, Scooby-Doo!",Mystery 101
7:30pm,"If You Can't Scooby-Doo the Time, Don't Scooby-Doo the Crime",
8:00pm,Looney Tunes Cartoons,Abducted Bunny / Daffy Psychic: A New Job / Duck Hunting Gag: Decoy / Daffy Magic
8:15pm,Feline Lucky / Prickly Pair,
8:30pm,Jellystone!,A Fish Sticky Situation / A Town Video: Welcome to Jellystone
9:00pm,Addams Family Values (1993),
9:30pm,,
10:00pm,,
10:30pm,,
11:00pm,Scooby-Doo and Guess Who?,The Last Inmate!
11:30pm,Lost Soles Of Jungle River!,
