Time,Show,Episode,Image
12:00am,"Be Cool, Scooby Doo!",Mysteries on the Disorient Express,""
12:30am,Scroogey Doo,""
1:00am,Looney Tunes Cartoons,Lesson Plan 9 From Outer Space / Balloon Salesman: Baboon / Portal Kombat,""
1:15am,Virtual Mortality / Daffy Traffic Cop Stop: Lions / Miner Threat,""
1:30am,Raging Granny / Daffy Psychic: Famous / Spare Me,""
1:45am,Marv Attacks / A Wolf in Cheap Clothing,""
2:00am,LEGO Scooby Doo: Haunted Hollywood (2016),""
2:30am
3:00am
3:30am
3:45am,Best & Bester,Boss Level,""
4:00am,Teen Titans Go!,Employee of the Month Redux,""
4:15am,Orangins,""
4:30am,Jinxed,""
4:45am,Brain Percentages,""
5:00am,The Amazing World of Gumball,The Origins,""
5:15am,The Origins,""
5:30am,The Traitor,""
5:45am,The Advice,""
6:00am,Ollie's Pack,Ollie Doubles Down / The Great Grade Grab,""
6:23am,Scaredy Squirrel,Abracagrandma / Momma Lisa Smile,""
6:45am,Best & Bester,Get Shirty / This Solves Nothing,""
7:07am,The Amazing World of Gumball,The Signal,""
7:18am,The Girlfriend,""
7:30am,The Parasite,""
7:42am,The Love,""
7:55am,Teen Titans Go!,BL4Z3,""
8:07am,Hot Salad Water,""
8:20am,Chapter One: I Saw You Dance,""
8:32am,Chapter Two: The Story in Your Eyes,""
8:45am,Ollie's Pack,Ollie Doubles Down / The Great Grade Grab,""
9:10am,Best & Bester,Get Shirty / This Solves Nothing,""
9:35am,Zokie of Planet Ruby,Bedbugs & Breakfast / Tweenkle Is Cancelled,""
10:00am,Mermicorno: Starfall,Aftershocks,""
10:25am,Cloudy with a Chance of Meatballs: The Series,Dance Fish Move Dance / Sonny With a Chance of Disappointment,""
10:50am,Ollie's Pack,Ollie Doubles Down / The Great Grade Grab,""
11:15am,Scaredy Squirrel,Abracagrandma / Momma Lisa Smile,""
11:40am,Best & Bester,Get Shirty / This Solves Nothing,""
12:05pm,Zokie of Planet Ruby,Bedbugs & Breakfast / Tweenkle Is Cancelled,""
12:30pm,Mermicorno: Starfall,Aftershocks,""
12:55pm,Cloudy with a Chance of Meatballs: The Series,Dance Fish Move Dance / Sonny With a Chance of Disappointment,""
1:20pm,Scaredy Squirrel,Abracagrandma / Momma Lisa Smile,""
1:45pm,Hotel Transylvania: The Series,The Northern Frights / Don't Fear the Realtor,""
2:10pm,Mermicorno: Starfall,Aftershocks,""
2:35pm,Cloudy with a Chance of Meatballs: The Series,Dance Fish Move Dance / Sonny With a Chance of Disappointment,""
3:00pm,Scooby-Doo and Guess Who?,The Tao Of Scoob!,""
3:30pm,Returning Of The Key Ring!,""
4:00pm,"Be Cool, Scooby-Doo!",Vote Velma,""
4:30pm,In Space,""
5:00pm,The Amazing World of Gumball,The Parasite,""
5:15pm,The Love,""
5:30pm,Teen Titans Go!,Chapter One: I Saw You Dance,""
5:45pm,Chapter Two: The Story in Your Eyes,""
6:00pm,Scooby-Doo and Guess Who?,The Tao Of Scoob!,""
6:30pm,Returning Of The Key Ring!,""
7:00pm,"Be Cool, Scooby-Doo!",Mysteries on the Disorient Express,""
7:30pm,In Space,""
8:00pm,Looney Tunes Cartoons,Fowl Ploy / Sword Loser,""
8:15pm,Ring Master Disaster / Put the Cat Out: Eyeball / Pain Event,""
8:30pm,Jellystone!,Boo-Boo and Benny: Little Buddy Trouble / The Box Thief,""
9:00pm,Sherlock Gnomes (2018),""
9:30pm
10:00pm
10:30pm
10:45pm,Best & Bester,Bucket Pants,""
11:00pm,Scooby-Doo and Guess Who?,The Tao Of Scoob!,""
11:30pm,Returning Of The Key Ring!,""
