Time,Show,Episode,Youtube Video ID
12:00am,Scooby-Doo and Guess Who?,One Minute Mysteries!,
12:30am,Hollywood Knights!,,
1:00am,"Be Cool, Scooby-Doo!",Poodle Justice,
1:30am,Be Quiet Scooby-Doo!,,
2:00am,Teen Titans GO! See Space Jam (2021),,
2:30am,,,
3:00am,,,
3:30am,,,
3:45am,Best & Bester,Power Plant,
4:00am,Teen Titans Go!,The Teen Titans Go Classic Easter Holiday Special / Squash & Stretch,
4:15am,Rad Dudes With Bad Tudes,,
4:30am,History Lesson,,
4:45am,The Art of Ninjutsu,,
5:00am,The Wonderfully Weird World of Gumball,The Pool,
5:15am,The Portrait,,
5:30am,The Climb,,
5:45am,The Amadain,,
6:00am,Ollie's Pack,Sour Power / Birthday Shmirthday: A Cleo Badette Documentary,
6:23am,Scaredy Squirrel,Shop Cop / Acting Silly,
6:45am,Best & Bester,Fair Share / Power Plant,
7:07am,The Amazing World of Gumball,The Pizza,
7:18am,The Lie,,
7:30am,The Oracle,,
7:42am,The Safety,,
7:55am,Teen Titans Go!,Think About Your Future,
8:07am,Booty Scooty,,
8:20am,Operation Dude Rescue: Part 1,,
8:32am,Operation Dude Rescue: Part 2,,
8:45am,Ollie's Pack,Sour Power / Birthday Shmirthday: A Cleo Badette Documentary,
9:10am,Best & Bester,Fair Share / Power Plant,
9:35am,Zokie of Planet Ruby,The End Times,
10:00am,Mermicorno: Starfall,Practice Makes Perfect,
10:25am,Cloudy with a Chance of Meatballs: The Series,"That's Sal, Folks! / Cloudy with a Chance of Clouds",
10:50am,Ollie's Pack,Sour Power / Birthday Shmirthday: A Cleo Badette Documentary,
11:15am,Scaredy Squirrel,Shop Cop / Acting Silly,
11:40am,Best & Bester,Fair Share / Power Plant,
12:05pm,Zokie of Planet Ruby,The End Times,
12:30pm,Mermicorno: Starfall,Practice Makes Perfect,
12:55pm,Cloudy with a Chance of Meatballs: The Series,"That's Sal, Folks! / Cloudy with a Chance of Clouds",
1:20pm,Scaredy Squirrel,Shop Cop / Acting Silly,
1:45pm,Hotel Transylvania: The Series,Fangceanera,
2:10pm,Mermicorno: Starfall,Practice Makes Perfect,
2:35pm,Cloudy with a Chance of Meatballs: The Series,"That's Sal, Folks! / Cloudy with a Chance of Clouds",
3:00pm,Scooby-Doo and Guess Who?,The New York Underground!,
3:30pm,Fear of the Fire Beast!,,
4:00pm,The Wonderfully Weird World of Gumball,The Score,
4:15pm,The Diary,,
4:30pm,The Punishment,,
4:45pm,The Roast,,
5:00pm,Teen Titans Go!,Elseworlds,
5:15pm,The Amazing World of Gumball,The Safety,
5:30pm,Jurassic World: Chaos Theory,Free Fall,
6:00pm,Scooby-Doo and Guess Who?,The New York Underground!,
6:30pm,Fear of the Fire Beast!,,
7:00pm,"Be Cool, Scooby-Doo!",All Paws on Deck,
7:30pm,Screama Donna,,
8:00pm,Looney Tunes Cartoons,Mummy Dummy / Telephone Pole Gags 2: Shrinking Telephone Pole / In the Road Again!,
8:15pm,Emotional Support Duck / End of the Leash Gags: Tennis / Adopt Me!,,
8:30pm,Jellystone!,Bleep / Yogi's Midlife Crisis,
9:00pm,The Karate Kid (2010),,
9:30pm,,,
10:00pm,,,
10:30pm,,,
11:00pm,,,
11:30pm,,,
