Time,Show,Episode,Image
12:00am,Batman Forever (1995),""
12:30am
1:00am
1:30am
2:00am
2:30am
2:45am,League of Super Evil,"",""
3:00am,Paid Programming
3:30am
4:00am,iCarly,iFence,""
4:30am,iWin a Date,""
5:00am,The Fairly OddParents,One Man Banned / Frenemy Mine,""
5:30am,SpongeBob SquarePants,Pineapple Fever / Chum Caverns,""
6:00am,Kid vs. Kat,When Bad Dogs go Big / The Bottyguard,""
6:30am,League of Super Evil,Ice Creamed / The Split,""
7:00am,Scaredy Squirrel,The Paddy Party Problem / Hamsitcom,""
7:30am,Littlest Pet Shop,What Did You Say?,""
8:00am,Bakers and Fakers,""
8:30am,Winx Club,The Shimmering Shells,""
9:00am,SpongeBob SquarePants,Keep Bikini Bottom Beautiful / A Pal for Gary,""
9:30am,"Yours, Mine and Mine / Kracked Krabs",""
10:00am,The Fairly OddParents,Fairly Odd Baby,""
10:30am
11:00am,Zoink'd,When The Good Hits the Fan,""
11:30am,Extreme Babysitting,Who Needs Go-Karting When We Could be Married.,""
12:00pm,Superman (1978),""
12:30pm
1:00pm
1:30pm
2:00pm
2:30pm
3:00pm
3:15pm,Superman II (1981),""
3:30pm
4:00pm
4:30pm
5:00pm
5:30pm
6:00pm,Superman III (1983),""
6:30pm
7:00pm
7:30pm
8:00pm
8:30pm
9:00pm,Nicky Deuce (2013),""
9:30pm
10:00pm
10:30pm,Splatalot,Sleepy Matty,""
11:00pm,Extreme Babysitting,You Don't Wanna Get Angry by My Mama,""
11:30pm,Splatalot,Parents and Kids Splatdown,""
