Time,Show,Episode,Youtube Video ID
12:00am,Get Smart,,
12:30am,Flipper,The White Dolphin,
1:00am,The Cisco Kid,,
1:30am,Red Dwarf,,
2:00am,Home and Away,,
2:30am,Doctor Who,,
3:00am,,,
3:30am,,,
4:00am,,,
4:30am,,,
5:00am,,,
5:30am,,,
6:00am,Pollywog,,
6:30am,Maya The Bee,,
7:00am,Romper Room and Friends,,
7:30am,Lamb Chop's Play-Along,,
8:00am,The Big Comfy Couch,,
8:30am,"Sharon, Lois & Bram's Elephant Show",,
9:00am,Size Small,,
9:30am,Puttnam's Prairie Emporium,,
10:00am,Snelgrove Snail,,
10:30am,Pollywog,,
11:00am,Bob in a Bottle,,
11:30am,Brownstone Kids,(The children learn about dragons),
12:00pm,Samurai Pizza Cats,,
12:30pm,Muppet Babies,,
1:00pm,OWL/TV,,
1:30pm,Take Part,,
2:00pm,Charlie Chalk,,
2:15pm,Rupert Bear,,
2:30pm,Lamb Chop's Play-Along,,
3:00pm,Camp Cariboo,,
3:30pm,The Muppet Show,,
4:00pm,Dennis the Menace,,
4:30pm,Captain Planet and the Planeteers,,
5:00pm,Batman,,
5:30pm,Mighty Morphin Power Rangers,,
6:00pm,Turning Sixteen,Part 3 of 8,
6:30pm,,,
7:00pm,Video & Arcade Top 10,,
7:30pm,Little House on the Prairie,The Stranger,
8:00pm,,,
8:30pm,The Littlest Hobo,Give My Regards to Broadway,
9:00pm,Paul Daniels' Magic Hour,,
9:30pm,,,
10:00pm,Comedy Mill,(Al and Edna pack up the campsite; scenes from the traffic jam),
10:30pm,Profiles of Nature,Woodpeckers,
11:00pm,Clips,,
11:30pm,28:48,(all request Tuesday),
