Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,The Nightclub,
12:30am,Keeping Up Appearances,Daddy's Accident,
1:00am,Breaker High,Yoo Hoo Mr. Palace Guard,
1:30am,Dr. Xargle,(The Queegles visit Earth),
2:00am,Walter Melon,,
2:30am,The Wacky World of Tex Avery,,
3:00am,The Adventures of Rocky and Bullwinkle and Friends,,
3:30am,Woody Woodpecker,,
4:00am,The Charlie Brown and Snoopy Show,,
4:30am,Extreme Ghostbusters,,
5:00am,Dennis The Menace,,
5:30am,Dragon Ball Z,,
6:00am,Dog City,,
6:30am,King Arthur & The Knights of Justice,,
7:00am,Pocket Dragon Adventures,,
7:30am,Anthony Ant,Magic Marble / A Knight to Remember,
8:00am,Fuzzpaws,A Little Help From My Friends,
8:30am,Pokémon,,
9:00am,The Flintstones,Fred's Monkeyshines,
9:30am,The Jetsons,,
10:00am,Tiny Toon Adventures,"Hare Today, Gone Tomorrow",
10:30am,Oggy and the Cockroaches,,
11:00am,Dexter's Laboratory,,
11:30am,Anatole,,
12:00pm,Dumb Bunnies,,
12:30pm,JEP!,,
1:00pm,Wheel of Fortune 2000,,
1:30pm,Boy Meets World,It's a Wonderful Night,
2:00pm,Wishbone,The Entrepawneur,
2:30pm,Soccer Shortz,,
3:00pm,ReBoot,Quick and the Fed,
3:30pm,Stickin' Around,,
4:00pm,Animaniacs,,
4:30pm,Oggy and the Cockroaches,,
5:00pm,Smart Guy,Diary of a Mad Schoolgirl,
5:30pm,Percy's Park,,
6:00pm,"Someday You'll Find Her, Charlie Brown (1981)",,
6:30pm,Lassie,Hookie for Hockey,
7:00pm,My Hometown,"(Thomas, Bucky and Eddie are caught cheating)",
7:30pm,The Adventures of Shirley Holmes,The Case Of The Galloping Ghost,
8:00pm,Alpha 2 Omega,,
8:30pm,System Crash,Back To School,
9:00pm,Flipper,One Perfect Day,
9:30pm,,,
10:00pm,Jake and the Kid,The Ship,
10:30pm,,,
11:00pm,Warp,,
11:30pm,Deepwater Black,Cycles,
