Time,Show,Episode,Image
12:00am,Are You Being Served?,Cold Comfort,""
12:30am,Keeping Up Appearances,"",""
1:00am,"Yes, Minister",(Jim has his first clash with a foreign office as prime minister),""
1:30am,Student Bodies,"",""
2:00am,Ocean Girl,"",""
2:30am,The Anti-Gravity Room,"",""
3:00am,Rocky & Bullwinkle,"",""
3:30am,Woody Woodpecker,"",""
4:00am,Peter Pan and the Pirates,"",""
4:30am,Hey Arnold,"",""
5:00am,Dragon Ball Z,"",""
5:30am,Pokémon,The Fourth Round Rumble,""
6:00am,Surf's Up! Let's Cook,"",""
6:30am,Surf Shack,"",""
7:00am,The Secret Files of the SpyDogs,Granny / Founders,""
7:30am,Monster Rancher,"",""
8:00am,Dragon Ball Z,"",""
8:30am,Pokémon,Holiday Hi-Jynx,""
9:00am,Digimon,Evil Shows His Face,""
9:30am,SpongeBob SquarePants,Culture Shock / F.U.N.,""
10:00am,CatDog,"",""
10:30am,Angry Beavers,"",""
11:00am,The Wild Thornberrys,"",""
11:30am,The Flintstones,"",""
12:00pm,The Jetsons,"",""
12:30pm,Video & Arcade Top 10,"",""
1:00pm,Hit List,S9.10,""
1:30pm
2:00pm
2:30pm,Batman Beyond,"",""
3:00pm,Brats of the Lost Nebula,"",""
3:30pm,ReBoot,The Edge of Beyond,""
4:00pm,Dexter's Laboratory,"",""
4:30pm,The Powerpuff Girls,"",""
5:00pm,Mona the Vampire,"",""
5:30pm,The Worst Witch,The Inspector Calls,""
6:00pm,The New Addams Family,Undercover Man,""
6:30pm,Big Wolf On Campus,Stalk Like An Egyptian,""
7:00pm,Buffy the Vampire Slayer,The Initiative,""
7:30pm
8:00pm,Freaky Stories,Oops!,""
8:30pm,Goosebumps,The Ghost Next Door: Part 1,""
9:00pm,The Worst Witch,The Heat is On,""
9:30pm,Monster by Mistake,"",""
10:00pm,I Was a Sixth Grade Alien,"",""
10:30pm,The New Addams Family,"",""
11:00pm,Brats of the Lost Nebula,"",""
11:29pm,Beasties,Code of Hero,""
