Time,Show,Episode,Image
12:00am,Legend of the Hidden City,Episode 15,""
12:30am,MTV's Oddities,"",""
1:00am,The Young Ones,"",""
1:30am,Bottom,Culture,""
2:00am,X-Men,"",""
2:30am,Samurai Pizza Cats,"",""
3:00am,"","",""
3:30am,"","",""
4:00am,"","",""
4:30am,"","",""
5:00am,Kitty Cats,"",""
5:30am,Hallo Spencer,(The twins paint their houseboat and have no shelter),""
6:00am,Ballooner Landing,(an opera singer visits for talent night),""
6:30am,Poetree and Friends,(Birdie decides to become a cowboy),""
7:00am,Dino Babies,"",""
7:30am,Madeline,"",""
8:00am,Dragon Flyz,"",""
8:30am,Sky Dancers,"",""
9:00am,Once Upon A Hamster,A Trip to the Stars,""
9:30am,The Mask,"",""
10:00am,What-A-Mess,"",""
10:30am,Eek! The Cat,"",""
11:00am,Bump In The Night,"",""
11:30am,Stickin' Around,"Buttnocchio / Dill, Man of Letters",""
12:00pm,ReBoot,"Wizards, Warriors and a Word from Our Sponsor",""
12:30pm,YTV News,"",""
1:00pm,Flipper,Kidnapped: Part 2,""
1:30pm
2:00pm,The Bachelor and the Bobby-Soxer (1947),""
2:30pm
3:00pm
3:30pm
4:00pm,A Heartbeat Away,So Few Words,""
4:30pm,Pink Panther,"",""
5:00pm,All Dogs Go To Heaven The Series,"",""
5:30pm,Garfield and Friends,"",""
6:00pm,"Is This Goodbye, Charlie Brown? (1983)",""
6:30pm,My Hometown,"",""
7:00pm,The Wonderful Wizard of Oz: The Making of a Movie Classic (1990),""
7:30pm
8:00pm,Small Talk,"",""
8:30pm,ReBoot,Bad Bob,""
9:00pm,Are You Afraid of the Dark?,The Tale of Apartment 214,""
9:30pm,They Must Be Mad!,"",""
10:00pm,Hit List,"",""
10:30pm
11:00pm,NBA Dunk Street,"",""
11:30pm,Super Dave Osborne,Rambo,""
