Time,Show,Episode
12:00am,The Man From U.N.C.L.E,The Off-Broadway Affair
12:30am,,
1:00am,"Yes, Minister",Jobs for the Boys
1:30am,Bump in the Night,Adventures in Microbia / Not a Peep!
2:00am,X-Men,
2:30am,Samurai Pizza Cats,
3:00am,,
3:30am,,
4:00am,,
4:30am,,
5:00am,Kitty Cats,
5:30am,Hallo Spencer,
6:00am,Ballooner Landing,
6:30am,Maya The Bee,
7:00am,Rupert,
7:30am,Ballooner Landing,
8:00am,Bananas in Pajamas,
8:30am,Once Upon A Hamster,
9:00am,Wishbone,
9:30am,The Flintstones,
10:00am,Flash Gordon,
10:30am,ReBoot,
11:00am,Enchanted Tales: The Jungle King (1994),
11:30am,,
12:00pm,Sailor Moon,
12:30pm,Camp Cariboo,
1:00pm,The Skateboard Kid 2 (1994),
1:30pm,,
2:00pm,,
2:30pm,Groundling Marsh,
3:00pm,Creepy Crawlers,
3:30pm,Casper,
4:00pm,The Charlie Brown & Snoopy Show,
4:30pm,Mr Magoo,
5:00pm,What-A-Mess,
5:30pm,Bump In The Night,
6:00pm,Video & Arcade Top 10,
6:30pm,Earthworm Jim,
7:00pm,Insektors,
7:30pm,Are You Afraid of the Dark?,The Tale of the Phone Police
8:00pm,Sailor Moon,
8:30pm,Flash Gordon,Treasure of the Depths!
9:00pm,Beasties,
9:30pm,ReBoot,The Crimson Binome
10:00pm,MTV Unplugged,Eric Clapton
10:30pm,,
11:00pm,"Eerie, Indiana",Scariest Home Videos
11:30pm,Night Hood,The Green Star
