Time,Show,Episode
12:00am,The Man From U.N.C.L.E.,The Nowhere Affair
12:30am,,
1:00am,The Young Ones,
1:30am,Bottom,Gas
2:00am,X-Men,
2:30am,Samurai Pizza Cats,
3:00am,,
3:30am,,
4:00am,,
4:30am,,
5:00am,Kitty Cats,(Willie wants to make bubbles; Slither Snake Jake is nervous)
5:30am,Hallo Spencer,(Villagers build a paper companion for Poldi the dragon)
6:00am,Ballooner Landing,(Fiddle player; square-dance caller)
6:30am,Poetree and Friends,(Poetree can't think of anything to write)
7:00am,Sky Dancers,
7:30am,Alvin and the Chipmunks,
8:00am,Casper,
8:30am,Dragon Flyz,
9:00am,Spider-Man,
9:30am,The Mask,
10:00am,Rugrats,When Wishes Come True / Angelica Breaks a Leg
10:30am,"Eerie, Indiana",The Hole in the Head Gang
11:00am,X-Men,
11:30am,What-A-Mess,
12:00pm,Sailor Moon,
12:30pm,,
1:00pm,Flash Gordon,The Fiendish Experiment!
1:30pm,YTV's Hit List,
2:00pm,,
2:30pm,Xtreme,
3:00pm,NBA Dunk Street,
3:30pm,Are You Afraid of the Dark?,The Tale of Station 109.1
4:00pm,The Flintstones,
4:30pm,All Dogs Go To Heaven: The Series,
5:00pm,Casper,
5:30pm,Beasties,
6:00pm,The Adventures of Shirley Holmes,The Case of the Second Sight
6:30pm,Buffy The Vampire Slayer,"Out of Mind, Out of Sight"
7:00pm,,
7:30pm,Goosebumps,Vampire Breath
8:00pm,How to Kill a Monster,
8:30pm,Are You Afraid of the Dark?,The Tale of Locker 22
9:00pm,The Tale of the Thirteenth Floor,
9:30pm,Dracula: The Series,Children of the Night
10:00pm,The Legend of the Hidden City,Episode 10
10:30pm,Why TV?,
11:00pm,Maniac Mansion,Idella's New Career
11:30pm,PJ Katie's Farm,(Ed gets stuck while playing hide and seek)
11:45pm,(Percival and worms are best friends),
