Time,Show,Episode,Image
12:00am,Are You Being Served?,"",""
12:30am,Keeping Up Appearances,"",""
1:00am,Breaker High,"",""
1:30am,"","",""
2:00am,"","",""
2:30am,"","",""
3:00am,"","",""
3:30am,"","",""
4:00am,"","",""
4:30am,"","",""
5:00am,"","",""
5:30am,"","",""
6:00am,Maya The Bee,"",""
6:30am,Kitty Cats,A Bagful of Candy / Skunkie,""
7:00am,Kids Can Rock 'n' Roll,The Colours of Kideo,""
7:30am,Dragon Ball,"",""
8:00am,Jumanji,"",""
8:30am,Spider-Man,"",""
9:00am,Doug,Doug's Cookin' / Doug Loses Dale,""
9:30am,Rugrats,Beauty Contest / Baseball,""
10:00am,Hey Arnold!,Bench Warmer / Cool Jerk,""
10:30am,Aaahh!!! Real Monsters,"",""
11:00am,Flash Gordon,Escape to Earth!,""
11:30am,Video & Arcade Top 10,"",""
12:00pm,YTV News,"",""
12:30pm,Sailor Moon,Dog Day For Artemis,""
1:00pm,Uh Oh!,"",""
1:30pm,Reboot,Webriders on the Storm,""
2:00pm,The Sports Illustrated For Kids Show,"",""
2:30pm,Hit List,(Behind the scenes of the music industry.),""
3:00pm
3:30pm,Breaker High,"",""
4:00pm,Student Bodies,All Hallow's Eve,""
4:30pm,Flipper,Wedding Bell Blues,""
5:00pm
5:30pm,Eerie Indiana,The Retainer,""
6:00pm,The Adventures of Shirley Holmes,The Case of the Singer's Secret,""
6:30pm,ReBoot,"",""
7:00pm,Buffy The Vampire Slayer,Halloween,""
7:30pm
8:00pm,Ultimate Goosebumps,One Day at Horrorland (Part 2),""
8:30pm,Are You Afraid Of The Dark?,The Tale of a Door Unlocked,""
9:00pm,The Tale of the Unexpected Visitor,""
9:30pm,The Anti-Gravity Room,"",""
10:00pm,Breaker High,"",""
10:30pm,Super Dave's All Stars,"",""
11:00pm,Nighthood,The Empire Karst Building,""
11:30pm,Sailor Moon,"",""
