Time,Show,Episode,Image
12:00am,You Asked For It,"",""
12:30am,MTV's Oddities,"",""
1:00am,The Young Ones,"",""
1:30am,Bottom,Apocalypse,""
2:00am,Daylight Savings Time
2:30am
3:00am,X-Men,"",""
3:30am,Samurai Pizza Cats,"",""
4:00am,"","",""
4:30am,"","",""
5:00am,Kitty Cats,"",""
5:30am,Hallo Spencer,"The Less I See, The More I Hear",""
6:00am,Ballooner Landing,(wildlife photographer; gun control),""
6:30am,Poetree and Friends,(an ancient fairy tale comes to life),""
7:00am,Happy Ness: The Secret of the Loch,"",""
7:30am,Alvin and the Chipmunks,"",""
8:00am,Once Upon A Hamster,Acorns,""
8:30am,Eek! The Cat,"",""
9:00am,What-A-Mess,"",""
9:30am,The Charlie Brown and Snoopy Show,Lucy Loves Schroeder,""
10:00am,Garfield & Friends,"",""
10:30am,Stickin' Around,"The Good, the Bad, and the Bradley / Bye Bye Baby Birdie",""
11:00am,Insektors,"",""
11:30am,Pink Panther,"",""
12:00pm,Reboot,"",""
12:30pm,YTV News,"",""
1:00pm,Flipper,The White Dolphin,""
1:30pm
2:00pm,Citizen Kane (1941),""
2:30pm
3:00pm
3:30pm
4:00pm
4:30pm,The Wizard of Oz,(Dorothy must find the missing Wizard),""
5:00pm,All Dogs Go To Heaven: The Series,"",""
5:30pm,"He's Your Dog, Charlie Brown (1968)",""
6:00pm,The World of Peter Rabbit and Friends,The Tailor of Gloucester,""
6:30pm,My Hometown,Politics and Promises,""
7:00pm,Flipper,Long Weekend,""
7:30pm
8:00pm,Little House on the Prairie,There's No Place Like Home: Part 2,""
8:30pm
9:00pm,Rough Guide,Philippines,""
9:30pm
10:00pm,Hit List,"",""
10:30pm
11:00pm,NBA Dunk Street,"",""
11:30pm,Super Dave Osborne,Flight Training School,""
