Time,Show,Episode
12:00am,SpongeBob SquarePants,Abandon Twits / Wallhalla
12:30am,The Salty Sponge / Karen for Spot,
1:00am,Arbor Day Disarray / Ain't That the Tooth,
1:30am,The Loud House,"Beg, Borrow, and Steele / There Will Be Mud"
2:00am,The Goonies (1985),
2:30am,,
3:00am,,
3:30am,,
4:00am,,
4:30am,The Croods Family Tree,Joy Story
5:00am,The Loud House,
5:30am,SpongeBob SquarePants,Squidferatu / Slappy Daze
6:00am,Best & Bester,The Big Game / Get Your Skate On
6:28am,Piñata Smashlings,The BFF Gem
6:30am,Cloudy With a Chance of Meatballs,Dance Fish Move Dance / Sonny With a Chance of Disappointment
7:00am,Scaredy Squirrel,A Sticky Situation / Cowlicked
7:28am,Piñata Smashlings,Cooking Up Trouble
7:30am,SpongeBob SquarePants,Ma and Pa's Big Hurrah / Yellow Pavement
8:00am,The Flower Pot / SpongeBob on Parade,
8:30am,The Loud House,Homeward Bound / Pressure Cooker
8:58am,Piñata Smashlings,The BFF Gem
9:00am,The Three Amigonauts,The Fast Food and The Furious / The Amigonettes
9:30am,Ollie's Pack,The Chosen One ... Stinks / Not Another Superhero Movie
10:00am,Best & Bester,The Big Game / Get Your Skate On
10:30am,Cloudy With a Chance of Meatballs,Dance Fish Move Dance / Sonny With a Chance of Disappointment
11:00am,Scaredy Squirrel,A Sticky Situation / Cowlicked
11:30am,The Three Amigonauts,The Fast Food and The Furious / The Amigonettes
12:00pm,Ollie's Pack,The Chosen One ... Stinks / Not Another Superhero Movie
12:30pm,Best & Bester,The Big Game / Get Your Skate On
1:00pm,Cloudy With a Chance of Meatballs,Dance Fish Move Dance / Sonny With a Chance of Disappointment
1:30pm,Scaredy Squirrel,A Sticky Situation / Cowlicked
2:00pm,The Three Amigonauts,The Fast Food and The Furious / The Amigonettes
2:30pm,Ollie's Pack,The Chosen One ... Stinks / Not Another Superhero Movie
3:00pm,SpongeBob SquarePants,Delivery to Monster Island / Ride Patrick Ride
3:30pm,Hot Crossed Nuts / Sir Urchin and Snail Fail,
4:00pm,The Loud House,Homeward Bound / Pressure Cooker
4:30pm,Be Careful What You Fish For,
5:00pm,SpongeBob SquarePants,Ma and Pa's Big Hurrah / Yellow Pavement
5:30pm,The Patrick Star Show,Lost in Couch / Pat-a-thon
6:00pm,SpongeBob SquarePants,Delivery to Monster Island / Ride Patrick Ride
6:30pm,Hot Crossed Nuts / Sir Urchin and Snail Fail,
7:00pm,Vampire Dog (2012),
7:30pm,,
8:00pm,,
8:30pm,,
9:00pm,Vampire Dog (2012),
9:30pm,,
10:00pm,,
10:30pm,,
11:00pm,The Next Step,My Philosophy
11:30pm,When I Grow Up,
