Time,Show,Episode
12:00am,SpongeBob SquarePants,The Legend of Boo-Kini Bottom
12:30am,"No Pictures, Please / Stuck on the Roof",
1:00am,Teen Titans Go!,Master Detective
1:15am,Easter Creeps,
1:30am,The Avogodo,
1:45am,Hand Zombie,
2:00am,Pick a Puppy,Oh Mi Corazon
2:30am,Little Rascals,
3:00am,SpongeBob SquarePants,Krabby Patty Creature Feature / Teacher's Pests
3:30am,Sanitation Insanity / Bunny Hunt,
4:00am,Teen Titans Go!,Master Detective
4:15am,Easter Creeps,
4:30am,The Avogodo,
4:45am,Hand Zombie,
5:00am,Pick a Puppy,Oh Mi Corazon
5:30am,Little Rascals,
6:00am,Best & Bester,Fight of Flight / Employee of the Month
6:30am,Cloudy with a Chance of Meatballs: The Series,Mayor or Mayor Not / Fisherman Sam
7:00am,Scaredy Squirrel,Ice Cream Headache / Buck Up Buck
7:30am,SpongeBob SquarePants,Squid Noir / ScavengerPants
8:00am,Cuddle E. Hugs / Pat the Horse,
8:25am,Chatterbox Gary / Don't Feed the Clowns,
8:50am,Drive Happy / Old Man Patrick,
9:15am,Fireheart (2022),
9:30am,,
10:00am,,
10:30am,,
10:55am,The 3 Amigonauts,For a Few Dumples More / Evil Has a Name
11:20am,Ollie's Pack,Ollie Dogs / Camp Magna
11:45am,Best & Bester,That Sinkhole Feeling
12:00pm,SpongeBob SquarePants,We Heart Hoops / SpongeChovy
12:25pm,The Loud House,Schooled! (Part 1)
12:50pm,Cloudy with a Chance of Meatballs: The Series,Mayor or Mayor Not / Fisherman Sam
1:15pm,Scaredy Squirrel,Ice Cream Headache / Buck Up Buck
1:40pm,The 3 Amigonauts,For a Few Dumples More / Evil Has a Name
2:05pm,Ollie's Pack,Ollie Dogs / Camp Magna
2:30pm,Best & Bester,Fight of Flight / Employee of the Month
3:00pm,SpongeBob SquarePants,Squid Noir / ScavengerPants
3:30pm,Cuddle E. Hugs / Pat the Horse,
4:00pm,Teen Titans Go!,Employee of the Month Redux
4:15pm,Orangins,
4:30pm,Jinxed,
4:45pm,Brain Percentages,
5:00pm,The Loud House,Fashion No Show / Doom Service
5:30pm,The Hurt Lockers / Love Stinks,
6:00pm,SpongeBob SquarePants,Chatterbox Gary / Don't Feed the Clowns
6:30pm,Drive Happy / Old Man Patrick,
7:00pm,Fireheart (2022),
7:30pm,,
8:00pm,,
8:30pm,,
9:00pm,Fireheart (2022),
9:30pm,,
10:00pm,,
10:30pm,,
11:00pm,Pick a Puppy,The One
11:30pm,The Puppy Pact,
