Time,Show,Episode,Youtube Video ID
12:00am,SpongeBob SquarePants,Food PBBFT! Truck / Upturn Girls,
12:30am,Say 'Awww!' / Patrick the Mailman,,
1:00am,Teen Titans Go!,"Truth, Justice and What? / Beast Man",
1:30am,Two Bumble Bees and a Wasp / Oil Drums,,
2:00am,Pick a Puppy,All in the Family,
2:30am,Just Add Water,,
3:00am,SpongeBob SquarePants,Captain Pipsqueak / Plane to Sea,
3:30am,Squidferatu / Slappy Daze,,
4:00am,Teen Titans Go!,"Truth, Justice and What? / Beast Man",
4:30am,Two Bumble Bees and a Wasp / Oil Drums,,
5:00am,Pick a Puppy,All in the Family,
5:30am,Just Add Water,,
6:00am,Best & Bester,Funny Money / Shaking Bad,
6:30am,Cloudy with a Chance of Meatballs: The Series,Appreciate This! / She's a Shoe-In,
7:00am,Scaredy Squirrel,Seth Is a Salesman / Less Nestorman,
7:30am,SpongeBob SquarePants,Abandon Twits / Wallhalla,
8:00am,Salty Sponge / Karen for Spot,,
8:25am,Arbor Day Disarray / Ain't That the Tooth,,
8:50am,Ma and Pa's Big Hurrah / Yellow Pavement,,
9:15am,Bruno & Boots: Go Jump in the Pool (2017),,
9:30am,,,
10:00am,,,
10:30am,,,
10:55am,The 3 Amigonauts,Faredevils / Friendship Ball,
11:20am,Ollie's Pack,"Slice of Life / Goodnight, Sleep Fright",
11:45am,Best & Bester,Out of Bounds,
12:00pm,SpongeBob SquarePants,Ma and Pa's Big Hurrah / Yellow Pavement,
12:25pm,The Loud House,Exchange of Heart / Community Disservice,
12:50pm,Cloudy with a Chance of Meatballs: The Series,Appreciate This! / She's a Shoe-In,
1:15pm,Scaredy Squirrel,Seth Is a Salesman / Less Nestorman,
1:40pm,The 3 Amigonauts,Faredevils / Friendship Ball,
2:05pm,Ollie's Pack,"Slice of Life / Goodnight, Sleep Fright",
2:30pm,Best & Bester,Funny Money / Shaking Bad,
3:00pm,SpongeBob SquarePants,Abandon Twits / Wallhalla,
3:30pm,Salty Sponge / Karen for Spot,,
4:00pm,Teen Titans Go!,Video Game References / Cool School,
4:30pm,Kicking a Ball and Pretending to be Hurt / Head Fruit,,
5:00pm,The Loud House,Present Danger / Stressed for the Part,
5:30pm,Don't Escar-go / Double Trouble,,
6:00pm,SpongeBob SquarePants,Arbor Day Disarray / Ain't That the Tooth,
6:30pm,Ma and Pa's Big Hurrah / Yellow Pavement,,
7:00pm,Bruno & Boots: Go Jump in the Pool (2017),,
7:30pm,,,
8:00pm,,,
8:30pm,,,
9:00pm,Bruno & Boots: Go Jump in the Pool (2017),,
9:30pm,,,
10:00pm,,,
10:30pm,,,
11:00pm,Pick a Puppy,On Guard,
11:30pm,Puppy Love,,
